@relation 'Keymind - BA-weka.filters.supervised.instance.Resample-B0.0-S1-Z75.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z22.88135593-no-replacement'

@attribute NR numeric
@attribute NFIX numeric
@attribute CHURN_SUM numeric
@attribute CHURN_AVG numeric
@attribute AGE numeric
@attribute Violations numeric
@attribute Size.Next numeric
@attribute Faultiness {FALSE,TRUE}

@data
2,2,0,0,43,0,9,FALSE
0,0,0,0,-21,0,0,FALSE
3,2,0,0,26,0,9,FALSE
3,1,0,0,26,0,10,FALSE
3,0,0,0,25,0,40,FALSE
3,0,18,6,19,47,9,FALSE
0,0,0,0,-41,2,12,FALSE
3,2,0,0,43,0,9,FALSE
3,1,0,0,29,43,98,FALSE
0,0,0,0,-17,0,0,FALSE
1,1,0,0,20,63,72,FALSE
9,0,-1,0,19,0,13,FALSE
0,0,0,0,-19,0,134,FALSE
1,1,0,0,14,38,9,FALSE
0,0,0,0,-19,0,2680,FALSE
0,0,0,0,-20,0,58,FALSE
6,1,0,0,27,66,50,FALSE
6,1,0,0,44,66,50,FALSE
1,1,0,0,23,125,36,FALSE
1,1,0,0,20,76,143,FALSE
0,0,0,0,-17,0,0,FALSE
5,1,0,0,26,0,28,FALSE
0,0,0,0,-23,0,96,FALSE
2,1,0,0,22,7,10,FALSE
3,2,0,0,22,0,24,FALSE
4,1,0,0,26,0,35,FALSE
14,8,5,5,26,0,8,TRUE
2,1,0,0,44,33,12,TRUE
2,1,0,0,23,61,9,TRUE
9,3,0,0,44,0,20,TRUE
9,3,45,7,23,0,20,TRUE
4,4,0,0,25,5,35,TRUE
2,1,0,0,27,33,12,TRUE
12,4,0,0,44,64,144,TRUE
5,3,0,0,17,0,28,TRUE
4,4,0,0,29,5,35,TRUE
6,2,0,0,27,95,32,TRUE
14,4,0,0,44,0,26,TRUE
14,4,0,0,27,0,26,TRUE
14,4,170,17,23,0,26,TRUE
4,4,0,0,45,5,35,TRUE
10,5,92,18,22,0,12,TRUE
9,3,0,0,27,0,20,TRUE
9,5,31,8,24,70,15,TRUE
9,5,0,0,28,70,15,TRUE
14,7,0,0,28,0,11,TRUE
4,4,0,0,19,9,30,TRUE
6,2,12,3,23,95,32,TRUE
6,2,0,0,44,95,32,TRUE
14,7,-176,-25,24,0,11,TRUE
1,0,37,37,22,17,10,TRUE
12,4,0,0,27,64,144,TRUE
