@relation 'Keymind - BA-weka.filters.supervised.instance.Resample-B0.0-S1-Z75.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z22.88135593-no-replacement'

@attribute NR numeric
@attribute NFIX numeric
@attribute CHURN_SUM numeric
@attribute CHURN_AVG numeric
@attribute AGE numeric
@attribute Violations numeric
@attribute Size.Next numeric
@attribute Faultiness {FALSE,TRUE}

@data
3,3,0,0,27,78,44,FALSE
5,2,0,0,25,0,20,FALSE
1,0,0,0,26,19,25,FALSE
3,1,0,0,22,0,10,FALSE
2,2,0,0,22,64,53,FALSE
0,0,0,0,-23,0,239,FALSE
7,4,45,15,23,110,54,FALSE
0,0,0,0,-19,15,20,FALSE
0,0,0,0,-19,18,27,FALSE
0,0,0,0,-23,0,129,FALSE
0,0,0,0,-41,12,22,FALSE
7,1,88,15,22,211,11,FALSE
17,5,135,11,24,0,11,FALSE
4,2,0,0,21,0,11,FALSE
1,1,0,0,24,63,72,FALSE
0,0,0,0,-23,0,11,FALSE
0,0,0,0,-47,0,47,FALSE
0,0,0,0,-43,0,47,FALSE
7,1,0,0,43,16,19,FALSE
1,0,0,0,19,0,12,FALSE
7,4,0,0,27,110,54,FALSE
5,1,33,8,22,0,28,FALSE
16,10,0,0,29,0,9,FALSE
0,0,0,0,-19,0,16,FALSE
0,0,0,0,-43,0,21,FALSE
0,0,0,0,-19,0,466,FALSE
9,3,0,0,27,0,20,TRUE
14,8,5,5,26,0,8,TRUE
9,3,0,0,44,0,20,TRUE
6,2,0,0,44,95,32,TRUE
14,4,170,17,23,0,26,TRUE
9,5,0,0,28,70,15,TRUE
8,1,2,2,26,213,24,TRUE
9,8,0,0,22,0,9,TRUE
1,0,0,0,26,17,10,TRUE
30,18,0,0,29,86,35,TRUE
4,4,0,0,29,5,35,TRUE
1,0,37,37,22,17,10,TRUE
5,1,5,1,23,39,29,TRUE
4,4,0,0,19,9,30,TRUE
2,1,0,0,27,33,12,TRUE
6,2,0,0,27,41,29,TRUE
14,7,-176,-25,24,0,11,TRUE
4,4,0,0,23,9,30,TRUE
4,4,0,0,45,5,35,TRUE
12,4,0,0,44,64,144,TRUE
1,0,0,0,43,17,10,TRUE
30,18,450,37,25,86,35,TRUE
6,2,0,0,27,95,32,TRUE
6,2,12,3,23,95,32,TRUE
33,20,2,2,45,88,232,TRUE
12,4,179,22,23,64,144,TRUE
