@relation 'Keymind - BA-weka.filters.supervised.instance.Resample-B0.0-S1-Z75.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z22.88135593-no-replacement'

@attribute NR numeric
@attribute NFIX numeric
@attribute CHURN_SUM numeric
@attribute CHURN_AVG numeric
@attribute AGE numeric
@attribute Violations numeric
@attribute Size.Next numeric
@attribute Faultiness {FALSE,TRUE}

@data
0,0,0,0,-41,0,11,FALSE
0,0,0,0,-45,0,9,FALSE
0,0,0,0,-23,15,26,FALSE
0,0,0,0,-17,0,0,FALSE
0,0,0,0,-1,0,23,FALSE
1,1,0,0,19,125,36,FALSE
0,0,0,0,-23,0,11,FALSE
0,0,0,0,-47,3,9,FALSE
0,0,0,0,-23,0,250,FALSE
5,1,33,8,22,0,28,FALSE
1,0,0,0,25,0,141,FALSE
5,1,-9,-2,21,0,26,FALSE
0,0,0,0,-19,0,26,FALSE
1,0,1,1,21,29,63,FALSE
0,0,0,0,-19,0,466,FALSE
0,0,0,0,-23,15,27,FALSE
6,1,1,0,21,0,7,FALSE
5,3,27,13,25,59,90,FALSE
17,5,135,11,24,0,11,FALSE
9,0,0,0,23,0,13,FALSE
17,5,0,0,28,0,11,FALSE
16,0,0,0,25,31,37,FALSE
0,0,0,0,-19,0,466,FALSE
1,0,27,27,22,19,25,FALSE
0,0,0,0,-47,0,53,FALSE
16,10,0,0,45,0,9,FALSE
4,4,0,0,29,5,35,TRUE
1,0,37,37,22,17,10,TRUE
4,4,0,0,25,5,35,TRUE
1,0,0,0,26,17,10,TRUE
6,2,0,0,44,95,32,TRUE
2,1,0,0,44,33,12,TRUE
5,1,5,1,23,39,29,TRUE
12,4,179,22,23,64,144,TRUE
14,7,0,0,28,0,11,TRUE
5,3,0,0,17,0,28,TRUE
9,5,0,0,28,70,15,TRUE
1,0,0,0,43,17,10,TRUE
9,3,0,0,27,0,20,TRUE
9,8,0,0,22,0,9,TRUE
8,1,2,2,26,213,24,TRUE
2,1,0,0,27,33,12,TRUE
6,2,12,3,23,95,32,TRUE
12,4,0,0,44,64,144,TRUE
9,3,0,0,44,0,20,TRUE
14,4,0,0,27,0,26,TRUE
14,4,170,17,23,0,26,TRUE
4,4,0,0,45,5,35,TRUE
10,5,92,18,22,0,12,TRUE
4,4,0,0,19,9,30,TRUE
6,2,0,0,27,41,29,TRUE
4,4,0,0,23,9,30,TRUE
