@relation camelA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F2-weka.filters.supervised.instance.Resample-B1.0-S1-Z41.51351351-no-replacement

@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute lcom numeric
@attribute ca numeric
@attribute npm numeric
@attribute loc numeric
@attribute cbm numeric
@attribute max_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
1,0,25,85,4,11,461,0,6,FALSE
3,0,18,1,2,3,157,0,5,FALSE
1,0,6,24,0,9,78,0,1,FALSE
3,14,19,4,15,3,53,3,3,FALSE
3,0,17,69,5,14,142,0,2,FALSE
3,0,5,16,1,7,87,2,1,FALSE
5,0,4,0,2,3,32,0,1,FALSE
2,0,8,28,1,1,396,1,7,FALSE
1,4,5,9,5,5,23,0,1,FALSE
1,0,4,24,0,5,125,0,2,FALSE
1,0,0,0,0,1,1,0,1,FALSE
2,16,26,37,18,7,115,1,2,FALSE
1,0,12,49,1,1,197,4,9,FALSE
3,0,4,6,1,3,62,1,1,FALSE
1,0,4,0,1,3,31,0,1,FALSE
1,0,19,4,1,3,274,0,1,FALSE
2,0,7,1,0,2,48,1,4,FALSE
1,0,12,49,1,1,197,4,9,FALSE
3,0,17,424,5,27,284,0,2,FALSE
3,0,12,0,1,5,107,1,2,FALSE
1,0,23,270,2,24,127,0,1,FALSE
3,0,16,43,5,5,229,0,5,FALSE
1,0,2,1,1,2,2,0,1,FALSE
3,0,6,0,0,3,27,0,1,FALSE
1,0,14,19,6,6,63,0,2,FALSE
1,0,1,3,0,2,221,0,1,FALSE
3,0,8,63,1,14,260,7,4,FALSE
1,0,6,0,1,2,48,0,1,FALSE
1,0,12,2,2,3,154,1,1,FALSE
1,0,3,0,1,3,31,0,1,FALSE
2,1,27,972,11,37,855,1,4,FALSE
1,0,13,26,2,6,162,0,3,FALSE
3,0,4,30,1,9,50,5,1,FALSE
2,0,3,0,3,7,66,0,2,FALSE
0,0,9,10,2,2,97,0,2,FALSE
3,0,15,233,12,19,203,0,2,FALSE
3,0,9,2,2,2,33,0,1,FALSE
1,0,6,1,0,2,23,0,1,FALSE
1,0,38,6,34,4,4,0,1,FALSE
3,2,9,3,2,1,24,0,1,FALSE
1,0,19,4,1,3,274,0,1,FALSE
3,0,5,51,2,11,77,2,1,FALSE
1,0,0,0,0,1,1,0,1,FALSE
1,0,2,1,1,2,54,0,6,FALSE
2,0,9,114,4,12,94,3,1,FALSE
