@relation 'Keymind - BA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F10'

@attribute NR numeric
@attribute NFIX numeric
@attribute CHURN_SUM numeric
@attribute CHURN_AVG numeric
@attribute AGE numeric
@attribute Violations numeric
@attribute Size.Next numeric
@attribute Faultiness {FALSE,TRUE}

@data
1,0,1,1,21,29,63,FALSE
0,0,0,0,-23,0,248,FALSE
2,1,0,0,22,0,12,FALSE
0,0,0,0,-23,0,134,FALSE
1,0,0,0,25,0,141,FALSE
2,1,0,0,26,0,11,FALSE
12,8,0,0,27,0,10,FALSE
0,0,0,0,-23,0,15,FALSE
1,1,0,0,14,38,9,FALSE
2,1,0,0,43,7,10,FALSE
0,0,0,0,-41,12,22,FALSE
0,0,0,0,-23,0,251,FALSE
0,0,0,0,-23,0,129,FALSE
4,1,0,0,43,0,35,FALSE
11,0,135,12,19,12,9,FALSE
6,1,1,0,21,0,7,FALSE
0,0,0,0,-21,0,0,FALSE
3,0,9,3,21,0,45,FALSE
3,3,0,0,27,78,44,FALSE
0,0,0,0,-43,0,53,FALSE
4,2,0,0,25,0,11,FALSE
0,0,0,0,-23,0,57,FALSE
0,0,0,0,-19,15,26,FALSE
1,0,0,0,25,29,63,FALSE
4,2,9,4,22,0,26,FALSE
0,0,0,0,-43,0,47,FALSE
1,1,0,0,19,125,36,FALSE
4,4,0,0,19,9,30,TRUE
8,1,2,2,26,213,24,TRUE
30,18,0,0,29,86,35,TRUE
14,4,170,17,23,0,26,TRUE
