@relation 'Keymind - BA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F10'

@attribute NR numeric
@attribute NFIX numeric
@attribute CHURN_SUM numeric
@attribute CHURN_AVG numeric
@attribute AGE numeric
@attribute Violations numeric
@attribute Size.Next numeric
@attribute Faultiness {FALSE,TRUE}

@data
6,1,0,0,27,66,50,FALSE
4,1,0,0,44,0,16,FALSE
3,2,0,0,18,0,24,FALSE
0,0,0,0,-47,0,53,FALSE
0,0,0,0,-45,2,12,FALSE
1,0,0,0,23,41,16,FALSE
0,0,0,0,-23,0,251,FALSE
3,1,0,0,45,43,98,FALSE
0,0,0,0,-23,0,30,FALSE
0,0,0,0,-19,0,239,FALSE
0,0,0,0,-1,0,28,FALSE
2,0,0,0,25,0,119,FALSE
2,0,0,0,25,0,36,FALSE
0,0,0,0,-23,0,2680,FALSE
2,1,0,0,43,7,10,FALSE
3,3,0,0,44,78,44,FALSE
0,0,0,0,-19,0,466,FALSE
1,1,0,0,10,38,9,FALSE
0,0,0,0,-5,0,28,FALSE
4,1,0,0,27,0,16,FALSE
1,1,0,0,24,63,72,FALSE
0,0,0,0,-23,0,17,FALSE
0,0,0,0,-19,0,9,FALSE
5,3,0,0,45,59,90,FALSE
0,0,0,0,-23,0,152,FALSE
3,0,0,0,25,0,45,FALSE
3,2,0,0,26,0,9,FALSE
1,0,0,0,26,17,10,TRUE
1,0,37,37,22,17,10,TRUE
8,1,2,2,26,213,24,TRUE
9,3,0,0,27,0,20,TRUE
