@relation xalanA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F10-weka.filters.supervised.instance.Resample-B1.0-S1-Z126.3636364

@attribute lcom numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute amc numeric
@attribute Faultiness {FALSE,TRUE}

@data
3,2,225,74,FALSE
526,0.998047,300,7.606061,FALSE
54,0.454545,139,10.5,FALSE
64,0.981818,586,47.416667,FALSE
0,2,1,0,FALSE
374,1,422,14.035714,FALSE
53,0.9,90,7.090909,FALSE
1,1,25,6.666667,FALSE
526,0.998047,300,7.606061,FALSE
0,0.25,129,24.4,FALSE
374,1,422,14.035714,FALSE
819,0.95393,465,9.857143,FALSE
51,0.763889,405,19.894737,FALSE
39,0.8,333,28.909091,FALSE
27,0.596154,749,51.071429,FALSE
1,2,87,42.5,FALSE
39,0.8,333,28.909091,FALSE
1,2,10,4,FALSE
0,0.666667,272,23.181818,FALSE
0,0.171429,514,62.625,FALSE
0,2,1,0,FALSE
0,0.62963,362,34.6,FALSE
0,0.333333,836,68.416667,FALSE
53,0.9,90,7.090909,FALSE
36,2,82,8.111111,FALSE
1,1.423077,3769,1251,FALSE
0,0.666667,272,23.181818,FALSE
22,0.75,214,22.444444,FALSE
0,2,4,3,FALSE
3,2,6,1,FALSE
0,0.666667,272,23.181818,FALSE
34,0.826389,289,20.307692,FALSE
21,2,13,0.857143,FALSE
51,0.763889,405,19.894737,FALSE
3,2,131,42.666667,FALSE
0,1.266667,90,15.25,FALSE
1,1,47,18,FALSE
2607,0.966779,1155,14.08,FALSE
1,2,13,5.5,FALSE
0,0,104,50.5,FALSE
1,1,25,6.666667,FALSE
0,0.35,123,21.6,FALSE
0,2,5,4,FALSE
3,2,169,55.333333,FALSE
0,0,143,19.285714,FALSE
1,0.5,195,63.666667,FALSE
0,0,82,15.2,FALSE
36,2,69,6.666667,FALSE
1,1,25,6.666667,FALSE
0,0.171429,514,62.625,FALSE
3,2,169,55.333333,FALSE
0,0.25,129,24.4,FALSE
39,0.8,333,28.909091,FALSE
428,0.834921,967,25.111111,FALSE
1,2,12,5,FALSE
3,2,169,55.333333,FALSE
1,2,13,5.5,FALSE
1,2,26,12,FALSE
2607,0.966779,1155,14.08,FALSE
0,0.25,129,24.4,FALSE
18,0.78125,392,41.666667,FALSE
0,0.333333,149,36,FALSE
1176,1,743,14.142857,FALSE
23,0.555556,89,7.8,FALSE
