@relation Keymind-AA-weka.filters.supervised.instance.Resample-B0.0-S1-Z75.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z56.0-no-replacement

@attribute CHGSET_SUM numeric
@attribute AGE numeric
@attribute Size.Next numeric
@attribute Faultiness {TRUE,FALSE}

@data
0,-24,44,TRUE
95,17,39,TRUE
0,0,25,TRUE
20,9,36,TRUE
0,-25,81,TRUE
49,24,33,TRUE
0,20,51,TRUE
0,-5,19,TRUE
0,-10,38,TRUE
0,-19,59,TRUE
39,26,49,TRUE
0,-8,47,TRUE
0,-7,61,TRUE
0,0,78,TRUE
0,-10,145,TRUE
3,6,55,TRUE
13,26,137,TRUE
9,6,59,TRUE
0,0,395,TRUE
52,8,44,TRUE
15,12,83,TRUE
38,27,63,TRUE
0,-28,34,TRUE
23,24,23,TRUE
0,-10,121,TRUE
87,10,86,TRUE
0,-6,90,TRUE
33,8,32,TRUE
0,-5,84,TRUE
0,-28,52,TRUE
46,9,75,TRUE
41,24,38,TRUE
0,-6,46,TRUE
88,24,26,TRUE
0,-21,42,TRUE
0,-25,46,TRUE
0,-7,20,TRUE
0,25,43,TRUE
0,-1,38,TRUE
0,-8,57,TRUE
0,-4,25,TRUE
0,-6,28,TRUE
0,-7,120,TRUE
29,7,47,TRUE
0,27,38,TRUE
0,-21,35,TRUE
6,7,28,TRUE
0,-28,55,TRUE
0,-39,42,TRUE
0,-28,121,TRUE
0,-41,28,TRUE
0,-28,145,TRUE
8,23,41,TRUE
28,26,16,TRUE
19,6,22,TRUE
0,-6,39,TRUE
37,26,155,TRUE
91,24,70,TRUE
0,-10,48,TRUE
0,27,56,TRUE
0,-25,61,TRUE
0,-10,55,TRUE
0,-25,120,TRUE
23,27,23,TRUE
12,9,28,TRUE
0,-6,54,TRUE
38,18,25,TRUE
0,-39,35,TRUE
64,6,84,TRUE
0,-7,81,TRUE
52,9,9,TRUE
0,-72,105,TRUE
35,45,13,TRUE
0,-10,52,TRUE
9,6,79,TRUE
0,-7,88,TRUE
35,7,43,TRUE
0,-8,126,TRUE
31,25,50,TRUE
46,8,17,TRUE
0,-25,88,TRUE
9,25,25,TRUE
0,-28,111,TRUE
0,-37,59,TRUE
0,0,25,TRUE
0,-6,60,TRUE
20,9,38,TRUE
0,0,35,TRUE
0,-10,34,TRUE
3,45,21,TRUE
49,9,29,TRUE
0,0,192,TRUE
0,45,38,TRUE
0,-19,51,TRUE
38,45,10,TRUE
0,-6,44,TRUE
0,-7,55,TRUE
0,-7,46,TRUE
0,-62,1279,FALSE
0,-21,346,FALSE
0,-25,22,FALSE
0,-25,19,FALSE
4,9,23,FALSE
0,-39,95,FALSE
0,-62,689,FALSE
14,25,20,FALSE
0,-10,37,FALSE
0,-44,693,FALSE
0,-63,35,FALSE
0,-25,21,FALSE
0,-16,15,FALSE
0,-44,1279,FALSE
0,-62,652,FALSE
0,-39,53,FALSE
27,9,12,FALSE
0,27,42,FALSE
0,-62,1279,FALSE
0,-62,1279,FALSE
0,-3,36,FALSE
0,-20,92,FALSE
0,-5,149,FALSE
0,-25,40,FALSE
0,-7,101,FALSE
20,10,23,FALSE
16,27,9,FALSE
0,-62,1279,FALSE
0,-24,16,FALSE
0,-11,65,FALSE
6,13,34,FALSE
0,-44,1279,FALSE
0,-11,49,FALSE
0,-23,7,FALSE
0,-11,83,FALSE
0,-62,1279,FALSE
13,8,16,FALSE
0,-44,1279,FALSE
0,-44,1279,FALSE
0,-6,14,FALSE
0,-6,43,FALSE
0,-7,40,FALSE
18,9,22,FALSE
1,9,7,FALSE
0,-22,22,FALSE
15,45,17,FALSE
0,27,21,FALSE
18,9,42,FALSE
0,-21,53,FALSE
0,-62,649,FALSE
13,8,21,FALSE
0,-26,56,FALSE
0,-45,44,FALSE
0,-62,693,FALSE
7,12,49,FALSE
18,9,21,FALSE
31,27,32,FALSE
0,-6,16,FALSE
0,-10,62,FALSE
0,-25,35,FALSE
0,-39,35,FALSE
0,26,58,FALSE
0,-21,140,FALSE
0,-6,98,FALSE
0,-7,21,FALSE
0,27,7,FALSE
0,-41,7,FALSE
0,-11,94,FALSE
0,-10,36,FALSE
0,25,29,FALSE
0,-22,11,FALSE
0,-28,62,FALSE
0,-39,20,FALSE
0,-44,1279,FALSE
0,-7,48,FALSE
0,-41,37,FALSE
0,-38,149,FALSE
0,0,116,FALSE
0,-28,29,FALSE
0,-6,73,FALSE
0,-23,42,FALSE
0,-45,20,FALSE
0,-71,9,FALSE
0,-40,22,FALSE
10,9,19,FALSE
0,-25,48,FALSE
0,-16,24,FALSE
30,9,17,FALSE
4,27,7,FALSE
2,9,7,FALSE
0,-21,20,FALSE
0,-2,12,FALSE
0,-24,14,FALSE
5,9,11,FALSE
0,-29,83,FALSE
0,-62,1279,FALSE
0,0,29,FALSE
0,-44,1279,FALSE
