@relation Keymind-AA-weka.filters.supervised.instance.Resample-B0.0-S1-Z75.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z56.0-no-replacement

@attribute CHGSET_SUM numeric
@attribute AGE numeric
@attribute Size.Next numeric
@attribute Faultiness {TRUE,FALSE}

@data
0,-25,22,TRUE
2,25,28,TRUE
0,-10,145,TRUE
0,-5,19,TRUE
0,-6,19,TRUE
0,-10,34,TRUE
0,-21,35,TRUE
29,7,47,TRUE
9,25,25,TRUE
38,45,10,TRUE
0,-90,105,TRUE
0,0,25,TRUE
0,-39,35,TRUE
0,-28,145,TRUE
3,45,21,TRUE
0,27,56,TRUE
0,-1,38,TRUE
12,9,28,TRUE
52,9,9,TRUE
0,-6,60,TRUE
2,2,51,TRUE
0,-24,39,TRUE
87,10,86,TRUE
9,6,59,TRUE
10,45,78,TRUE
0,0,48,TRUE
91,24,70,TRUE
0,-7,46,TRUE
0,-7,88,TRUE
28,26,16,TRUE
33,8,32,TRUE
0,-37,51,TRUE
0,-28,111,TRUE
0,0,192,TRUE
0,-25,120,TRUE
19,6,22,TRUE
0,-25,61,TRUE
0,-7,55,TRUE
15,12,83,TRUE
39,26,49,TRUE
38,27,63,TRUE
0,0,25,TRUE
8,23,41,TRUE
38,18,25,TRUE
64,6,84,TRUE
0,0,44,TRUE
95,17,39,TRUE
0,27,38,TRUE
0,-28,35,TRUE
0,20,51,TRUE
20,9,38,TRUE
0,-25,88,TRUE
29,6,29,TRUE
35,7,43,TRUE
0,-37,59,TRUE
0,-6,54,TRUE
0,-28,55,TRUE
0,-28,34,TRUE
0,25,43,TRUE
31,25,50,TRUE
0,-6,46,TRUE
0,-10,111,TRUE
0,0,395,TRUE
49,9,29,TRUE
23,27,23,TRUE
0,-10,35,TRUE
0,-8,47,TRUE
0,-10,121,TRUE
35,45,13,TRUE
6,7,28,TRUE
13,7,79,TRUE
0,-25,46,TRUE
0,-8,57,TRUE
0,-6,90,TRUE
46,9,75,TRUE
0,-21,42,TRUE
0,0,56,TRUE
0,-6,44,TRUE
0,-41,28,TRUE
47,7,34,TRUE
0,-19,59,TRUE
0,45,38,TRUE
0,-7,40,TRUE
46,8,17,TRUE
0,0,78,TRUE
37,26,155,TRUE
0,-28,48,TRUE
0,-6,39,TRUE
88,24,26,TRUE
49,24,33,TRUE
0,-28,81,TRUE
0,-10,48,TRUE
0,-24,44,TRUE
26,6,33,TRUE
0,-7,120,TRUE
3,6,55,TRUE
0,-10,81,TRUE
0,44,137,TRUE
0,-29,94,FALSE
0,-6,89,FALSE
4,45,12,FALSE
0,-63,23,FALSE
0,-24,16,FALSE
0,-7,53,FALSE
0,-10,37,FALSE
0,0,28,FALSE
0,26,58,FALSE
0,-7,21,FALSE
21,15,9,FALSE
0,-11,26,FALSE
0,-62,1279,FALSE
0,-6,39,FALSE
19,18,13,FALSE
0,-10,99,FALSE
0,-44,1279,FALSE
3,23,8,FALSE
0,-44,1279,FALSE
0,-28,62,FALSE
0,25,29,FALSE
0,-62,1279,FALSE
7,8,115,FALSE
0,-1,51,FALSE
0,-41,42,FALSE
0,-39,53,FALSE
0,-62,650,FALSE
0,-6,21,FALSE
0,-44,1279,FALSE
0,-63,54,FALSE
10,13,16,FALSE
49,18,2,FALSE
27,9,12,FALSE
7,7,12,FALSE
0,-2,27,FALSE
0,-45,54,FALSE
0,-45,45,FALSE
0,-6,39,FALSE
0,-29,65,FALSE
0,-39,346,FALSE
0,-63,44,FALSE
52,45,79,FALSE
0,-62,1279,FALSE
0,45,7,FALSE
0,-44,693,FALSE
0,-6,93,FALSE
2,8,18,FALSE
0,-53,94,FALSE
0,-7,48,FALSE
0,-44,1279,FALSE
0,-7,101,FALSE
18,9,21,FALSE
0,-6,44,FALSE
19,18,2,FALSE
7,45,16,FALSE
0,-35,10,FALSE
0,-5,44,FALSE
0,-24,21,FALSE
0,-39,100,FALSE
0,27,21,FALSE
0,-11,49,FALSE
0,-6,29,FALSE
0,-5,23,FALSE
7,45,26,FALSE
0,-25,25,FALSE
8,18,13,FALSE
0,-21,95,FALSE
0,-25,61,FALSE
28,27,9,FALSE
11,26,87,FALSE
0,-28,29,FALSE
20,10,23,FALSE
0,-21,17,FALSE
0,-16,50,FALSE
18,9,11,FALSE
0,-35,82,FALSE
0,-21,14,FALSE
0,-10,35,FALSE
0,-44,1279,FALSE
0,-39,20,FALSE
0,0,12,FALSE
0,-39,14,FALSE
0,0,44,FALSE
0,-10,53,FALSE
0,27,11,FALSE
0,-3,36,FALSE
36,13,13,FALSE
18,9,7,FALSE
0,-23,2,FALSE
0,-8,56,FALSE
0,-44,689,FALSE
0,-41,38,FALSE
14,9,15,FALSE
14,18,7,FALSE
0,-45,20,FALSE
0,-24,21,FALSE
0,-24,29,FALSE
0,-4,47,FALSE
