@relation Keymind-AA-weka.filters.supervised.instance.Resample-B0.0-S1-Z75.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z56.0-no-replacement

@attribute CHGSET_SUM numeric
@attribute AGE numeric
@attribute Size.Next numeric
@attribute Faultiness {TRUE,FALSE}

@data
0,-41,28,TRUE
0,-7,22,TRUE
11,7,48,TRUE
8,23,41,TRUE
0,-28,35,TRUE
0,-7,55,TRUE
29,7,47,TRUE
0,-7,88,TRUE
0,-1,27,TRUE
2,2,51,TRUE
0,-37,59,TRUE
0,-28,111,TRUE
0,-25,81,TRUE
12,9,28,TRUE
64,6,84,TRUE
18,12,47,TRUE
15,12,83,TRUE
0,0,35,TRUE
13,26,137,TRUE
0,-19,51,TRUE
0,-25,120,TRUE
6,7,28,TRUE
52,9,9,TRUE
29,6,29,TRUE
41,24,38,TRUE
0,-5,19,TRUE
0,-10,81,TRUE
0,-7,120,TRUE
31,25,50,TRUE
0,-25,61,TRUE
38,27,63,TRUE
0,-21,35,TRUE
0,-10,121,TRUE
0,27,56,TRUE
0,0,192,TRUE
0,-7,61,TRUE
20,9,38,TRUE
0,-10,38,TRUE
52,8,44,TRUE
91,24,70,TRUE
47,7,34,TRUE
0,0,25,TRUE
49,24,33,TRUE
0,20,51,TRUE
0,-21,42,TRUE
23,27,23,TRUE
0,-10,52,TRUE
39,26,49,TRUE
10,45,78,TRUE
38,18,25,TRUE
0,-6,19,TRUE
0,-6,54,TRUE
20,9,36,TRUE
0,-28,121,TRUE
0,-28,81,TRUE
37,26,155,TRUE
0,-39,42,TRUE
0,-6,39,TRUE
0,-6,12,TRUE
0,-19,59,TRUE
0,-10,111,TRUE
46,9,75,TRUE
9,25,25,TRUE
0,-7,46,TRUE
0,-24,44,TRUE
0,25,43,TRUE
35,45,13,TRUE
19,6,22,TRUE
0,-28,38,TRUE
88,24,26,TRUE
0,-7,40,TRUE
0,-10,145,TRUE
0,-28,55,TRUE
0,-7,81,TRUE
0,-8,126,TRUE
0,-10,35,TRUE
0,-90,105,TRUE
0,-6,90,TRUE
0,-8,47,TRUE
33,8,32,TRUE
0,-37,51,TRUE
0,-8,57,TRUE
28,26,16,TRUE
3,6,55,TRUE
0,-10,34,TRUE
0,-6,44,TRUE
0,44,137,TRUE
0,27,38,TRUE
0,-10,55,TRUE
0,0,25,TRUE
0,-28,48,TRUE
0,-28,52,TRUE
0,-24,39,TRUE
49,9,29,TRUE
23,24,23,TRUE
20,9,56,TRUE
0,-1,38,TRUE
0,0,44,TRUE
0,-29,94,FALSE
0,-3,36,FALSE
18,9,22,FALSE
16,27,9,FALSE
0,-23,7,FALSE
0,-21,100,FALSE
0,-35,94,FALSE
8,9,16,FALSE
14,25,20,FALSE
0,-16,50,FALSE
16,26,15,FALSE
0,-44,1279,FALSE
0,-62,1279,FALSE
0,-44,1279,FALSE
0,-24,43,FALSE
0,-8,56,FALSE
52,45,79,FALSE
0,-4,53,FALSE
0,-44,689,FALSE
0,-28,53,FALSE
3,27,15,FALSE
0,-7,40,FALSE
0,-44,1279,FALSE
0,-44,650,FALSE
0,-39,3,FALSE
13,8,16,FALSE
0,-5,23,FALSE
0,-21,35,FALSE
3,23,8,FALSE
0,-10,29,FALSE
0,-44,1279,FALSE
0,-38,21,FALSE
0,-62,652,FALSE
0,-10,99,FALSE
7,12,49,FALSE
7,8,115,FALSE
0,-5,103,FALSE
0,-11,83,FALSE
0,-6,20,FALSE
2,9,7,FALSE
0,45,7,FALSE
0,-10,29,FALSE
0,-62,1279,FALSE
6,18,40,FALSE
0,-21,14,FALSE
0,-6,44,FALSE
0,-38,92,FALSE
21,25,39,FALSE
13,8,21,FALSE
0,-44,1279,FALSE
0,-53,82,FALSE
0,-39,100,FALSE
0,-21,14,FALSE
0,-44,1279,FALSE
0,-41,35,FALSE
15,7,40,FALSE
0,-71,9,FALSE
0,-7,53,FALSE
0,-40,22,FALSE
0,-62,689,FALSE
3,5,12,FALSE
5,9,11,FALSE
0,0,57,FALSE
0,-41,2,FALSE
0,-45,23,FALSE
0,-62,693,FALSE
31,9,12,FALSE
0,-17,5,FALSE
0,-39,20,FALSE
12,18,64,FALSE
0,-22,5,FALSE
0,45,7,FALSE
0,-39,95,FALSE
0,-63,20,FALSE
0,-41,37,FALSE
0,-28,62,FALSE
0,-63,35,FALSE
0,-62,1279,FALSE
0,-44,1279,FALSE
0,-45,54,FALSE
18,27,21,FALSE
0,-22,22,FALSE
0,-24,21,FALSE
0,-7,22,FALSE
0,27,21,FALSE
0,-44,652,FALSE
0,-40,5,FALSE
0,0,44,FALSE
29,27,14,FALSE
7,24,16,FALSE
0,-23,42,FALSE
15,44,9,FALSE
2,27,16,FALSE
0,-7,21,FALSE
2,8,18,FALSE
20,10,23,FALSE
27,27,10,FALSE
0,-44,1279,FALSE
