@relation camelA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N4-F4-weka.filters.supervised.instance.Resample-B1.0-S1-Z158.4415584

@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute lcom numeric
@attribute ca numeric
@attribute npm numeric
@attribute loc numeric
@attribute cbm numeric
@attribute max_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
2,0,1,0,0,1,6,0,0,FALSE
5,0,2,0,1,2,22,0,1,FALSE
1,0,3,1,2,2,6,0,1,FALSE
1,0,3,0,1,3,21,0,1,FALSE
1,0,6,298,4,28,271,0,9,FALSE
3,0,5,16,1,7,75,2,1,FALSE
2,0,13,73,10,14,129,1,4,FALSE
1,0,5,3,0,3,19,0,1,FALSE
1,0,3,1,3,2,7,0,1,FALSE
1,0,5,0,5,1,1,0,1,FALSE
2,4,15,73,11,9,159,3,3,FALSE
1,0,6,0,6,6,57,0,2,FALSE
1,1,7,75,1,12,139,0,2,FALSE
5,0,2,0,1,2,22,0,1,FALSE
1,0,3,1,3,2,7,0,1,FALSE
3,0,6,28,3,13,123,2,1,FALSE
4,0,5,0,5,5,53,1,1,FALSE
2,0,4,1,2,2,31,0,1,FALSE
1,0,3,0,1,3,21,0,1,FALSE
1,0,0,0,0,1,1,0,1,FALSE
3,0,9,2,2,2,33,0,1,FALSE
1,0,5,0,2,1,1,0,1,FALSE
3,0,18,191,4,18,312,5,2,FALSE
3,0,5,71,1,13,113,6,2,FALSE
2,0,7,26,0,1,417,1,8,FALSE
5,0,4,0,2,2,25,0,1,FALSE
1,0,2,1,1,2,121,0,13,FALSE
2,0,14,56,1,7,327,3,7,FALSE
3,0,13,44,3,8,121,1,2,FALSE
3,0,8,63,1,14,260,7,4,FALSE
3,0,4,1,0,1,11,1,1,FALSE
1,0,5,0,1,3,24,0,1,FALSE
1,0,2,6,0,3,37,0,2,FALSE
1,0,6,2,0,4,44,0,2,FALSE
1,0,1,0,1,0,0,0,0,FALSE
2,0,6,8,0,9,87,0,1,FALSE
1,0,22,270,11,24,125,0,1,FALSE
5,0,4,0,2,2,25,0,1,FALSE
4,0,1,0,1,3,37,0,2,FALSE
3,0,6,0,0,3,27,0,1,FALSE
