@relation Keymind-AA-weka.filters.supervised.instance.Resample-B1.0-S1-Z143.9

@attribute CHGSET_SUM numeric
@attribute AGE numeric
@attribute Size.Next numeric
@attribute Faultiness {TRUE,FALSE}

@data
0,-28,35,TRUE
0,-6,44,TRUE
0,-24,44,TRUE
0,0,56,TRUE
0,-6,44,TRUE
0,0,56,TRUE
91,24,70,TRUE
23,27,23,TRUE
0,-6,39,TRUE
0,-25,22,TRUE
20,9,36,TRUE
2,25,28,TRUE
0,0,48,TRUE
0,-37,59,TRUE
0,0,25,TRUE
2,25,28,TRUE
0,-6,44,TRUE
0,-10,55,TRUE
0,-5,84,TRUE
0,-41,28,TRUE
37,26,155,TRUE
0,-21,35,TRUE
0,-25,61,TRUE
0,-24,44,TRUE
0,-7,46,TRUE
0,-6,39,TRUE
26,6,33,TRUE
0,-28,34,TRUE
31,25,50,TRUE
0,-6,19,TRUE
0,0,56,TRUE
0,-1,38,TRUE
0,-28,35,TRUE
3,6,55,TRUE
0,-19,51,TRUE
0,-25,22,TRUE
0,45,38,TRUE
0,-10,52,TRUE
0,-1,38,TRUE
41,24,38,TRUE
0,-10,145,TRUE
0,-28,48,TRUE
29,7,47,TRUE
0,-28,52,TRUE
35,7,43,TRUE
29,7,47,TRUE
49,9,29,TRUE
20,9,36,TRUE
13,26,137,TRUE
0,-1,27,TRUE
0,-7,20,TRUE
0,-28,52,TRUE
88,24,26,TRUE
0,-10,38,TRUE
0,-37,51,TRUE
0,-25,61,TRUE
23,24,23,TRUE
39,26,49,TRUE
64,6,84,TRUE
0,20,51,TRUE
0,-28,55,TRUE
0,27,38,TRUE
0,-10,55,TRUE
0,-21,42,TRUE
38,27,63,TRUE
49,24,33,TRUE
0,-28,145,TRUE
3,6,55,TRUE
0,44,137,TRUE
10,45,78,TRUE
0,-39,35,TRUE
20,9,56,TRUE
0,-8,126,TRUE
2,25,28,TRUE
0,-37,51,TRUE
8,23,41,TRUE
35,45,13,TRUE
0,-28,111,TRUE
41,24,38,TRUE
41,24,38,TRUE
0,-39,35,TRUE
0,-25,46,TRUE
0,20,51,TRUE
0,0,25,TRUE
91,24,70,TRUE
0,-6,46,TRUE
33,8,32,TRUE
0,-39,35,TRUE
0,-28,38,TRUE
38,18,25,TRUE
9,6,79,TRUE
0,44,137,TRUE
0,-6,54,TRUE
0,-10,145,TRUE
3,45,21,TRUE
0,-5,19,TRUE
0,-1,27,TRUE
18,12,47,TRUE
0,-10,81,TRUE
13,26,137,TRUE
0,-6,19,TRUE
8,23,41,TRUE
0,-28,48,TRUE
3,45,21,TRUE
31,25,50,TRUE
0,-10,34,TRUE
38,45,10,TRUE
33,8,32,TRUE
0,-5,84,TRUE
0,-7,46,TRUE
0,-6,39,TRUE
0,-28,35,TRUE
0,-90,105,TRUE
52,8,44,TRUE
9,6,79,TRUE
0,-24,44,TRUE
0,-10,35,TRUE
0,-28,121,TRUE
0,-28,145,TRUE
23,24,23,TRUE
38,18,25,TRUE
0,-21,35,TRUE
