@relation antA-weka.filters.supervised.instance.Resample-B0.0-S1-Z25.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z38.571425-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute moa numeric
@attribute cam numeric
@attribute amc numeric
@attribute Faultiness {FALSE,TRUE}

@data
15,3,3,0,3,2,3,0,1,0,FALSE
33,80,201,8,20,0.573333,719,2,0.152727,26.538462,FALSE
10,28,0,6,8,0.693878,365,0,0.25,43.75,FALSE
8,22,3,7,2,1,152,0,0.5,48.666667,FALSE
8,26,0,4,7,0.666667,261,0,0.342857,35.714286,FALSE
6,22,0,6,4,0.166667,142,0,0.625,34,FALSE
5,19,6,5,4,2,57,0,0.625,13.25,FALSE
1,9,10,0,3,0.75,81,0,0.44,15,FALSE
4,20,3,4,1,1.5,124,0,1,40,FALSE
15,88,201,15,19,0.847107,541,1,0.144928,22.043478,FALSE
7,4,1,1,2,0.5,16,0,0.555556,4,FALSE
3,17,0,1,3,0.25,204,0,0.666667,65.666667,FALSE
4,15,6,0,7,0.571429,286,0,0.541667,34.5,FALSE
3,21,44,2,5,0.805195,147,1,0.261905,10.666667,FALSE
6,35,4,6,7,0.714286,265,0,0.46875,31.375,FALSE
7,11,3,3,3,2,37,0,1,11.333333,FALSE
6,18,5,6,5,0.733333,95,0,0.5,14.333333,FALSE
6,12,2,2,5,0.625,48,0,0.466667,8.2,FALSE
7,8,0,0,7,0,89,0,0.428571,11.571429,FALSE
6,42,21,6,7,0.793651,369,0,0.45,35.2,FALSE
6,26,0,2,11,0.58,181,0,0.409091,15,FALSE
1,1,0,0,1,2,2,0,1,0,FALSE
9,23,0,5,8,0.761905,198,0,0.35,23,FALSE
9,55,162,5,18,0.71,361,1,0.19375,15.952381,FALSE
11,39,0,8,6,0.657143,294,1,0.325,35.125,FALSE
6,15,0,2,4,0.333333,82,0,0.625,19.25,FALSE
31,5,10,0,5,2,5,0,0.533333,0,FALSE
15,83,142,13,8,0.78,799,5,0.186508,36.571429,FALSE
6,34,4,4,6,0.651515,367,0,0.3125,29.083333,FALSE
2,13,1,1,3,1.441176,76,1,0.5,18.666667,FALSE
6,9,0,2,3,0,47,0,0.666667,14.333333,FALSE
3,25,4,2,1,0.333333,183,0,0.583333,44.25,FALSE
4,0,0,2,0,2,0,0,0,0,FALSE
8,20,129,5,17,0.952941,134,3,0.229167,5.611111,FALSE
117,37,179,7,17,0.818182,255,4,0.246377,9.73913,FALSE
11,37,11,8,10,0.683333,285,3,0.287879,24.363636,FALSE
17,77,95,17,19,0.742857,439,1,0.172727,18.727273,FALSE
2,3,3,0,3,1.5,4,0,0.666667,0,FALSE
13,5,10,0,5,2,5,0,0.533333,0,FALSE
19,56,48,17,10,0.745455,757,4,0.19375,45.625,FALSE
3,30,0,3,5,0.6,1262,0,0.555556,208.666667,FALSE
8,20,46,2,8,0.666667,111,0,0.615385,7.230769,FALSE
3,22,44,2,5,0.805195,156,1,0.261905,11.416667,FALSE
4,42,130,4,18,0.736842,376,1,0.284211,17.45,FALSE
13,25,0,9,7,0.458333,201,2,0.392857,27.142857,FALSE
6,65,243,2,30,0.726667,747,0,0.182796,22.612903,FALSE
3,22,0,1,6,0.555556,111,0,0.47619,14.428571,FALSE
5,15,0,2,4,0.333333,83,0,0.4375,19.5,FALSE
7,14,3,6,1,2,88,0,0.444444,28.333333,FALSE
1,9,10,0,3,0.75,81,0,0.44,15,FALSE
4,37,0,1,1,0.766234,340,0,0.818182,26.166667,FALSE
