@relation antA-weka.filters.supervised.instance.Resample-B0.0-S1-Z25.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z38.571425-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute moa numeric
@attribute cam numeric
@attribute amc numeric
@attribute Faultiness {FALSE,TRUE}

@data
6,14,3,2,3,2,52,0,0.555556,16.333333,FALSE
52,102,560,26,38,0.796429,698,1,0.076352,15.853659,FALSE
3,17,0,1,3,0.25,204,0,0.666667,65.666667,FALSE
6,26,0,5,5,0.571429,172,0,0.375,20.125,FALSE
5,12,3,4,1,2,40,0,0.666667,12.333333,FALSE
6,9,1,5,2,2,33,0,1,15.5,FALSE
7,43,222,7,20,0.943734,309,0,0.375,11.166667,FALSE
0,3,1,0,2,2,7,0,0.75,2.5,FALSE
11,37,11,8,10,0.683333,285,3,0.287879,24.363636,FALSE
16,77,69,16,10,0.826531,504,0,0.233333,32.133333,FALSE
1,18,0,0,3,0.5,96,0,0.533333,17.8,FALSE
1,6,1,1,1,2,20,0,0.75,9,FALSE
5,7,1,4,3,0.5,29,0,0.666667,8.333333,FALSE
9,26,0,4,7,0.666667,263,0,0.342857,36,FALSE
8,23,0,3,8,0.5,148,1,0.288889,14.888889,FALSE
3,16,0,3,4,0.333333,59,0,0.875,13.5,FALSE
4,22,0,4,6,0.428571,169,0,0.625,19.875,FALSE
12,38,1,7,11,0.84,394,0,0.215909,33.909091,FALSE
1,7,0,1,1,2,40,0,1,37,FALSE
7,4,1,1,2,0.5,16,0,0.555556,4,FALSE
10,5,10,0,5,2,5,0,0.533333,0,FALSE
7,8,3,4,2,2,27,0,0.666667,8,FALSE
10,52,60,9,10,0.545455,213,0,0.277778,16.666667,FALSE
4,4,1,4,1,2,11,0,0.666667,4.5,FALSE
44,96,286,13,22,0.592593,1047,1,0.126984,36.321429,FALSE
1,0,0,0,0,2,48,0,0,0,FALSE
10,26,6,9,2,1,195,0,0.5,47.5,FALSE
12,50,24,6,2,0.85,288,1,0.296296,30.444444,FALSE
3,30,27,2,5,0.761905,245,1,0.283333,22.8,FALSE
3,1,0,1,1,2,1,0,1,0,FALSE
11,41,67,8,11,0.846154,366,1,0.223214,24.714286,FALSE
11,36,0,11,10,0.694444,236,1,0.45,22.2,FALSE
3,7,1,3,2,2,23,0,1,10.5,FALSE
20,21,23,2,5,0.814815,151,1,0.228571,13.8,FALSE
4,15,1,4,0,2,59,0,0.666667,28.5,FALSE
8,21,1,7,5,0.8,95,2,0.6,14.333333,FALSE
20,25,0,18,18,0,122,0,0.102778,5.05,FALSE
13,5,10,0,5,2,5,0,0.533333,0,FALSE
1,14,28,0,8,2,274,0,0.45,33.25,FALSE
8,55,119,8,15,0.882353,474,0,0.472222,24.611111,FALSE
6,41,21,6,7,0.793651,360,0,0.45,34.3,FALSE
14,26,0,9,7,0.458333,199,2,0.392857,26.857143,FALSE
33,80,201,8,20,0.573333,719,2,0.152727,26.538462,FALSE
14,67,130,13,16,0.84689,812,4,0.25,39.05,FALSE
4,20,0,3,4,0.777778,162,0,0.75,38.75,FALSE
9,6,15,1,6,1.2,10,0,0.722222,0,FALSE
12,65,2,12,6,0.916667,583,0,0.333333,70.375,FALSE
1,0,0,0,0,2,7,0,0,0,FALSE
7,13,1,6,2,2,66,0,1,31.5,FALSE
5,60,16,5,8,0.902098,720,1,0.305556,57.916667,FALSE
6,14,0,6,3,0,96,1,0.5,22.75,FALSE
5,2,0,0,1,2,5,0,1,4,FALSE
5,2,1,0,2,2,2,0,0.75,0,FALSE
7,61,28,7,3,0.925,749,0,0.285714,81.111111,TRUE
9,28,3,8,2,2,155,0,1,50.666667,TRUE
3,20,4,2,4,0.833333,168,0,0.466667,32,TRUE
103,186,2247,7,55,0.972449,2193,0,0.127731,29.492958,TRUE
3,8,1,3,2,2,33,0,1,15.5,TRUE
138,52,361,7,20,0.866379,318,4,0.195833,9.333333,TRUE
7,57,19,7,9,0.833333,518,0,0.34,50,TRUE
9,34,10,9,7,0.729167,214,0,0.3125,22.111111,TRUE
5,57,34,3,2,1.083333,566,0,0.303571,60.888889,TRUE
2,42,0,1,12,0.386364,236,0,0.444444,18.333333,TRUE
9,20,46,2,8,0.666667,111,0,0.615385,7.230769,TRUE
19,80,249,15,18,0.869231,607,2,0.166667,20.925926,TRUE
128,8,4,1,5,0.25,37,1,0.45,6.2,TRUE
