@relation xalanA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N20-F20-weka.filters.supervised.instance.Resample-B1.0-S1-Z72.72727273-no-replacement

@attribute lcom numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute amc numeric
@attribute Faultiness {FALSE,TRUE}

@data
78,2,40,2.076923,FALSE
54,0.9,119,7.384615,FALSE
1,1,25,6.666667,FALSE
1,0.5,177,57.666667,FALSE
0,0.5,161,52.333333,FALSE
0,2,5,4,FALSE
0,0.3375,516,23.380952,FALSE
3,2,6,1,FALSE
4,0.25,126,23.8,FALSE
27,0.844444,79,6.4,FALSE
1,2,13,5.5,FALSE
1,2,9,3.5,FALSE
4,1,61,10,FALSE
444,0.719298,2278,34.296875,FALSE
0,0.305556,611,59.7,FALSE
3,2,24,7,FALSE
3,2,169,55.333333,FALSE
0,0.416667,146,19.571429,FALSE
0,0,34,5.6,FALSE
0,0,24,6.666667,FALSE
0,0.25,129,24.4,FALSE
0,2,5,3,FALSE
0,0,23,10,FALSE
814,2,161,2.926829,FALSE
1,2,30,14,FALSE
21,2,163,22.285714,FALSE
42,0.625,339,24.923077,FALSE
0,2,338,3,FALSE
1,2,7,2.5,FALSE
3,2,37,11.333333,FALSE
0,0.125,212,22.444444,FALSE
64,0.981818,586,47.416667,FALSE
10,2,39,6.8,FALSE
1,2,16,3.5,FALSE
428,0.834921,967,25.111111,FALSE
117,0.5,823,25.419355,FALSE
3,2,59,18.666667,FALSE
3,2,18,5,FALSE
1,2,65,31.5,FALSE
21,1.166667,682,96.285714,FALSE
0,2,68,3,TRUE
16,0.75,79,7.444444,TRUE
8,0.5,92,17.2,TRUE
19,0.666667,250,23.6,TRUE
79,0.735294,474,25.111111,TRUE
1,2,6,2,TRUE
36,2,69,6.666667,TRUE
120,1.066667,19,0,TRUE
581,0.869779,1628,41.552632,TRUE
6,2,462,114.5,TRUE
3,2,107,34.666667,TRUE
1,0.333333,75,9.571429,TRUE
167,0.909091,797,33.26087,TRUE
0,0.083333,524,129,TRUE
155,0.828571,383,16.181818,TRUE
99,0.907407,335,16,TRUE
6,0.375,218,23.111111,TRUE
8,0.75,122,23.2,TRUE
0,0.833333,84,25,TRUE
1,2,34,16,TRUE
0,2,9,3,TRUE
784,2,223,4.439024,TRUE
10,2,85,16,TRUE
16,0.571429,109,12.5,TRUE
0,0.730769,163,10.357143,TRUE
6,0.809524,279,33.125,TRUE
6,2,96,23,TRUE
617,0.86031,2384,55.5,TRUE
1,1.3,875,289,TRUE
3,2,3,0,TRUE
8,1.24359,1171,217.6,TRUE
8,1.24359,1171,217.6,TRUE
440,0.79321,804,20.243243,TRUE
1,0.5,575,190.333333,TRUE
117,0.5,904,28.032258,TRUE
1,0.5,1248,414.666667,TRUE
36,2,195,20.666667,TRUE
1,0.5,583,193,TRUE
8,1.24359,1171,217.6,TRUE
21,1.166667,682,96.285714,TRUE
