@relation xalanA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N20-F20-weka.filters.supervised.instance.Resample-B1.0-S1-Z72.72727273-no-replacement

@attribute lcom numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute amc numeric
@attribute Faultiness {FALSE,TRUE}

@data
0,0.64,380,33.090909,FALSE
0,0.2,49,7,FALSE
6,0.602273,245,18.75,FALSE
6,2,4,0,FALSE
327,0.853968,3077,97.580645,FALSE
0,0.25,129,24.4,FALSE
0,2,20,15,FALSE
91,2,14,0,FALSE
3,2,24,7,FALSE
0,0.75,100,31.666667,FALSE
3,2,59,18.666667,FALSE
0,0.428571,105,11.875,FALSE
42,0.783333,663,49.615385,FALSE
13,2,58,8.666667,FALSE
30,0.583333,388,28.692308,FALSE
3,1.5,124,40,FALSE
0,0,85,9.5,FALSE
0,2,1,0,FALSE
0,2,16,12,FALSE
0,0.681818,365,28.583333,FALSE
0,0.6875,622,34.882353,FALSE
64,0.981818,586,47.416667,FALSE
0,2,1,0,FALSE
1,2,19,8.5,FALSE
53,0.8,125,10.272727,FALSE
6,2,20,4,FALSE
0,0.666667,152,17.25,FALSE
0,2,1,0,FALSE
0,2,0,0,FALSE
0,0.625,106,10.444444,FALSE
0,0.166667,93,21.75,FALSE
6,2,7,0.75,FALSE
0,2,1,0,FALSE
0,0,48,14.666667,FALSE
0,2,4,3,FALSE
1,2,2,0,FALSE
1,0.5,195,63.666667,FALSE
0,0.520833,161,5.36,FALSE
0,0.616667,353,66.6,FALSE
37,0.916667,141,10.727273,FALSE
1,0.5,1248,414.666667,TRUE
819,0.95393,465,9.857143,TRUE
8,1.247951,4275,805.2,TRUE
15,2,193,31.166667,TRUE
0,0.833333,127,30.25,TRUE
0,0.628571,158,9.2,TRUE
15,0.7,228,19.454545,TRUE
87,0.6,336,16.421053,TRUE
136,2,72,3.235294,TRUE
509,0.880309,2737,70.842105,TRUE
0,0.305556,623,60.9,TRUE
0,0.5,46,13.666667,TRUE
0,0.520833,161,5.36,TRUE
0,1.266667,90,15.25,TRUE
1,2,34,16,TRUE
0,0.444444,588,57.4,TRUE
1,2,27,12.5,TRUE
188,0.947368,312,14.25,TRUE
19,0.833333,39,4.428571,TRUE
1,2,6,2,TRUE
120,1.066667,19,0,TRUE
14,0.809524,419,50.25,TRUE
617,0.86031,2384,55.5,TRUE
70,0.795322,451,21.1,TRUE
516,0.96875,600,17,TRUE
4934,0.90559,2911,23.853448,TRUE
7774,0.944508,3531,25.24812,TRUE
8,1.247951,4275,805.2,TRUE
181,0.979798,3198,137.652174,TRUE
190,2,353,16.65,TRUE
0,0.583333,426,46,TRUE
0,0.333333,62,14,TRUE
20,0.6875,586,63.888889,TRUE
8,1.247951,4275,805.2,TRUE
8,0.5,92,17.2,TRUE
0,0.333333,137,66,TRUE
1,2,2,0,TRUE
0,0.7,183,28.5,TRUE
6,0.375,217,23,TRUE
329,0.897059,1673,46.171429,TRUE
