@relation propA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N100-F100-weka.filters.supervised.instance.Resample-B1.0-S1-Z23.75809935-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute ca numeric
@attribute ce numeric
@attribute loc numeric
@attribute dam numeric
@attribute mfa numeric
@attribute cam numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
23,100,0,23,832,0.777778,0.791667,0.333333,116.571429,22,3.8571,FALSE
16,28,2,14,120,0,0.444444,0.444444,18.833333,3,1.8333,FALSE
11,7,4,7,21,0,0.952381,0.75,9.5,1,0.5,FALSE
21,30,5,16,99,0,0.947368,0.5,18.4,1,0.6,FALSE
22,25,0,22,128,0,0.875,0.6,63,9,4.5,FALSE
17,34,1,16,264,0.75,0.333333,0.583333,64,6,1.75,FALSE
19,51,0,19,171,0,0,0.416667,55.666667,8,3,FALSE
13,43,4,9,251,0.833333,0.8,0.833333,34,5,1.2857,FALSE
2,7,0,2,36,0,0,0.5,17,1,0.5,FALSE
9,7,0,9,28,0,0.857143,0.625,13,2,1,FALSE
5,7,1,4,47,1,0.8,0.666667,14.333333,2,1,FALSE
8,11,0,8,102,0.666667,0.878788,0.466667,18.2,1,0.8,FALSE
1,3,0,1,7,0,0.95,0.75,2.5,1,0.5,FALSE
16,31,1,15,94,0,0.969231,0.314286,17.4,6,2,FALSE
21,38,0,21,219,0.166667,0.88,0.5,41.6,6,1.8,FALSE
0,10,0,0,326,1,0,0.5,107.333333,2,0.6667,FALSE
19,20,0,19,66,0,0.875,0.666667,11.8,1,0.6,FALSE
3,2,2,1,2,0,0,1,0,1,1,FALSE
15,24,0,15,129,0,0.875,0.625,63.5,11,5.5,FALSE
6,13,1,5,90,1,0,0.325,9.875,2,1.375,FALSE
11,13,0,11,56,1,0,1,22,0,0,FALSE
20,33,1,19,460,0.142857,0.541667,0.333333,33.307692,1,0.8462,FALSE
13,14,1,12,55,0,0.857143,0.625,26.5,4,2,FALSE
15,19,2,13,72,0,0.875,0.666667,12.8,1,0.6,FALSE
2,7,1,1,21,1,0.962963,0.5625,4,1,0.25,FALSE
17,22,0,17,85,0,0.851852,0.733333,12.666667,1,0.6667,FALSE
20,49,0,20,201,0.25,0.815789,0.53125,20.888889,1,0.7778,FALSE
13,28,1,12,164,0,0.980198,0.4,39.75,11,3.25,FALSE
19,17,6,13,60,0,0.88,0.666667,10.4,1,0.6,FALSE
10,18,0,10,107,1,0.928571,0.75,52,11,5.5,FALSE
16,25,0,16,117,0,0.894737,0.466667,38,4,1.6667,FALSE
7,14,0,7,39,1,0.933333,0.75,18,2,1,FALSE
8,23,5,3,135,1,0,0.193182,4.681818,1,0.9091,FALSE
4,10,1,3,42,1,0,0.47619,4.714286,1,0.8571,FALSE
8,21,0,8,341,0,0.960784,0.666667,110.333333,1,0.6667,FALSE
8,10,0,8,45,0,0.857143,0.625,21.5,7,3.5,FALSE
62,11,60,2,33,1,0.962963,0.625,4.333333,1,0.1667,FALSE
16,49,0,16,504,0.8,0.642857,0.318182,40.166667,6,2.0833,FALSE
0,2,0,0,27,0,0,1,3,0,0,FALSE
10,8,0,10,24,0,0.875,0.625,11,1,0.5,FALSE
19,13,0,19,51,1,0.857143,0.625,24,3,1.5,FALSE
9,18,0,9,81,1,0.933333,0.75,39,10,5,FALSE
25,58,1,25,471,0.5,0,0.32,76.833333,4,1.3333,FALSE
1,2,1,0,77,0,0,0,63,0,0,FALSE
9,22,0,9,76,0,0,0.777778,24,2,1,FALSE
20,35,1,19,143,0.25,0.821429,0.666667,18.857143,1,0.7143,FALSE
18,44,8,10,391,0.545455,0,0.166667,28.230769,6,1.8462,FALSE
17,10,5,12,41,0,0.875,0.625,19.5,1,0.5,FALSE
11,55,0,11,543,0.333333,0.942857,0.466667,134,16,4.25,FALSE
28,66,1,27,297,0,0.95,0.583333,57.8,1,0.6,FALSE
9,13,0,9,43,0,0.916667,0.555556,9,1,0.5,FALSE
25,21,14,11,80,0,0,0.5,19,1,0.75,FALSE
8,101,8,7,870,1,0,0.2625,39.619048,7,1.2857,FALSE
13,15,0,13,37,0,0.88,0.666667,6,1,0.6,FALSE
0,5,0,0,20,0,0,0,12,0,0,TRUE
2,0,2,0,13,0,0,0,0,0,0,TRUE
52,143,6,48,1275,0.5,0,0.094444,49.68,10,3.16,TRUE
8,22,0,8,78,0.666667,0.928571,0.75,24,6,2,TRUE
60,121,29,31,1020,0.25,0,0.232955,43.173913,8,3.4348,TRUE
18,28,1,17,130,0,0.959184,0.555556,30.25,1,0.5,TRUE
22,32,0,22,211,0,0.84,0.733333,33.833333,1,0.6667,TRUE
11,12,0,11,57,0,0.875,0.583333,27.5,1,0.5,TRUE
48,84,0,48,755,1,0.875,0.666667,187.25,20,5.25,TRUE
13,24,1,13,105,0.8,0.859649,1,10.111111,2,1.1111,TRUE
15,39,0,15,214,0.75,0.83871,0.458333,34,7,3,TRUE
50,78,1,49,604,0,0.894737,0.6,200,1,0.6667,TRUE
13,30,3,10,140,1,0,0.11396,3.703704,1,0.963,TRUE
0,5,0,0,15,0,0,0,12,0,0,TRUE
19,26,0,19,97,0,0.875,0.625,47.5,8,4,TRUE
3,2,1,2,2,0,0,0.75,0,1,1,TRUE
4,4,0,4,13,0,0.909091,0.6,5.5,1,0.5,TRUE
14,11,0,14,46,0,0.875,0.625,22,6,3,TRUE
20,25,0,20,115,0,0.884615,0.666667,21.6,1,0.6,TRUE
32,51,0,32,629,0.111111,0.928571,0.4375,123,19,4.2,TRUE
17,30,14,3,114,1,0,0.386364,9,1,0.9091,TRUE
22,36,0,22,164,0,0.625,0.40625,39.75,1,0.75,TRUE
13,26,8,5,160,1,0,0.333333,12,4,1.3333,TRUE
11,16,1,10,105,0.666667,0.866667,0.5,23.75,4,1.25,TRUE
37,137,6,32,1180,0.636364,0,0.162338,39.310345,25,2.7586,TRUE
16,31,0,16,159,0,0,0.777778,52,5,2,TRUE
36,86,0,36,844,0,0.653846,0.333333,83.2,5,2.3,TRUE
9,20,6,3,83,0.666667,0,0.3,15,4,1.8,TRUE
19,23,0,19,90,0,0.875,0.666667,16.4,1,0.6,TRUE
43,69,24,23,294,0,0.831858,0.207143,13.45,3,1.35,TRUE
29,61,6,23,545,0.625,0,0.242857,36.785714,15,2.0714,TRUE
15,12,0,15,39,0,0.8,0.666667,18.5,1,0.5,TRUE
33,70,7,26,447,0,0.876923,0.466667,43.4,4,1.1,TRUE
71,196,2,69,1516,0.692308,0.393939,0.156085,66.727273,10,3.5,TRUE
17,30,0,17,102,0,0.875,0.666667,49,3,1.5,TRUE
14,31,4,10,304,0,0.380952,0.542857,20.714286,11,2.6429,TRUE
12,18,2,10,105,0.5,0.714286,0.444444,31.333333,4,1.6667,TRUE
0,5,0,0,20,0,0,0,12,0,0,TRUE
36,54,0,36,296,0,0.875,0.666667,145.5,16,8,TRUE
1,5,0,1,79,0,0,0,12,0,0,TRUE
53,178,10,43,2095,0.62963,0,0.108527,46,17,4.8182,TRUE
0,5,0,0,21,0,0,0,12,0,0,TRUE
