@relation antA-weka.filters.supervised.instance.Resample-B0.0-S1-Z25.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z161.428572

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute moa numeric
@attribute cam numeric
@attribute amc numeric
@attribute Faultiness {FALSE,TRUE}

@data
3,21,44,2,5,0.805195,147,1,0.261905,10.666667,FALSE
2,35,38,0,17,0.631818,617,0,0.293651,27.857143,FALSE
8,39,0,8,4,0.333333,200,0,0.5,48.5,FALSE
1,2,0,1,1,2,4,0,1,3,FALSE
39,96,0,28,40,0,328,1,0.073413,6.785714,FALSE
25,109,964,20,44,0.946302,819,4,0.154167,15.625,FALSE
24,81,147,8,7,0.861111,560,1,0.171296,28.157895,FALSE
5,19,6,5,4,2,57,0,0.625,13.25,FALSE
6,33,7,5,3,0.7,164,0,0.5,26,FALSE
2,21,21,2,9,0.6,135,0,0.4,12,FALSE
32,9,3,4,2,2,23,0,0.666667,6.666667,FALSE
3,40,84,2,16,0.658333,604,2,0.291667,36.25,FALSE
9,32,0,9,6,0.6,216,2,0.333333,34.5,FALSE
6,12,2,2,5,0.625,48,0,0.466667,8.2,FALSE
5,24,1,5,6,0.7,137,0,0.416667,21.166667,FALSE
16,1,0,1,1,2,1,0,1,0,FALSE
3,16,2,3,4,0.666667,76,0,0.5,17.5,FALSE
6,4,6,4,4,2,4,0,0.625,0,FALSE
243,27,0,1,15,0.392857,157,1,0.322222,9.333333,FALSE
2,21,21,2,9,0.6,135,0,0.4,12,FALSE
7,78,118,3,12,0.888889,745,0,0.411111,45.375,FALSE
3,7,0,2,4,0,161,0,0.75,38.5,FALSE
6,9,1,5,2,2,33,0,1,15.5,FALSE
9,20,1,8,2,2,132,0,1,65,FALSE
100,28,158,6,16,0.877193,164,3,0.258333,6.9,FALSE
1,14,28,0,8,2,271,0,0.45,32.875,FALSE
3,11,1,2,6,0.7,74,0,0.555556,10.666667,FALSE
2,20,21,2,9,0.6,130,0,0.4,11.5,FALSE
3,21,44,2,5,0.805195,147,1,0.261905,10.666667,FALSE
4,4,0,3,1,0,16,1,0.666667,6.5,FALSE
4,18,14,1,4,0.65625,88,0,0.518519,8.333333,FALSE
