@relation arA-weka.filters.supervised.instance.Resample-B1.0-S1-Z25.97-no-replacement

@attribute total_loc numeric
@attribute unique_operators numeric
@attribute Faultiness {FALSE,TRUE}

@data
136,13,FALSE
76,19,FALSE
47,7,FALSE
3,2,FALSE
7,3,FALSE
6,6,FALSE
2,2,FALSE
17,7,FALSE
23,9,FALSE
7,4,FALSE
28,4,FALSE
11,6,FALSE
8,7,FALSE
7,5,FALSE
290,20,FALSE
54,13,FALSE
5,5,FALSE
57,10,FALSE
54,6,FALSE
9,3,FALSE
52,10,FALSE
22,7,FALSE
79,10,FALSE
69,12,FALSE
10,3,FALSE
268,23,FALSE
27,9,FALSE
58,14,FALSE
20,4,FALSE
56,7,FALSE
67,18,FALSE
21,5,FALSE
149,17,FALSE
4,6,FALSE
2,2,FALSE
91,5,FALSE
76,14,FALSE
50,14,TRUE
333,18,TRUE
21,9,TRUE
47,17,TRUE
250,28,TRUE
30,18,TRUE
269,26,TRUE
324,21,TRUE
307,23,TRUE
103,17,TRUE
52,17,TRUE
43,14,TRUE
907,20,TRUE
11,12,TRUE
161,11,TRUE
142,17,TRUE
445,19,TRUE
60,16,TRUE
252,20,TRUE
240,19,TRUE
89,20,TRUE
95,19,TRUE
86,11,TRUE
51,17,TRUE
670,27,TRUE
6,7,TRUE
191,22,TRUE
27,9,TRUE
18,6,TRUE
181,6,TRUE
181,24,TRUE
114,12,TRUE
19,9,TRUE
89,18,TRUE
173,31,TRUE
10,11,TRUE
244,17,TRUE
