@relation arA-weka.filters.supervised.instance.Resample-B1.0-S1-Z25.97-no-replacement

@attribute total_loc numeric
@attribute unique_operators numeric
@attribute Faultiness {FALSE,TRUE}

@data
42,11,FALSE
82,12,FALSE
31,10,FALSE
64,14,FALSE
38,11,FALSE
29,9,FALSE
27,11,FALSE
2,2,FALSE
20,4,FALSE
91,14,FALSE
16,5,FALSE
3,5,FALSE
12,8,FALSE
26,13,FALSE
60,16,FALSE
36,7,FALSE
3,2,FALSE
2,2,FALSE
72,15,FALSE
155,29,FALSE
16,4,FALSE
23,6,FALSE
13,9,FALSE
3,5,FALSE
47,11,FALSE
4,5,FALSE
20,7,FALSE
10,4,FALSE
4,5,FALSE
67,13,FALSE
62,13,FALSE
58,11,FALSE
2,2,FALSE
33,5,FALSE
28,12,FALSE
15,5,FALSE
3,5,FALSE
161,11,TRUE
181,6,TRUE
89,20,TRUE
250,28,TRUE
445,19,TRUE
333,18,TRUE
11,12,TRUE
19,9,TRUE
181,24,TRUE
95,19,TRUE
670,27,TRUE
240,19,TRUE
10,11,TRUE
86,11,TRUE
191,22,TRUE
18,6,TRUE
103,17,TRUE
142,17,TRUE
43,14,TRUE
47,17,TRUE
50,14,TRUE
27,9,TRUE
269,26,TRUE
324,21,TRUE
52,17,TRUE
173,31,TRUE
60,16,TRUE
89,18,TRUE
307,23,TRUE
252,20,TRUE
51,17,TRUE
30,18,TRUE
6,7,TRUE
244,17,TRUE
21,9,TRUE
907,20,TRUE
114,12,TRUE
