@relation arA-weka.filters.supervised.instance.Resample-B1.0-S1-Z25.97-no-replacement

@attribute total_loc numeric
@attribute unique_operators numeric
@attribute Faultiness {FALSE,TRUE}

@data
29,10,FALSE
58,14,FALSE
17,7,FALSE
112,15,FALSE
6,6,FALSE
74,11,FALSE
4,5,FALSE
32,9,FALSE
67,18,FALSE
21,12,FALSE
23,10,FALSE
69,12,FALSE
70,12,FALSE
10,4,FALSE
131,17,FALSE
27,9,FALSE
128,16,FALSE
121,19,FALSE
13,4,FALSE
16,12,FALSE
10,4,FALSE
6,6,FALSE
9,8,FALSE
26,9,FALSE
28,4,FALSE
16,4,FALSE
12,15,FALSE
6,6,FALSE
14,8,FALSE
82,12,FALSE
149,17,FALSE
131,26,FALSE
36,11,FALSE
6,6,FALSE
185,15,FALSE
153,14,FALSE
20,6,FALSE
907,20,TRUE
114,12,TRUE
191,22,TRUE
269,26,TRUE
161,11,TRUE
324,21,TRUE
181,6,TRUE
333,18,TRUE
181,24,TRUE
18,6,TRUE
252,20,TRUE
6,7,TRUE
11,12,TRUE
10,11,TRUE
86,11,TRUE
30,18,TRUE
173,31,TRUE
89,20,TRUE
60,16,TRUE
103,17,TRUE
142,17,TRUE
19,9,TRUE
51,17,TRUE
43,14,TRUE
52,17,TRUE
307,23,TRUE
240,19,TRUE
21,9,TRUE
244,17,TRUE
250,28,TRUE
27,9,TRUE
47,17,TRUE
95,19,TRUE
50,14,TRUE
445,19,TRUE
89,18,TRUE
670,27,TRUE
