@relation arA-weka.filters.supervised.instance.Resample-B1.0-S1-Z25.97-no-replacement

@attribute total_loc numeric
@attribute unique_operators numeric
@attribute Faultiness {FALSE,TRUE}

@data
31,10,FALSE
7,6,FALSE
3,4,FALSE
27,9,FALSE
290,20,FALSE
34,13,FALSE
67,18,FALSE
95,19,FALSE
15,11,FALSE
70,12,FALSE
8,6,FALSE
149,17,FALSE
14,5,FALSE
26,9,FALSE
19,13,FALSE
52,13,FALSE
26,9,FALSE
115,19,FALSE
14,8,FALSE
45,9,FALSE
55,13,FALSE
18,7,FALSE
11,4,FALSE
20,4,FALSE
117,14,FALSE
4,4,FALSE
3,6,FALSE
9,9,FALSE
77,16,FALSE
112,17,FALSE
13,4,FALSE
86,13,FALSE
16,4,FALSE
69,9,FALSE
10,6,FALSE
13,4,FALSE
60,9,FALSE
89,18,TRUE
11,12,TRUE
51,17,TRUE
269,26,TRUE
19,9,TRUE
60,16,TRUE
244,17,TRUE
907,20,TRUE
324,21,TRUE
161,11,TRUE
173,31,TRUE
52,17,TRUE
191,22,TRUE
10,11,TRUE
21,9,TRUE
142,17,TRUE
114,12,TRUE
103,17,TRUE
333,18,TRUE
18,6,TRUE
445,19,TRUE
50,14,TRUE
240,19,TRUE
86,11,TRUE
47,17,TRUE
89,20,TRUE
181,24,TRUE
181,6,TRUE
307,23,TRUE
43,14,TRUE
30,18,TRUE
95,19,TRUE
670,27,TRUE
6,7,TRUE
252,20,TRUE
250,28,TRUE
27,9,TRUE
