@relation arA-weka.filters.supervised.instance.Resample-B1.0-S1-Z25.97-no-replacement

@attribute total_loc numeric
@attribute unique_operators numeric
@attribute Faultiness {FALSE,TRUE}

@data
31,10,FALSE
8,5,FALSE
14,5,FALSE
146,7,FALSE
18,9,FALSE
3,5,FALSE
3,4,FALSE
26,9,FALSE
11,6,FALSE
37,15,FALSE
35,13,FALSE
73,12,FALSE
95,19,FALSE
3,6,FALSE
13,4,FALSE
7,5,FALSE
115,19,FALSE
73,13,FALSE
18,15,FALSE
5,5,FALSE
136,13,FALSE
112,17,FALSE
117,14,FALSE
25,10,FALSE
3,5,FALSE
9,4,FALSE
52,13,FALSE
42,8,FALSE
6,9,FALSE
28,4,FALSE
3,5,FALSE
58,14,FALSE
114,23,FALSE
6,6,FALSE
86,13,FALSE
9,8,FALSE
16,4,FALSE
181,24,TRUE
10,11,TRUE
240,19,TRUE
30,18,TRUE
181,6,TRUE
50,14,TRUE
333,18,TRUE
250,28,TRUE
6,7,TRUE
21,9,TRUE
670,27,TRUE
43,14,TRUE
161,11,TRUE
18,6,TRUE
86,11,TRUE
89,20,TRUE
11,12,TRUE
324,21,TRUE
89,18,TRUE
60,16,TRUE
19,9,TRUE
52,17,TRUE
191,22,TRUE
907,20,TRUE
244,17,TRUE
103,17,TRUE
252,20,TRUE
269,26,TRUE
95,19,TRUE
445,19,TRUE
307,23,TRUE
27,9,TRUE
51,17,TRUE
47,17,TRUE
114,12,TRUE
142,17,TRUE
173,31,TRUE
