@relation arA-weka.filters.supervised.instance.Resample-B1.0-S1-Z25.97-no-replacement

@attribute total_loc numeric
@attribute unique_operators numeric
@attribute Faultiness {FALSE,TRUE}

@data
21,6,FALSE
19,13,FALSE
4,6,FALSE
57,4,FALSE
47,11,FALSE
4,5,FALSE
149,17,FALSE
26,9,FALSE
48,11,FALSE
10,11,FALSE
70,12,FALSE
31,5,FALSE
69,12,FALSE
13,4,FALSE
58,15,FALSE
11,4,FALSE
9,8,FALSE
12,8,FALSE
91,14,FALSE
10,4,FALSE
268,23,FALSE
3,5,FALSE
20,4,FALSE
2,2,FALSE
3,5,FALSE
79,10,FALSE
3,5,FALSE
115,19,FALSE
290,20,FALSE
9,4,FALSE
34,11,FALSE
4,5,FALSE
6,6,FALSE
28,12,FALSE
131,17,FALSE
112,17,FALSE
9,7,FALSE
191,22,TRUE
6,7,TRUE
307,23,TRUE
19,9,TRUE
89,18,TRUE
244,17,TRUE
252,20,TRUE
18,6,TRUE
445,19,TRUE
21,9,TRUE
50,14,TRUE
142,17,TRUE
181,6,TRUE
10,11,TRUE
173,31,TRUE
60,16,TRUE
181,24,TRUE
907,20,TRUE
89,20,TRUE
43,14,TRUE
47,17,TRUE
30,18,TRUE
670,27,TRUE
333,18,TRUE
161,11,TRUE
52,17,TRUE
86,11,TRUE
27,9,TRUE
324,21,TRUE
250,28,TRUE
103,17,TRUE
269,26,TRUE
11,12,TRUE
51,17,TRUE
240,19,TRUE
95,19,TRUE
114,12,TRUE
