@relation arA-weka.filters.supervised.instance.Resample-B1.0-S1-Z25.97-no-replacement

@attribute total_loc numeric
@attribute unique_operators numeric
@attribute Faultiness {FALSE,TRUE}

@data
24,16,FALSE
4,5,FALSE
290,20,FALSE
6,6,FALSE
25,6,FALSE
58,11,FALSE
27,9,FALSE
9,8,FALSE
29,9,FALSE
94,18,FALSE
8,3,FALSE
13,4,FALSE
115,19,FALSE
76,14,FALSE
6,4,FALSE
36,11,FALSE
10,4,FALSE
131,26,FALSE
4,4,FALSE
9,8,FALSE
8,12,FALSE
71,14,FALSE
57,4,FALSE
14,4,FALSE
21,11,FALSE
61,12,FALSE
2,2,FALSE
9,7,FALSE
153,14,FALSE
115,13,FALSE
3,2,FALSE
6,6,FALSE
42,8,FALSE
10,3,FALSE
6,6,FALSE
45,12,FALSE
203,23,FALSE
670,27,TRUE
18,6,TRUE
19,9,TRUE
250,28,TRUE
89,18,TRUE
142,17,TRUE
191,22,TRUE
307,23,TRUE
10,11,TRUE
27,9,TRUE
269,26,TRUE
51,17,TRUE
240,19,TRUE
86,11,TRUE
95,19,TRUE
252,20,TRUE
11,12,TRUE
30,18,TRUE
333,18,TRUE
6,7,TRUE
52,17,TRUE
60,16,TRUE
89,20,TRUE
43,14,TRUE
324,21,TRUE
173,31,TRUE
114,12,TRUE
103,17,TRUE
181,24,TRUE
161,11,TRUE
907,20,TRUE
47,17,TRUE
244,17,TRUE
445,19,TRUE
50,14,TRUE
21,9,TRUE
181,6,TRUE
