@relation xalanA-weka.filters.supervised.instance.Resample-B1.0-S1-Z126.5399

@attribute lcom numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute amc numeric
@attribute Faultiness {FALSE,TRUE}

@data
1,2,10,4,FALSE
0,2,5,4,FALSE
55,2,11,0,FALSE
0,2,5,4,FALSE
3,2,31,9.333333,FALSE
0,0.45,286,24.636364,FALSE
3,2,8,1.666667,FALSE
66,2,12,0,FALSE
0,0.416667,175,23.714286,FALSE
0,1.095238,54,10.75,FALSE
1,2,23,10.5,FALSE
16,0.75,79,7.444444,FALSE
0,0,104,50.5,FALSE
1,2,2,0,FALSE
0,2,1,0,FALSE
0,0.384615,165,10.571429,FALSE
67,0.873016,384,16.181818,FALSE
4,1.282051,3800,945.75,FALSE
0,0.841667,1040,11.654321,FALSE
3,2,169,55.333333,FALSE
0,2,28,21,FALSE
1,2,145,71.5,FALSE
40,0.638889,352,25.846154,FALSE
819,0.95393,465,9.857143,FALSE
1,1,38,16,FALSE
3,2,75,24,FALSE
0,0,64,8,FALSE
0,0.62963,99,8.6,FALSE
6,0.375,217,23,FALSE
1026,0.895161,1204,21.132075,FALSE
0,2,1,0,FALSE
0,0.333333,213,34,FALSE
1,2,72,35,FALSE
5,0.6,289,46.833333,FALSE
0,0,104,50.5,FALSE
6,2,39,8.75,FALSE
6,2,58,13.5,FALSE
91,2,14,0,FALSE
4,0.5,225,43.8,FALSE
185,0.52381,728,32.045455,FALSE
3,1.015345,485,20.833333,FALSE
0,2,5,4,FALSE
53,0.9,90,7.090909,FALSE
36,2,82,8.111111,FALSE
1,0.5,499,165,FALSE
375,0.780488,2044,47.380952,FALSE
42,0.783333,663,49.615385,FALSE
36,2,204,21.666667,FALSE
0,0.5,133,42,FALSE
17,0.777778,106,9.1,FALSE
0,0.583333,508,55.111111,FALSE
0,0,101,15.666667,FALSE
21,2,7,0,FALSE
1,2,34,16,FALSE
0,2,27,10,FALSE
1,2,2,0,FALSE
0,0,82,15.2,FALSE
1,2,43,20.5,FALSE
3,2,9,2,FALSE
0,0.333333,301,22,FALSE
10,2,19,2.8,FALSE
21,2,258,35.857143,FALSE
8,0.74026,683,83,FALSE
62,0.757813,276,14.764706,FALSE
4,0.25,126,23.8,FALSE
171,2,19,0,FALSE
4,2,63,14.75,FALSE
0,0.666667,84,19.5,FALSE
9,0.685714,188,29.166667,FALSE
3,2,18,5,FALSE
1,2,12,5,FALSE
0,2,1,0,FALSE
15,0.7,228,19.454545,FALSE
36,2,9,0,FALSE
0,0,22,6,FALSE
1,2,23,10.5,FALSE
3,2,24,7,FALSE
0,0.892857,353,37.444444,FALSE
0,0.333333,40,8.75,FALSE
0,0,32,9.333333,FALSE
1,2,44,21,FALSE
3,0.6,318,51.666667,FALSE
29,0.769231,546,37.642857,FALSE
21,1,30,3,FALSE
50,0.65625,569,32.235294,FALSE
0,2,4,0,FALSE
6,2,20,4,FALSE
0,0.653409,621,34.882353,FALSE
0,0.628571,158,9.2,FALSE
11,0.611111,395,55,FALSE
54,0.9,119,7.384615,FALSE
0,0,32,9.333333,FALSE
36,2,9,0,FALSE
0,0.25,84,15.4,FALSE
14,0.983516,460,53.25,FALSE
1,0.5,37,11,FALSE
6,2,7,0.75,FALSE
0,2,5,4,FALSE
27,0.844444,79,6.4,FALSE
0,0,115,15.285714,FALSE
8,0.428571,164,19.375,FALSE
3,0.294118,860,46.388889,FALSE
1,2,11,4.5,FALSE
27,0.596154,755,51.5,FALSE
10,0.767857,390,46.75,FALSE
91,0.686275,271,13.888889,FALSE
0,0.25,269,52.6,FALSE
444,0.719298,2278,34.296875,FALSE
3,2,25,7.333333,FALSE
0,0.166667,119,15.714286,FALSE
0,0.566667,120,9.636364,FALSE
0,0.666667,84,19.5,FALSE
3,2,24,7,FALSE
0,0,85,9.5,FALSE
0,2,1,0,FALSE
0,0,74,9.428571,FALSE
0,0.5,41,6.8,FALSE
50,0.746667,356,20.9375,FALSE
1,2,2,0,FALSE
53,0.9,90,7.090909,FALSE
0,0,115,15.285714,FALSE
3,2,25,7.333333,FALSE
21,2,163,22.285714,FALSE
1,2,42,13,FALSE
0,0.285714,119,13.75,FALSE
0,0,143,19.285714,FALSE
4,0.571429,75,8.125,FALSE
1,2,44,21,FALSE
17,0.777778,106,9.1,FALSE
1,2,15,6.5,FALSE
0,2,12,9,FALSE
942,0.911765,942,16.884615,FALSE
0,0,86,16,FALSE
22,0.75,158,16.222222,FALSE
4,0.571429,75,8.125,FALSE
0,0.730769,163,10.357143,FALSE
0,0.5,118,15.571429,FALSE
1,2,65,31.5,FALSE
1,2,2,0,FALSE
1,1,38,16,FALSE
3,2,31,9.333333,FALSE
0,0.5,133,42,FALSE
36,2,51,4.666667,FALSE
117,0.5,823,25.419355,FALSE
0,1,92,13.8,FALSE
3,2,37,11.333333,FALSE
3,2,24,7,FALSE
1,2,61,29.5,FALSE
0,0.1,97,14.833333,FALSE
1,2,103,49.5,FALSE
16,0.75,79,7.444444,FALSE
0,0,104,50.5,FALSE
1,1,47,18,FALSE
0,0.6875,622,34.882353,FALSE
36,2,9,0,FALSE
0,0,67,20,FALSE
28,2,8,0,FALSE
0,0,34,5.6,FALSE
36,2,204,21.666667,FALSE
2,0.625,110,20.6,FALSE
1,1,25,6.666667,FALSE
114,0.846429,394,12.241379,FALSE
3,0.329412,833,45,FALSE
1,2,44,21,FALSE
1,2,13,5.5,FALSE
10,2,85,16,FALSE
10,2,74,13.8,FALSE
3,2,152,49.666667,FALSE
0,2,10,3,FALSE
1,2,6,2,FALSE
2539,0.966051,1136,14.040541,FALSE
15,2,282,46,FALSE
0,0.333333,44,9.75,FALSE
0,2,5,4,FALSE
1,2,44,21,FALSE
1,2,7,2.5,FALSE
0,0,63,19.666667,FALSE
0,0.25,129,24.6,FALSE
66,2,12,0,FALSE
0,0.5,32,9,FALSE
0,0.666667,272,23.181818,FALSE
1,0.5,37,11,FALSE
1,2,10,4,FALSE
6,0.65,253,48.6,FALSE
1,0.5,595,197,FALSE
4,0.666667,30,6.25,FALSE
0,0.45,286,24.636364,FALSE
1,2,2,0,FALSE
1,2,7,2.5,FALSE
0,0,85,9.5,FALSE
1,2,42,20,FALSE
39,0.8,333,28.909091,FALSE
0,0,65,8.142857,FALSE
53,0.9,90,7.090909,FALSE
17,0.777778,106,9.1,FALSE
257,0.802885,454,15.518519,FALSE
1,2,87,42.5,FALSE
4,0.75,44,7.4,FALSE
1,2,13,5.5,FALSE
3,2,75,24,FALSE
0,2,4,3,FALSE
21,2,7,0,FALSE
0,0.681818,365,28.583333,FALSE
0,0.40625,117,11.555556,FALSE
4,0.666667,30,6.25,FALSE
0,0.238095,152,5.863636,FALSE
0,0.25,432,60.142857,FALSE
19,0.833333,39,4.428571,FALSE
0,2,1,0,FALSE
0,0.25,149,28.4,FALSE
0,0.5,67,6.222222,FALSE
0,0.65,57,7.833333,FALSE
3,1.015345,485,20.833333,FALSE
58,0.741667,261,14.8125,FALSE
1,2,2,0,FALSE
4,0.571429,75,8.125,FALSE
64,0.981818,586,47.416667,FALSE
666,2,37,0,FALSE
19,0.833333,76,9.714286,FALSE
0,0.333333,213,34,FALSE
0,0.633333,375,32.545455,FALSE
0,0.5,67,6.222222,FALSE
0,0.6875,622,34.882353,FALSE
36,2,9,0,FALSE
0,0.616667,353,66.6,FALSE
3,2,33,10,FALSE
0,0.5,242,58.5,FALSE
0,0,48,14.666667,FALSE
0,2,5,4,FALSE
1,2,44,21,FALSE
49,0.833333,139,7.866667,FALSE
1,2,13,5.5,FALSE
0,2,1,0,FALSE
0,2,1,0,FALSE
3,2,25,7.333333,FALSE
0,2,136,119,FALSE
3,2,42,13,FALSE
1,2,13,5.5,FALSE
1,0.5,107,34,FALSE
34,0.826389,289,20.307692,FALSE
0,0.392857,357,22.666667,FALSE
1,2,2,0,FALSE
36,2,9,0,FALSE
0,0,29,12,FALSE
15,0.833333,189,25.714286,FALSE
1009,0.966667,245,4.195652,FALSE
3,2,25,7.333333,FALSE
1,2,39,18.5,FALSE
1,1.423077,3769,1251,FALSE
64,0.981818,586,47.416667,FALSE
0,1.211538,391,69.4,FALSE
1,2,12,5,FALSE
3,2,10,2.333333,FALSE
0,0,74,9.428571,FALSE
3,2,9,2,FALSE
1,2,39,18.5,FALSE
0,0.817582,914,24.027778,FALSE
0,0.535714,499,32.133333,FALSE
0,2,11,7,FALSE
0,0.625,153,20.285714,FALSE
714,0.739394,839,13.875,FALSE
36,2,82,8.111111,FALSE
38,0.944444,265,18.923077,FALSE
607,0.9,1849,47.394737,FALSE
0,0.25,432,60.142857,FALSE
3,2,131,42.666667,FALSE
0,0.333333,213,34,FALSE
0,0.5,242,58.5,FALSE
0,0.111111,78,6.7,FALSE
3,2,24,7,FALSE
0,2,0,0,FALSE
3,2,207,68,FALSE
1,0.553571,483,30.933333,FALSE
1009,0.966667,245,4.195652,FALSE
6,2,59,13.75,FALSE
3,2,25,7.333333,FALSE
1,2,39,18.5,FALSE
0,0.4375,119,22,FALSE
3,2,24,7,FALSE
1,1.3,875,289,FALSE
0,0.25,72,13.2,FALSE
42,0.625,345,25.384615,FALSE
36,2,28,2.111111,FALSE
0,0.65,57,7.833333,FALSE
0,0.425,234,19.909091,FALSE
0,0.333333,437,42.4,FALSE
0,0,63,19.666667,FALSE
0,2,5,4,FALSE
36,2,82,8.111111,FALSE
0,2,4,0,FALSE
1,0.333333,70,8.857143,FALSE
