@relation 'Keymind - BA-weka.filters.supervised.instance.Resample-B1.0-S1-Z23.417722-no-replacement'

@attribute NR numeric
@attribute NFIX numeric
@attribute CHURN_SUM numeric
@attribute CHURN_AVG numeric
@attribute AGE numeric
@attribute Violations numeric
@attribute Size.Next numeric
@attribute Faultiness {FALSE,TRUE}

@data
0,0,0,0,-19,0,466,FALSE
0,0,0,0,-19,0,466,FALSE
2,2,0,0,21,33,9,FALSE
0,0,0,0,-23,0,16,FALSE
0,0,0,0,-17,0,0,FALSE
1,1,0,0,10,38,9,FALSE
1,1,0,0,23,33,9,FALSE
0,0,0,0,-19,0,57,FALSE
0,0,0,0,-19,0,134,FALSE
0,0,0,0,-19,0,128,FALSE
2,1,0,0,21,0,36,FALSE
0,0,0,0,-44,6,9,FALSE
0,0,0,0,-24,0,58,FALSE
0,0,0,0,-19,0,9,FALSE
1,0,0,0,25,65,140,FALSE
0,0,0,0,-23,15,26,FALSE
2,1,0,0,23,70,16,FALSE
0,0,0,0,-23,0,9,FALSE
7,1,0,0,26,16,19,FALSE
0,0,0,0,-43,4,9,FALSE
6,2,0,0,43,15,16,FALSE
1,0,0,0,19,0,11,FALSE
0,0,0,0,-5,0,28,FALSE
0,0,0,0,-47,0,89,FALSE
0,0,0,0,-19,0,129,FALSE
0,0,0,0,-23,0,20,FALSE
0,0,0,0,-45,0,9,FALSE
7,1,11,2,22,16,19,FALSE
0,0,0,0,-23,0,129,FALSE
1,0,0,0,21,0,51,FALSE
0,0,0,0,-5,0,38,FALSE
6,1,45,9,24,0,11,FALSE
0,0,0,0,-23,0,11,FALSE
0,0,0,0,-41,0,11,FALSE
0,0,0,0,-23,0,96,FALSE
2,1,0,0,19,0,4,FALSE
0,0,0,0,-19,0,16,FALSE
4,4,0,0,19,9,30,TRUE
10,5,92,18,22,0,12,TRUE
1,0,37,37,22,17,10,TRUE
2,1,0,0,23,61,9,TRUE
9,8,0,0,22,0,9,TRUE
5,1,5,1,23,39,29,TRUE
6,2,0,0,27,41,29,TRUE
30,18,450,37,25,86,35,TRUE
1,0,0,0,43,17,10,TRUE
14,4,170,17,23,0,26,TRUE
4,4,0,0,23,9,30,TRUE
6,2,0,0,44,95,32,TRUE
2,1,0,0,27,33,12,TRUE
33,20,2,2,45,88,232,TRUE
2,1,0,0,44,33,12,TRUE
9,3,0,0,27,0,20,TRUE
14,8,5,5,26,0,8,TRUE
12,4,179,22,23,64,144,TRUE
14,7,-176,-25,24,0,11,TRUE
4,4,0,0,25,5,35,TRUE
8,1,2,2,26,213,24,TRUE
9,5,31,8,24,70,15,TRUE
6,2,12,3,23,95,32,TRUE
6,2,0,0,27,95,32,TRUE
14,7,0,0,28,0,11,TRUE
9,3,45,7,23,0,20,TRUE
14,4,0,0,44,0,26,TRUE
4,4,0,0,45,5,35,TRUE
14,4,0,0,27,0,26,TRUE
1,0,0,0,26,17,10,TRUE
9,3,0,0,44,0,20,TRUE
9,5,0,0,28,70,15,TRUE
30,18,0,0,29,86,35,TRUE
4,4,0,0,29,5,35,TRUE
12,4,0,0,27,64,144,TRUE
12,4,0,0,44,64,144,TRUE
5,3,0,0,17,0,28,TRUE
