@relation 'Keymind - BA-weka.filters.supervised.instance.Resample-B1.0-S1-Z23.417722-no-replacement'

@attribute NR numeric
@attribute NFIX numeric
@attribute CHURN_SUM numeric
@attribute CHURN_AVG numeric
@attribute AGE numeric
@attribute Violations numeric
@attribute Size.Next numeric
@attribute Faultiness {FALSE,TRUE}

@data
0,0,0,0,-19,0,96,FALSE
3,1,14,7,25,43,98,FALSE
6,1,0,0,44,0,11,FALSE
3,0,9,3,21,0,45,FALSE
0,0,0,0,-45,0,11,FALSE
0,0,0,0,-23,0,20,FALSE
1,1,0,0,20,63,72,FALSE
0,0,0,0,-19,15,20,FALSE
0,0,0,0,-21,0,0,FALSE
0,0,0,0,-19,0,17,FALSE
3,2,0,0,18,80,12,FALSE
6,1,45,9,24,0,11,FALSE
0,0,0,0,-19,0,35,FALSE
0,0,0,0,-19,0,466,FALSE
0,0,0,0,-19,0,466,FALSE
1,1,0,0,14,38,9,FALSE
0,0,0,0,-23,15,20,FALSE
0,0,0,0,-19,0,134,FALSE
1,0,0,0,25,0,51,FALSE
0,0,0,0,-23,0,30,FALSE
0,0,0,0,-43,0,145,FALSE
3,2,0,0,22,0,24,FALSE
0,0,0,0,-23,15,27,FALSE
7,1,88,15,22,211,11,FALSE
0,0,0,0,-23,0,152,FALSE
11,0,0,0,23,12,9,FALSE
0,0,0,0,-19,0,248,FALSE
0,0,0,0,-1,0,28,FALSE
0,0,0,0,-19,0,250,FALSE
6,1,31,6,23,66,50,FALSE
0,0,0,0,-43,0,100,FALSE
1,0,0,0,19,0,11,FALSE
0,0,0,0,-23,16,25,FALSE
3,0,7,2,21,0,40,FALSE
4,1,5,1,23,0,16,FALSE
0,0,0,0,-21,0,0,FALSE
5,1,0,0,43,0,28,FALSE
9,5,0,0,28,70,15,TRUE
1,0,37,37,22,17,10,TRUE
5,1,5,1,23,39,29,TRUE
4,4,0,0,45,5,35,TRUE
1,0,0,0,26,17,10,TRUE
10,5,92,18,22,0,12,TRUE
14,4,0,0,27,0,26,TRUE
9,3,45,7,23,0,20,TRUE
12,4,0,0,44,64,144,TRUE
14,4,0,0,44,0,26,TRUE
30,18,0,0,29,86,35,TRUE
9,5,31,8,24,70,15,TRUE
12,4,0,0,27,64,144,TRUE
4,4,0,0,29,5,35,TRUE
2,1,0,0,23,61,9,TRUE
9,3,0,0,44,0,20,TRUE
30,18,450,37,25,86,35,TRUE
33,20,2,2,45,88,232,TRUE
6,2,0,0,27,95,32,TRUE
4,4,0,0,25,5,35,TRUE
9,8,0,0,22,0,9,TRUE
6,2,12,3,23,95,32,TRUE
14,8,5,5,26,0,8,TRUE
14,7,0,0,28,0,11,TRUE
14,4,170,17,23,0,26,TRUE
14,7,-176,-25,24,0,11,TRUE
1,0,0,0,43,17,10,TRUE
4,4,0,0,19,9,30,TRUE
4,4,0,0,23,9,30,TRUE
2,1,0,0,44,33,12,TRUE
12,4,179,22,23,64,144,TRUE
9,3,0,0,27,0,20,TRUE
8,1,2,2,26,213,24,TRUE
2,1,0,0,27,33,12,TRUE
6,2,0,0,44,95,32,TRUE
6,2,0,0,27,41,29,TRUE
5,3,0,0,17,0,28,TRUE
