@relation luceneA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N20-F20-weka.filters.supervised.instance.Resample-B1.0-S1-Z92.30769231-no-replacement

@attribute wmc numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute npm numeric
@attribute dam numeric
@attribute Faultiness {FALSE,TRUE}

@data
5,18,0,1,4,0.4,FALSE
6,8,15,1,6,0,FALSE
11,25,0,3,6,1,FALSE
8,25,22,0,6,1,FALSE
3,9,3,3,0,0,FALSE
5,12,0,1,5,0.5,FALSE
6,19,15,0,4,0,FALSE
2,3,1,1,2,0,FALSE
2,5,0,5,2,0,FALSE
3,7,0,1,3,0.142857,FALSE
2,4,1,2,0,0,FALSE
6,16,0,2,0,1,FALSE
15,43,0,7,11,1,TRUE
7,20,9,7,6,0,TRUE
7,10,21,0,7,0,TRUE
27,84,193,16,21,1,TRUE
10,27,0,6,9,1,TRUE
4,19,0,7,0,1,TRUE
11,25,0,3,7,1,TRUE
3,13,1,10,3,0,TRUE
21,47,108,8,15,0.333333,TRUE
7,18,9,6,6,1,TRUE
24,49,0,9,19,1,TRUE
2,11,0,6,0,1,TRUE
