@relation luceneA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N20-F20-weka.filters.supervised.instance.Resample-B1.0-S1-Z92.30769231-no-replacement

@attribute wmc numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute npm numeric
@attribute dam numeric
@attribute Faultiness {FALSE,TRUE}

@data
2,16,0,5,1,1,FALSE
6,15,0,3,6,1,FALSE
14,25,3,1,13,0,FALSE
11,20,15,4,9,1,FALSE
3,6,0,3,3,0,FALSE
1,2,0,0,1,0,FALSE
2,4,1,2,0,0,FALSE
3,4,3,2,1,0,FALSE
3,4,3,0,3,0,FALSE
3,10,1,2,3,1,FALSE
5,21,0,3,0,0,FALSE
15,22,0,1,14,0.285714,FALSE
16,40,70,7,16,1,TRUE
22,38,153,4,7,0.121212,TRUE
8,22,0,6,6,1,TRUE
12,33,0,4,6,1,TRUE
7,22,9,6,6,0.333333,TRUE
5,12,0,1,0,0,TRUE
7,21,0,6,5,0.333333,TRUE
4,4,6,1,4,0,TRUE
48,119,742,20,32,0.64,TRUE
5,14,4,1,4,0.666667,TRUE
5,10,0,2,4,1,TRUE
12,13,0,0,8,1,TRUE
