@relation 'Keymind - BA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F2-weka.filters.supervised.instance.Resample-B1.0-S1-Z24.05063291-no-replacement'

@attribute NR numeric
@attribute NFIX numeric
@attribute CHURN_SUM numeric
@attribute CHURN_AVG numeric
@attribute AGE numeric
@attribute Violations numeric
@attribute Size.Next numeric
@attribute Faultiness {FALSE,TRUE}

@data
0,0,0,0,-19,0,9,FALSE
0,0,0,0,-19,0,251,FALSE
3,1,0,0,29,43,98,FALSE
0,0,0,0,-19,0,15,FALSE
7,4,45,15,23,110,54,FALSE
8,4,0,0,28,0,26,FALSE
4,2,0,0,25,0,11,FALSE
4,4,0,0,23,0,35,FALSE
0,0,0,0,-19,16,25,FALSE
0,0,0,0,-23,0,95,FALSE
0,0,0,0,-45,0,9,FALSE
0,0,0,0,-19,1,11,FALSE
3,0,18,6,19,47,9,FALSE
0,0,0,0,-23,0,239,FALSE
0,0,0,0,-19,0,466,FALSE
0,0,0,0,-17,0,0,FALSE
1,0,0,0,25,0,51,FALSE
1,0,27,27,22,19,25,FALSE
2,1,0,0,23,61,9,TRUE
4,4,0,0,45,5,35,TRUE
8,1,2,2,26,213,24,TRUE
1,0,37,37,22,17,10,TRUE
9,3,0,0,44,0,20,TRUE
9,3,45,7,23,0,20,TRUE
1,0,0,0,43,17,10,TRUE
6,2,0,0,27,95,32,TRUE
5,3,0,0,17,0,28,TRUE
33,20,2,2,45,88,232,TRUE
5,1,5,1,23,39,29,TRUE
30,18,0,0,29,86,35,TRUE
12,4,0,0,27,64,144,TRUE
10,5,92,18,22,0,12,TRUE
9,5,31,8,24,70,15,TRUE
9,3,0,0,27,0,20,TRUE
30,18,450,37,25,86,35,TRUE
9,5,0,0,28,70,15,TRUE
