@relation 'Keymind - BA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F2-weka.filters.supervised.instance.Resample-B1.0-S1-Z24.05063291-no-replacement'

@attribute NR numeric
@attribute NFIX numeric
@attribute CHURN_SUM numeric
@attribute CHURN_AVG numeric
@attribute AGE numeric
@attribute Violations numeric
@attribute Size.Next numeric
@attribute Faultiness {FALSE,TRUE}

@data
0,0,0,0,-1,16,16,FALSE
0,0,0,0,-47,0,115,FALSE
3,1,0,0,45,43,98,FALSE
0,0,0,0,-23,0,15,FALSE
1,0,2,2,21,65,140,FALSE
6,1,0,0,28,0,11,FALSE
0,0,0,0,-45,2,12,FALSE
3,0,0,0,23,47,9,FALSE
7,4,0,0,27,110,54,FALSE
2,2,0,0,22,0,9,FALSE
16,10,0,0,45,0,9,FALSE
7,1,88,15,22,211,11,FALSE
0,0,0,0,-19,0,57,FALSE
0,0,0,0,-23,2,23,FALSE
7,4,0,0,44,110,54,FALSE
0,0,0,0,-19,15,26,FALSE
0,0,0,0,-47,3,9,FALSE
1,0,0,0,25,25,119,FALSE
5,1,5,1,23,39,29,TRUE
14,7,0,0,28,0,11,TRUE
9,3,45,7,23,0,20,TRUE
2,1,0,0,23,61,9,TRUE
14,4,170,17,23,0,26,TRUE
12,4,179,22,23,64,144,TRUE
12,4,0,0,27,64,144,TRUE
9,5,31,8,24,70,15,TRUE
14,7,-176,-25,24,0,11,TRUE
9,3,0,0,27,0,20,TRUE
2,1,0,0,44,33,12,TRUE
9,8,0,0,22,0,9,TRUE
4,4,0,0,25,5,35,TRUE
4,4,0,0,45,5,35,TRUE
1,0,0,0,43,17,10,TRUE
14,4,0,0,44,0,26,TRUE
14,4,0,0,27,0,26,TRUE
1,0,0,0,26,17,10,TRUE
