@relation xalanA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N4-F4

@attribute lcom numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute amc numeric
@attribute Faultiness {FALSE,TRUE}

@data
89,1.030769,805,55.785714,FALSE
0,0.25,253,49.4,FALSE
3,2,10,2.333333,FALSE
0,0.5,242,58.5,FALSE
22,0.75,158,16.222222,FALSE
0,0.5,289,46.5,FALSE
66,0.952899,2002,151.230769,FALSE
0,2,4,0,FALSE
0,0.25,149,28.4,FALSE
0,2,338,3,FALSE
1,2,31,14.5,FALSE
0,0.616667,353,66.6,FALSE
3,0.4,60,8.833333,FALSE
1,1,118,57,FALSE
4,2,63,14.75,FALSE
1,0.5,595,197,FALSE
18,0.78125,392,41.666667,FALSE
0,0.5,176,33.8,FALSE
1,2,13,5.5,FALSE
1,2,30,14,FALSE
6,2,39,8.75,FALSE
3,2,30,9,FALSE
3,2,62,19.666667,FALSE
2,0.625,110,20.6,FALSE
6,2,113,27.25,FALSE
0,0.238095,157,18.25,FALSE
1,0.5,195,63.666667,FALSE
28,0.5,207,21.888889,FALSE
0,0.681818,365,28.583333,FALSE
0,0.333333,240,58,FALSE
466,0.806452,276,7.59375,FALSE
3,2,18,5,FALSE
0,0.840643,598,9.103448,FALSE
1,2,7,2.5,FALSE
24,0.708333,143,14.555556,FALSE
0,0.361111,160,11.076923,FALSE
8,0.5,92,17.2,FALSE
0,0.111111,78,6.7,FALSE
0,0.5,498,22.47619,FALSE
1,2,2,0,FALSE
0,0.076923,174,11.357143,FALSE
21,1.166667,682,96.285714,FALSE
190,2,288,13.4,FALSE
0,2,5,4,FALSE
6,2,39,8.75,FALSE
1,2,6,2,FALSE
0,0.681818,365,28.583333,FALSE
0,0.083333,369,27.307692,FALSE
66,1.090909,13,0,FALSE
211,0.619048,452,19.5,FALSE
1009,0.966667,245,4.195652,FALSE
13,0.8,41,5.666667,FALSE
0,0.425,234,19.909091,FALSE
19,0.833333,39,4.428571,FALSE
21,2,452,63.571429,FALSE
16,0.785714,680,73.777778,FALSE
1,2,11,4.5,FALSE
0,0.285714,253,30.375,FALSE
17,0.777778,106,9.1,FALSE
64,0.981818,586,47.416667,FALSE
1,2,15,6.5,FALSE
0,0.625,106,10.444444,FALSE
8,0.541667,257,18.615385,FALSE
126,0.7625,322,14.142857,FALSE
0,0.6875,622,34.882353,FALSE
3,1,69,21.666667,FALSE
7,0.666667,196,26.571429,FALSE
3,0.56,424,68.833333,FALSE
0,0,45,7.8,FALSE
28,2,551,67.875,FALSE
1,1.3,875,289,FALSE
0,0.166667,156,21.142857,FALSE
0,1.266667,90,15.25,FALSE
15,2,58,8.666667,FALSE
4,0.666667,26,5.25,FALSE
3,2,75,24,FALSE
