@relation xalanA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N4-F4

@attribute lcom numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute amc numeric
@attribute Faultiness {FALSE,TRUE}

@data
1,2,9,3.5,FALSE
21,2,13,0.857143,FALSE
1,1,67,19,FALSE
1,0.75,499,69.714286,FALSE
0,0.185185,600,58.7,FALSE
0,1.095238,54,10.75,FALSE
3,2,45,14,FALSE
86,0.791667,736,41.941176,FALSE
0,0.833333,62,14,FALSE
28,2,8,0,FALSE
1,2,2,0,FALSE
1,1.423077,3769,1251,FALSE
6,2,20,4,FALSE
0,0.25,129,24.6,FALSE
254,0.892857,582,22,FALSE
45,2,116,10.6,FALSE
2607,0.966779,1155,14.08,FALSE
0,2,5,4,FALSE
67,0.873016,384,16.181818,FALSE
1,1.3,875,289,FALSE
0,2,0,0,FALSE
37,0.777778,64,5,FALSE
1,2,9,3.5,FALSE
3,2,22,6.333333,FALSE
3,2,37,11.333333,FALSE
4,0.5,233,45.4,FALSE
0,0,51,15.666667,FALSE
27,0.666667,290,19.5,FALSE
1,2,16,7,FALSE
1,2,10,0,FALSE
3,2,6,1,FALSE
0,0.166667,93,21.75,FALSE
53,0.9,90,7.090909,FALSE
74,0.6,225,12.9375,FALSE
12,0.625,605,65.888889,FALSE
0,0.5,32,9,FALSE
184,2,448,21.4,FALSE
343,2,514,18.037037,FALSE
0,2,4,3,FALSE
3,2,176,57.666667,FALSE
1,2,12,5,FALSE
3,2,54,17,FALSE
3,2,24,7,FALSE
0,0.59,357,15.761905,FALSE
4,0.666667,26,5.25,FALSE
0,0.62963,99,8.6,FALSE
8,2,110,12.75,FALSE
1,1.423077,3769,1251,FALSE
0,2,16,12,FALSE
1,1,38,16,FALSE
54,0.9,119,7.384615,FALSE
1,2,43,20.5,FALSE
153,2,268,13.888889,FALSE
1,2,35,16.5,FALSE
1,2,26,12,FALSE
3,2,169,55.333333,FALSE
0,2,0,0,FALSE
607,0.9,1849,47.394737,FALSE
0,2,4,3,FALSE
0,0.25,432,60.142857,FALSE
1,2,39,18.5,FALSE
10,2,5,0,FALSE
0,2,1,0,FALSE
3,2,37,11.333333,FALSE
1,2,31,14.5,FALSE
1009,0.966667,245,4.195652,FALSE
1,0.5,599,198.333333,FALSE
4,0.571429,75,8.125,FALSE
1,2,65,31.5,FALSE
0,0.384615,165,10.571429,FALSE
53,0.785714,164,9.6,FALSE
6,2,39,8.75,FALSE
4,0.5,267,52.2,FALSE
36,2,82,8.111111,FALSE
0,0.285714,119,13.75,FALSE
1,2,19,8.5,FALSE
3,2,24,7,FALSE
7,0.644444,658,64.3,FALSE
0,0.166667,121,16,FALSE
1,0.518519,302,28.9,FALSE
199,0.571429,466,20.136364,FALSE
4,0,129,24.4,FALSE
64,0.981818,586,47.416667,FALSE
1,2,10,4,FALSE
39,0.826923,343,22.642857,FALSE
0,0.681818,365,28.583333,FALSE
0,0.166667,76,17.5,FALSE
112,0.777778,509,30.625,FALSE
0,0.6875,622,34.882353,FALSE
0,2,11,7,FALSE
0,2,4,3,FALSE
1,2,2,0,FALSE
