@relation 'Keymind - BA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F10-weka.filters.supervised.instance.Resample-B1.0-S1-Z174.1935484'

@attribute NR numeric
@attribute NFIX numeric
@attribute CHURN_SUM numeric
@attribute CHURN_AVG numeric
@attribute AGE numeric
@attribute Violations numeric
@attribute Size.Next numeric
@attribute Faultiness {FALSE,TRUE}

@data
0,0,0,0,-47,0,145,FALSE
0,0,0,0,-41,19,12,FALSE
2,1,0,0,17,24,15,FALSE
0,0,0,0,-41,12,22,FALSE
2,1,0,0,17,24,15,FALSE
0,0,0,0,-41,12,22,FALSE
0,0,0,0,-19,0,15,FALSE
3,3,0,0,27,78,44,FALSE
17,5,0,0,28,0,11,FALSE
0,0,0,0,-23,0,30,FALSE
0,0,0,0,-47,0,100,FALSE
0,0,0,0,-47,0,145,FALSE
8,4,0,0,28,0,26,FALSE
0,0,0,0,-23,0,9,FALSE
0,0,0,0,-41,19,12,FALSE
0,0,0,0,-23,0,250,FALSE
0,0,0,0,-23,0,250,FALSE
0,0,0,0,-47,0,145,FALSE
0,0,0,0,-23,0,30,FALSE
0,0,0,0,-19,0,20,FALSE
17,5,0,0,28,0,11,FALSE
1,1,0,0,20,63,72,FALSE
8,4,0,0,28,0,26,FALSE
1,1,0,0,20,63,72,FALSE
3,3,0,0,27,78,44,FALSE
0,0,0,0,-5,16,16,FALSE
0,0,0,0,-41,12,22,FALSE
8,1,2,2,26,213,24,TRUE
1,0,0,0,26,17,10,TRUE
9,3,45,7,23,0,20,TRUE
9,3,45,7,23,0,20,TRUE
33,20,2,2,45,88,232,TRUE
33,20,2,2,45,88,232,TRUE
9,3,45,7,23,0,20,TRUE
8,1,2,2,26,213,24,TRUE
1,0,0,0,26,17,10,TRUE
8,1,2,2,26,213,24,TRUE
33,20,2,2,45,88,232,TRUE
1,0,0,0,26,17,10,TRUE
1,0,0,0,26,17,10,TRUE
1,0,0,0,26,17,10,TRUE
9,3,45,7,23,0,20,TRUE
33,20,2,2,45,88,232,TRUE
1,0,0,0,26,17,10,TRUE
33,20,2,2,45,88,232,TRUE
9,3,45,7,23,0,20,TRUE
33,20,2,2,45,88,232,TRUE
9,3,45,7,23,0,20,TRUE
33,20,2,2,45,88,232,TRUE
9,3,45,7,23,0,20,TRUE
9,3,45,7,23,0,20,TRUE
8,1,2,2,26,213,24,TRUE
33,20,2,2,45,88,232,TRUE
8,1,2,2,26,213,24,TRUE
