@relation 'Keymind - BA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F10-weka.filters.supervised.instance.Resample-B1.0-S1-Z174.1935484'

@attribute NR numeric
@attribute NFIX numeric
@attribute CHURN_SUM numeric
@attribute CHURN_AVG numeric
@attribute AGE numeric
@attribute Violations numeric
@attribute Size.Next numeric
@attribute Faultiness {FALSE,TRUE}

@data
2,1,5,5,19,70,16,FALSE
0,0,0,0,-19,0,30,FALSE
0,0,0,0,-45,19,12,FALSE
1,1,0,0,24,76,143,FALSE
2,1,0,0,26,0,12,FALSE
2,1,0,0,26,0,12,FALSE
4,1,5,1,23,0,16,FALSE
6,2,0,0,26,15,16,FALSE
4,1,5,1,23,0,16,FALSE
5,1,0,0,43,0,28,FALSE
0,0,0,0,-19,0,466,FALSE
0,0,0,0,-45,19,12,FALSE
0,0,0,0,-21,0,0,FALSE
2,1,0,0,26,0,12,FALSE
0,0,0,0,-15,0,35,FALSE
3,2,-5,-5,22,0,9,FALSE
2,1,5,5,19,70,16,FALSE
0,0,0,0,-19,15,20,FALSE
9,0,-1,0,19,0,13,FALSE
2,1,5,5,19,70,16,FALSE
3,2,-5,-5,22,0,9,FALSE
6,0,9,1,21,0,96,FALSE
0,0,0,0,-19,15,20,FALSE
0,0,0,0,-23,0,14,FALSE
3,0,9,3,21,0,45,FALSE
7,4,45,15,23,110,54,FALSE
2,1,5,5,19,70,16,FALSE
2,1,0,0,44,33,12,TRUE
14,7,-176,-25,24,0,11,TRUE
2,1,0,0,44,33,12,TRUE
12,4,0,0,27,64,144,TRUE
2,1,0,0,44,33,12,TRUE
14,7,-176,-25,24,0,11,TRUE
14,7,-176,-25,24,0,11,TRUE
14,7,-176,-25,24,0,11,TRUE
14,7,-176,-25,24,0,11,TRUE
2,1,0,0,44,33,12,TRUE
14,7,-176,-25,24,0,11,TRUE
2,1,0,0,44,33,12,TRUE
30,18,0,0,29,86,35,TRUE
12,4,0,0,27,64,144,TRUE
2,1,0,0,44,33,12,TRUE
30,18,0,0,29,86,35,TRUE
2,1,0,0,44,33,12,TRUE
30,18,0,0,29,86,35,TRUE
30,18,0,0,29,86,35,TRUE
12,4,0,0,27,64,144,TRUE
30,18,0,0,29,86,35,TRUE
2,1,0,0,44,33,12,TRUE
2,1,0,0,44,33,12,TRUE
2,1,0,0,44,33,12,TRUE
14,7,-176,-25,24,0,11,TRUE
14,7,-176,-25,24,0,11,TRUE
14,7,-176,-25,24,0,11,TRUE
