@relation velocityA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N20-F20-weka.filters.supervised.instance.Resample-B1.0-S1-Z66.66666667-no-replacement

@attribute dit numeric
@attribute cbo numeric
@attribute lcom3 numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute Faultiness {TRUE,FALSE}

@data
2,44,0.011905,0.505882,0.067604,0,0,TRUE
1,1,2,0,0.5,0,0,TRUE
2,10,2,0.9,0.371429,1,2,TRUE
1,1,2,0,0,0,0,TRUE
2,2,2,0.714286,0.666667,1,2,TRUE
1,19,0,0,0.238636,0,0,TRUE
4,10,0.666667,0.928571,0.666667,0,0,TRUE
3,2,1.12,0.8125,0.5,1,1,FALSE
2,6,2,0.875,0.75,0,0,FALSE
2,9,2,0.903226,0.4,1,2,FALSE
1,4,0.5,0,0.5,0,0,FALSE
1,1,0.5,0,0.5,0,0,FALSE
2,8,2,0.903226,0.4,1,2,FALSE
2,5,2,0.862069,0.666667,0,0,FALSE
