@relation velocityA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N20-F20-weka.filters.supervised.instance.Resample-B1.0-S1-Z66.66666667-no-replacement

@attribute dit numeric
@attribute cbo numeric
@attribute lcom3 numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute Faultiness {TRUE,FALSE}

@data
1,14,0.675926,0,0.369231,0,0,TRUE
1,5,2,0,0.5,0,0,TRUE
2,10,2,0.9,0.4,1,2,TRUE
2,13,0.777778,0.466667,0.246914,0,0,TRUE
2,10,2,0.931034,0.416667,1,1,TRUE
1,5,2,0,0.266667,0,0,TRUE
2,2,2,0.714286,0.666667,1,2,TRUE
4,3,1.5,0.964286,0.666667,2,3,FALSE
1,6,0,0,0.5,0,0,FALSE
2,2,2,0.8,0.666667,0,0,FALSE
1,16,1,0,0.4,0,0,FALSE
4,9,1.5,0.964286,0.666667,2,4,FALSE
1,16,0.5,0,0.177778,1,1,FALSE
