@relation velocityA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N20-F20-weka.filters.supervised.instance.Resample-B1.0-S1-Z66.66666667-no-replacement

@attribute dit numeric
@attribute cbo numeric
@attribute lcom3 numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute Faultiness {TRUE,FALSE}

@data
2,3,2,0.964286,0.533333,0,0,TRUE
2,10,2,0.941176,1,1,1,TRUE
1,6,0.666667,0,0.625,0,0,TRUE
1,7,0.6875,0,0.351852,0,0,TRUE
1,6,0.4,0,0.458333,0,0,TRUE
1,5,0.703297,0,0.346154,0,0,TRUE
2,3,0.333333,0.558824,0.5,1,6,TRUE
1,16,1,0,0.4,0,0,FALSE
2,5,2,0.967742,0.533333,0,0,FALSE
1,3,0.962963,0,0.388889,0,0,FALSE
2,9,0.75,0.903226,0.4,0,0,FALSE
4,4,1.2,0.915254,0.366667,2,4,FALSE
2,6,0.8,0.903226,0.4,0,0,FALSE
