@relation velocityA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N20-F20-weka.filters.supervised.instance.Resample-B1.0-S1-Z66.66666667-no-replacement

@attribute dit numeric
@attribute cbo numeric
@attribute lcom3 numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute Faultiness {TRUE,FALSE}

@data
1,1,0.444444,0,0.625,0,0,TRUE
1,4,2,0,0.5,0,0,TRUE
2,8,2,0.9,0.4,1,1,TRUE
1,6,2,0,0.325,0,0,TRUE
2,17,0.52381,0.823529,0.28125,1,1,TRUE
2,13,0.777778,0.466667,0.246914,0,0,TRUE
1,13,1.333333,0,0.55,0,0,TRUE
2,9,0.8,0.903226,0.4,0,0,FALSE
1,12,2,0,0.68,0,0,FALSE
2,5,2,0.965517,0.533333,0,0,FALSE
1,16,0.5,0,0.177778,1,1,FALSE
1,1,0.5,0,0.5,0,0,FALSE
4,4,1.2,0.915254,0.366667,2,4,FALSE
1,60,0.733909,0,0.147804,0,0,FALSE
