@relation 'Keymind - BA-weka.filters.supervised.instance.Resample-B1.0-S1-Z176.5823'

@attribute NR numeric
@attribute NFIX numeric
@attribute CHURN_SUM numeric
@attribute CHURN_AVG numeric
@attribute AGE numeric
@attribute Violations numeric
@attribute Size.Next numeric
@attribute Faultiness {FALSE,TRUE}

@data
5,1,0,0,43,0,28,FALSE
1,0,0,0,19,0,11,FALSE
0,0,0,0,-19,0,251,FALSE
0,0,0,0,-23,0,250,FALSE
3,0,18,6,19,47,9,FALSE
0,0,0,0,-19,15,26,FALSE
0,0,0,0,-47,0,89,FALSE
0,0,0,0,-19,0,466,FALSE
0,0,0,0,-45,0,9,FALSE
2,1,0,0,23,0,4,FALSE
0,0,0,0,-45,2,12,FALSE
0,0,0,0,-19,0,15,FALSE
0,0,0,0,-19,0,134,FALSE
0,0,0,0,-41,12,22,FALSE
0,0,0,0,-23,0,16,FALSE
0,0,0,0,-47,3,9,FALSE
0,0,0,0,-19,0,239,FALSE
2,1,0,0,19,0,4,FALSE
0,0,0,0,-23,16,25,FALSE
0,0,0,0,-41,0,9,FALSE
0,0,0,0,-19,0,251,FALSE
0,0,0,0,-19,15,26,FALSE
4,2,9,4,22,0,26,FALSE
6,1,0,0,28,0,11,FALSE
3,1,0,0,29,43,98,FALSE
0,0,0,0,-23,0,30,FALSE
0,0,0,0,-41,2,12,FALSE
0,0,0,0,-1,0,23,FALSE
0,0,0,0,-19,0,16,FALSE
0,0,0,0,-17,0,0,FALSE
1,0,0,0,26,19,25,FALSE
0,0,0,0,-23,17,29,FALSE
2,1,0,0,22,7,10,FALSE
2,2,0,0,18,64,53,FALSE
0,0,0,0,-23,0,466,FALSE
5,3,27,13,25,59,90,FALSE
4,2,9,4,22,0,26,FALSE
0,0,0,0,-23,16,25,FALSE
0,0,0,0,-41,3,43,FALSE
3,0,0,0,25,0,40,FALSE
0,0,0,0,-19,0,40,FALSE
2,2,0,0,26,0,11,FALSE
6,1,45,9,24,0,11,FALSE
0,0,0,0,-41,0,11,FALSE
0,0,0,0,-43,0,21,FALSE
1,0,1,1,21,29,63,FALSE
0,0,0,0,-19,1,11,FALSE
1,1,0,0,19,61,9,FALSE
6,1,0,0,28,0,11,FALSE
3,3,0,0,23,78,44,FALSE
7,1,11,2,22,16,19,FALSE
0,0,0,0,-23,0,57,FALSE
4,2,0,0,25,0,11,FALSE
0,0,0,0,-19,0,466,FALSE
3,2,9,9,14,80,12,FALSE
0,0,0,0,-19,0,9,FALSE
0,0,0,0,-5,0,38,FALSE
3,2,0,0,43,0,9,FALSE
0,0,0,0,-23,0,20,FALSE
1,1,0,0,24,76,143,FALSE
0,0,0,0,-19,1,11,FALSE
3,3,0,0,27,78,44,FALSE
0,0,0,0,-19,0,35,FALSE
0,0,0,0,-19,0,15,FALSE
0,0,0,0,-43,0,100,FALSE
5,1,-9,-2,21,0,26,FALSE
7,1,88,15,22,211,11,FALSE
2,0,9,4,21,0,119,FALSE
1,0,0,0,25,25,119,FALSE
3,1,0,0,26,0,10,FALSE
0,0,0,0,-19,0,16,FALSE
4,2,0,0,25,0,11,FALSE
0,0,0,0,-19,0,466,FALSE
6,1,0,0,44,0,11,FALSE
7,4,0,0,44,110,54,FALSE
17,5,135,11,24,0,11,FALSE
1,0,0,0,25,0,51,FALSE
12,8,5,1,23,0,10,FALSE
3,2,0,0,26,0,9,FALSE
8,4,0,0,28,0,26,FALSE
0,0,0,0,-17,0,0,FALSE
2,0,0,0,25,0,36,FALSE
1,1,0,0,10,38,9,FALSE
0,0,0,0,-23,17,29,FALSE
0,0,0,0,-5,0,23,FALSE
0,0,0,0,-43,4,9,FALSE
0,0,0,0,-23,0,57,FALSE
3,2,0,0,18,80,12,FALSE
0,0,0,0,-21,0,0,FALSE
2,0,2,1,21,0,36,FALSE
2,2,0,0,25,33,9,FALSE
0,0,0,0,-23,0,152,FALSE
2,2,0,0,18,64,53,FALSE
0,0,0,0,-19,15,26,FALSE
0,0,0,0,-19,0,466,FALSE
0,0,0,0,-19,0,40,FALSE
0,0,0,0,-23,0,30,FALSE
12,8,5,1,23,0,10,FALSE
2,1,0,0,43,0,11,FALSE
0,0,0,0,-43,0,47,FALSE
3,2,0,0,22,0,24,FALSE
0,0,0,0,-19,0,251,FALSE
0,0,0,0,-19,0,35,FALSE
0,0,0,0,-19,0,11,FALSE
0,0,0,0,-43,4,9,FALSE
0,0,0,0,-43,0,47,FALSE
2,0,0,0,25,0,36,FALSE
7,4,0,0,44,110,54,FALSE
