@relation antA-weka.filters.supervised.instance.Resample-B0.0-S1-Z50.0-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute moa numeric
@attribute cam numeric
@attribute amc numeric
@attribute Faultiness {FALSE,TRUE}

@data
2,7,6,1,4,2,20,0,0.875,4,FALSE
4,6,0,3,3,0,30,0,0.666667,8.666667,FALSE
16,1,0,1,1,2,1,0,1,0,FALSE
3,19,8,1,9,0.53125,119,0,0.518519,11.777778,FALSE
4,15,0,3,4,0.333333,109,0,0.5,25.75,FALSE
7,81,40,3,10,0.821429,1159,8,0.25,65.941176,FALSE
3,63,297,2,10,0.778846,527,2,0.37963,18.222222,FALSE
4,13,0,3,4,0.666667,60,1,0.75,13.25,FALSE
3,18,4,3,3,1,111,0,0.75,26.25,FALSE
25,108,964,20,44,0.946302,816,4,0.154167,15.5625,FALSE
4,13,0,4,5,0.5,65,0,0.8,11.6,FALSE
2,2,0,1,1,2,4,0,1,3,FALSE
9,7,21,1,7,2,7,0,1,0,FALSE
4,20,0,4,4,0.333333,145,1,0.9,27.4,FALSE
17,14,0,5,2,0,103,1,0.666667,50,FALSE
5,9,2,5,4,0.666667,48,0,0.5,10.5,FALSE
5,18,0,4,5,0.555556,113,0,0.47619,14.714286,FALSE
5,68,407,3,13,0.904762,624,2,0.316129,18.451613,FALSE
2,1,0,2,1,2,1,0,1,0,FALSE
7,15,0,2,4,0.333333,77,0,0.4375,18,FALSE
26,1,0,1,1,2,1,0,1,0,FALSE
6,34,4,4,6,0.651515,367,0,0.3125,29.083333,FALSE
7,40,129,7,16,0.936508,252,0,0.381579,11.526316,FALSE
4,2,1,2,2,2,2,0,0.75,0,FALSE
8,22,15,5,3,0.8,163,0,0.305556,25.833333,FALSE
1,35,4,0,4,0.583333,354,0,0.5,69.2,FALSE
7,13,1,6,2,2,66,0,1,31.5,FALSE
7,19,4,4,4,0.75,151,0,0.4,28.8,FALSE
1,14,28,0,8,2,274,0,0.45,33.25,FALSE
6,12,10,3,3,2,86,0,0.533333,16.2,FALSE
5,32,70,2,9,0.833333,158,1,0.083333,10.846154,FALSE
12,64,69,10,5,0.807692,531,2,0.246032,36.642857,FALSE
7,8,3,4,2,2,27,0,0.666667,8,FALSE
5,66,348,3,12,0.810714,567,2,0.317241,18.206897,FALSE
14,42,29,12,5,0.725,395,1,0.232323,34.545455,FALSE
