@relation ivyA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F10-weka.filters.supervised.instance.Resample-B1.0-S1-Z160.8695652

@attribute cbo numeric
@attribute rfc numeric
@attribute ce numeric
@attribute loc numeric
@attribute mfa numeric
@attribute cam numeric
@attribute Faultiness {FALSE,TRUE}

@data
8,20,6,155,0,0.444444,FALSE
7,12,2,74,0.285714,0.290909,FALSE
13,5,2,5,0,0.666667,FALSE
8,3,0,14,0.8,0.625,FALSE
6,6,1,32,0,0.466667,FALSE
4,4,1,16,0,0.666667,FALSE
14,10,3,10,0,0.366667,FALSE
11,4,0,20,0,0.555556,FALSE
4,30,2,183,0,0.5,FALSE
4,4,1,16,0,0.666667,FALSE
15,78,15,408,0.753846,0.254902,FALSE
28,80,0,508,0,0.107813,FALSE
26,111,23,957,0,0.3,FALSE
14,21,3,75,0,0.4,FALSE
7,29,5,171,0.388889,0.25,FALSE
8,20,6,155,0,0.444444,FALSE
8,3,0,14,0.8,0.625,FALSE
5,6,4,21,0.5,0.5,FALSE
7,63,0,939,0,0.345238,FALSE
9,2,0,2,0,1,FALSE
1,7,0,34,0,0.555556,FALSE
3,8,0,51,0,0.535714,FALSE
3,8,0,51,0,0.535714,FALSE
3,19,2,67,0,0.318182,FALSE
26,11,2,41,0,0.466667,FALSE
7,63,0,939,0,0.345238,FALSE
13,30,10,149,0,0.5,FALSE
7,29,5,171,0.388889,0.25,FALSE
6,6,1,32,0,0.466667,FALSE
9,4,0,4,0,0.666667,FALSE
15,78,15,408,0.753846,0.254902,FALSE
10,47,9,258,0,0.416667,FALSE
10,47,9,258,0,0.416667,FALSE
5,8,0,20,1,0.666667,FALSE
4,2,3,9,1,1,FALSE
1,7,0,34,0,0.555556,FALSE
12,64,12,464,0.7,0.345455,TRUE
6,33,4,229,0,0.48,TRUE
14,65,13,402,0.671233,0.37,TRUE
14,65,13,402,0.671233,0.37,TRUE
12,64,12,464,0.7,0.345455,TRUE
32,82,7,926,0,0.226337,TRUE
7,21,4,108,0,0.5625,TRUE
14,65,13,402,0.671233,0.37,TRUE
12,64,12,464,0.7,0.345455,TRUE
14,65,13,402,0.671233,0.37,TRUE
15,68,14,472,0.676471,0.180124,TRUE
15,68,14,472,0.676471,0.180124,TRUE
17,57,15,346,0.85,0.192308,TRUE
10,44,9,432,0,0.357143,TRUE
10,44,9,432,0,0.357143,TRUE
3,35,1,303,0,0.357143,TRUE
7,21,4,108,0,0.5625,TRUE
3,35,1,303,0,0.357143,TRUE
6,33,4,229,0,0.48,TRUE
17,57,15,346,0.85,0.192308,TRUE
10,44,9,432,0,0.357143,TRUE
12,64,12,464,0.7,0.345455,TRUE
17,57,15,346,0.85,0.192308,TRUE
14,65,13,402,0.671233,0.37,TRUE
15,68,14,472,0.676471,0.180124,TRUE
3,35,1,303,0,0.357143,TRUE
15,68,14,472,0.676471,0.180124,TRUE
14,65,13,402,0.671233,0.37,TRUE
32,82,7,926,0,0.226337,TRUE
6,33,4,229,0,0.48,TRUE
12,64,12,464,0.7,0.345455,TRUE
14,65,13,402,0.671233,0.37,TRUE
32,82,7,926,0,0.226337,TRUE
32,82,7,926,0,0.226337,TRUE
3,35,1,303,0,0.357143,TRUE
15,68,14,472,0.676471,0.180124,TRUE
