@relation antA-weka.filters.supervised.instance.Resample-B1.0-S1-Z38.755556-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute moa numeric
@attribute cam numeric
@attribute amc numeric
@attribute Faultiness {FALSE,TRUE}

@data
20,41,0,7,13,0.461538,174,1,0.392857,11.285714,FALSE
10,44,0,10,14,0.730769,199,1,0.255102,12.928571,FALSE
12,64,52,11,13,0.793269,642,1,0.242647,36,FALSE
7,19,3,6,2,1,93,0,0.5,29.666667,FALSE
4,16,0,4,4,0.333333,59,0,0.875,13.5,FALSE
10,69,15,10,2,0.5,453,0,0.367347,63.571429,FALSE
5,8,3,0,7,0.75,47,0,0.47619,5.142857,FALSE
9,34,10,9,7,0.729167,214,0,0.3125,22.111111,FALSE
8,38,45,6,6,0.775,202,0,0.285714,17,FALSE
3,7,0,2,4,0,161,0,0.75,38.5,FALSE
10,31,18,10,4,0.809524,149,1,0.357143,17.25,FALSE
5,7,1,4,3,0.5,29,0,0.666667,8.333333,FALSE
5,4,6,1,4,2,4,0,0.5,0,FALSE
17,3,3,0,3,2,3,0,1,0,FALSE
7,8,3,4,2,2,27,0,0.666667,8,FALSE
0,7,0,0,3,0,19,0,0.666667,5,FALSE
21,155,1670,21,59,0.917188,1504,5,0.244141,21.830769,FALSE
3,17,0,1,3,0.25,196,0,0.666667,63,FALSE
18,8,3,3,6,0.4,39,0,0.5,5.333333,FALSE
1,40,18,0,7,0.666667,464,0,0.346939,56.625,FALSE
2,7,6,1,4,2,20,0,0.875,4,FALSE
10,33,0,10,6,0.6,511,0,0.555556,83.5,FALSE
10,60,114,6,14,0.605263,557,0,0.264286,26.65,FALSE
2,11,3,1,3,0.6,56,0,0.666667,8,FALSE
9,31,15,7,10,0.666667,166,1,0.3,15.3,FALSE
7,35,4,7,7,0.714286,265,0,0.46875,31.375,FALSE
11,7,21,1,7,2,7,0,1,0,FALSE
7,71,14,5,16,0.866071,569,1,0.163399,31.647059,FALSE
3,37,41,2,14,0.696429,437,1,0.311111,27.333333,FALSE
4,4,1,3,1,2,11,0,0.666667,4.5,FALSE
8,23,0,3,8,0.5,148,1,0.288889,14.888889,FALSE
5,18,0,4,5,0.708333,126,0,0.47619,16.428571,FALSE
4,20,0,4,4,0.333333,144,1,0.9,27.2,FALSE
6,12,10,3,3,2,86,0,0.533333,16.2,FALSE
51,10,8,0,3,0.3125,69,1,0.583333,12,FALSE
243,27,0,1,15,0.392857,157,1,0.322222,9.333333,FALSE
13,25,0,9,7,0.458333,199,2,0.392857,26.857143,FALSE
5,19,8,1,9,0.53125,119,0,0.518519,11.777778,FALSE
15,83,142,13,8,0.78,799,5,0.186508,36.571429,FALSE
4,39,22,3,6,0.785714,377,0,0.166667,45.875,FALSE
6,41,21,6,7,0.793651,360,0,0.45,34.3,FALSE
1,10,2,0,4,0.866667,93,0,0.5,21,FALSE
31,62,0,8,16,0.617647,396,1,0.215278,20.777778,FALSE
11,56,24,11,19,0.7875,715,0,0.285714,32.666667,FALSE
7,13,1,6,2,2,66,0,1,31.5,FALSE
15,56,86,12,6,0.8,375,2,0.226667,22.25,FALSE
4,13,78,0,13,2,13,0,0.326923,0,FALSE
