@relation xercesA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N4-F4-weka.filters.supervised.instance.Resample-B1.0-S1-Z155.3113553

@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute max_cc numeric
@attribute Faultiness {TRUE,FALSE}

@data
12,1,0,0,28,0,12,0.5,0.19697,0,0,1,TRUE
12,1,0,5,23,4,8,0.670455,0.319444,0,0,11,TRUE
4,3,0,5,17,5,1,0.666667,0.5,2,7,1,TRUE
8,4,0,0,14,0,8,0.428571,0.45,0,0,1,TRUE
2,1,0,0,2,0,2,2,1,0,0,1,TRUE
39,2,0,10,72,9,2,1,0.184211,1,12,12,TRUE
5,1,0,8,8,6,5,0.5,0.4,0,0,1,TRUE
3,4,0,4,7,4,1,0.75,0.555556,2,7,1,TRUE
13,1,0,13,52,12,7,0.757576,0.307692,0,0,3,TRUE
12,1,0,35,75,21,7,0.965787,0.20979,0,0,31,TRUE
8,4,0,26,12,1,8,0.285714,0.4375,0,0,1,TRUE
12,2,0,6,75,4,9,2,0.25,2,7,30,TRUE
1,4,0,0,2,0,1,2,1,0,0,0,TRUE
10,1,1,5,11,2,10,0.888889,0.4,0,0,1,TRUE
12,2,0,6,75,4,9,2,0.25,2,7,30,TRUE
5,2,0,2,13,1,3,0.5,0.6,1,1,1,TRUE
0,1,0,0,0,0,0,2,0,0,0,0,TRUE
62,1,0,24,130,17,39,0.850198,0.138249,0,0,6,TRUE
9,2,0,6,34,5,7,0.669118,0.285714,0,0,1,TRUE
4,3,0,6,9,5,0,0.380952,0.40625,1,3,1,TRUE
8,4,0,26,12,1,8,0.285714,0.4375,0,0,1,TRUE
1,1,0,0,1,0,1,2,1,0,0,1,TRUE
4,1,0,0,4,0,4,2,0.625,0,0,1,TRUE
5,4,0,3,8,3,5,2,0.6,1,4,1,TRUE
31,2,0,13,58,12,24,0.814583,0.20303,1,4,5,TRUE
3,1,0,0,3,0,3,2,1,0,0,1,TRUE
12,2,0,6,75,4,9,2,0.25,2,7,30,TRUE
4,3,0,6,9,5,0,0.380952,0.40625,1,3,1,TRUE
17,1,0,0,17,0,17,2,0.455882,0,0,1,TRUE
2,1,0,0,2,0,2,2,1,0,0,1,TRUE
8,1,1,0,16,0,6,0.785714,0.571429,0,0,1,TRUE
5,4,0,3,8,3,5,2,0.6,1,4,1,TRUE
17,1,0,0,17,0,17,2,0.455882,0,0,1,TRUE
6,1,2,5,18,3,5,0.8,0.533333,0,0,14,TRUE
13,1,0,13,52,12,7,0.757576,0.307692,0,0,3,TRUE
45,2,0,13,63,10,16,0.89678,0.119298,1,5,5,TRUE
5,4,0,3,8,3,5,2,0.6,1,4,1,TRUE
62,1,0,24,130,17,39,0.850198,0.138249,0,0,6,TRUE
5,2,0,2,13,1,3,0.5,0.6,1,1,1,TRUE
6,1,2,5,18,3,5,0.8,0.533333,0,0,14,TRUE
42,1,0,11,52,0,42,0.899187,0.257937,0,0,12,TRUE
7,1,0,1,9,0,4,0.875,0.25,0,0,4,TRUE
4,1,0,0,4,0,4,2,1,0,0,1,TRUE
1,4,0,0,2,0,1,2,1,0,0,0,TRUE
12,1,0,5,23,4,8,0.670455,0.319444,0,0,11,TRUE
12,1,0,35,75,21,7,0.965787,0.20979,0,0,31,TRUE
7,1,0,1,9,0,4,0.875,0.25,0,0,4,TRUE
12,1,0,0,24,0,12,0.30303,0.4375,0,0,2,TRUE
7,1,0,1,9,0,4,0.875,0.25,0,0,4,TRUE
62,1,0,24,130,17,39,0.850198,0.138249,0,0,6,TRUE
8,2,0,3,22,2,6,0.619048,0.3,1,1,1,TRUE
2,2,0,1,6,1,2,2,1,0,0,1,TRUE
5,2,0,2,13,1,3,0.5,0.6,1,1,1,TRUE
1,1,0,0,1,0,1,2,1,0,0,1,TRUE
0,1,0,0,0,0,0,2,0,0,0,0,TRUE
