@relation xercesA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N4-F4-weka.filters.supervised.instance.Resample-B1.0-S1-Z155.3113553

@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute max_cc numeric
@attribute Faultiness {TRUE,FALSE}

@data
3,3,0,0,4,0,2,0.5,1,0,0,1,TRUE
3,3,0,0,4,0,2,0.5,1,0,0,1,TRUE
9,1,0,0,9,0,9,2,0.592593,0,0,1,TRUE
49,2,1,10,124,8,41,0.9,0.131944,2,9,3,TRUE
9,1,3,14,14,2,8,0.982143,0.288889,0,0,3,TRUE
3,3,0,0,4,0,2,0.5,1,0,0,1,TRUE
2,1,0,2,2,1,2,2,0.75,0,0,1,TRUE
11,2,0,7,49,7,5,2,0.324675,1,9,13,TRUE
45,2,0,13,63,10,16,0.89678,0.119298,1,5,5,TRUE
3,1,0,0,3,0,3,2,1,0,0,1,TRUE
63,2,1,25,228,20,42,0.874194,0.152074,2,18,6,TRUE
8,2,0,3,22,2,6,0.619048,0.3,1,1,1,TRUE
1,1,0,0,1,0,1,2,1,0,0,1,TRUE
8,2,0,2,32,2,7,1.040816,0.46875,1,1,6,TRUE
21,1,0,9,27,1,20,0.806667,0.371429,0,0,6,TRUE
1,4,0,0,2,0,1,2,1,0,0,0,TRUE
13,1,0,0,13,0,13,2,0.538462,0,0,1,TRUE
10,1,0,0,15,0,10,0.777778,0.375,0,0,1,TRUE
5,3,0,0,6,0,5,0,0.6,0,0,1,TRUE
95,1,0,59,297,55,55,0.944105,0.085474,0,0,17,TRUE
3,1,0,21,3,0,3,1.5,0.533333,0,0,1,TRUE
5,3,0,0,6,0,5,0,0.6,0,0,1,TRUE
11,2,0,7,49,7,5,2,0.324675,1,9,13,TRUE
71,1,0,17,193,16,23,0.924861,0.147959,0,0,3,TRUE
8,2,0,3,22,2,6,0.619048,0.3,1,1,1,TRUE
3,1,0,21,3,0,3,1.5,0.533333,0,0,1,TRUE
2,1,0,2,2,1,2,2,0.75,0,0,1,TRUE
8,2,0,2,32,2,7,1.040816,0.46875,1,1,6,TRUE
2,1,0,2,2,1,2,2,0.75,0,0,1,TRUE
13,1,0,2,24,2,9,0.6875,0.307692,0,0,11,TRUE
7,2,1,5,12,3,7,0.916667,0.52381,1,4,3,TRUE
