@relation camelA-weka.filters.supervised.instance.Resample-B1.0-S1-Z41.491086-no-replacement

@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute lcom numeric
@attribute ca numeric
@attribute npm numeric
@attribute loc numeric
@attribute cbm numeric
@attribute max_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
1,0,1,149,1,18,114,0,2,FALSE
0,2,17,39,2,2,221,0,2,FALSE
2,0,5,0,1,1,42,0,3,FALSE
1,0,9,26,7,8,166,0,4,FALSE
1,0,44,147,40,17,404,1,6,FALSE
1,0,9,15,7,3,91,0,2,FALSE
5,0,4,0,2,3,32,0,1,FALSE
1,0,188,0,187,1,1,0,1,FALSE
0,0,10,2,1,3,75,0,1,FALSE
1,0,18,1,18,2,2,0,1,FALSE
5,1,4,3,3,3,17,0,0,FALSE
6,0,5,0,1,1,42,1,3,FALSE
1,0,2,1,1,2,16,0,3,FALSE
4,0,18,22,4,7,141,0,1,FALSE
3,0,4,1,0,1,9,1,1,FALSE
1,0,8,13,1,6,54,0,2,FALSE
4,0,13,0,1,3,310,1,1,FALSE
3,0,10,0,1,5,203,0,1,FALSE
2,0,19,47,5,11,82,1,1,FALSE
6,0,2,0,1,2,25,0,1,FALSE
1,0,25,85,4,11,461,0,6,FALSE
3,0,7,4,1,3,61,1,1,FALSE
1,0,10,0,10,1,1,0,1,FALSE
1,0,4,0,1,1,1,0,1,FALSE
1,0,43,0,43,1,1,0,1,FALSE
4,0,3,1,2,2,12,0,0,FALSE
2,0,13,6,8,4,25,1,1,FALSE
3,0,16,43,2,8,93,1,1,FALSE
2,0,4,0,0,4,80,1,3,FALSE
4,0,8,10,3,5,28,1,1,FALSE
2,14,22,16,15,6,77,1,2,FALSE
1,0,34,22,3,9,247,0,1,FALSE
1,0,5,0,2,1,1,0,1,FALSE
2,0,1,3,0,3,12,2,1,FALSE
2,0,9,4,2,5,53,0,1,FALSE
2,0,7,4,4,5,42,0,1,FALSE
1,0,2,6,0,3,37,0,2,FALSE
0,0,5,1,1,2,40,0,1,FALSE
1,0,3,3,1,3,14,0,1,FALSE
1,0,6,1,4,2,2,0,1,FALSE
2,4,9,7,4,5,49,0,2,FALSE
3,0,4,2,1,5,40,1,2,FALSE
1,0,10,6,0,3,76,0,1,FALSE
1,0,6,1,0,2,23,0,1,FALSE
5,0,2,0,1,2,25,0,1,FALSE
3,1,9,0,4,5,41,1,1,FALSE
5,0,2,1,0,1,15,1,1,FALSE
2,0,8,4,2,7,79,0,2,FALSE
0,0,16,52,4,4,120,0,2,FALSE
3,0,8,60,1,9,101,1,3,FALSE
1,0,11,21,4,3,167,0,3,FALSE
4,0,11,19,3,5,94,0,1,FALSE
3,0,21,59,9,13,208,2,3,FALSE
1,9,9,1,9,3,14,0,1,FALSE
1,0,5,0,4,1,1,0,1,FALSE
1,0,4,0,2,2,33,0,2,FALSE
1,2,8,3,2,2,96,0,3,FALSE
1,0,5,0,2,1,1,0,1,FALSE
1,0,13,1436,0,45,634,0,6,FALSE
3,0,12,0,1,5,114,1,2,FALSE
0,0,7,1,1,2,48,0,1,FALSE
3,3,10,6,10,4,20,0,0,FALSE
3,0,18,1,1,2,136,0,1,FALSE
2,0,12,5,2,3,70,1,1,FALSE
2,0,3,0,3,7,66,0,2,FALSE
1,0,10,0,5,10,136,0,2,FALSE
6,0,3,0,1,1,13,0,0,FALSE
1,0,3,1,2,2,2,0,1,FALSE
1,0,6,61,2,14,81,0,1,FALSE
1,0,9,815,4,35,792,0,1,FALSE
1,0,0,0,0,0,0,0,0,FALSE
1,0,2,1,2,2,2,0,1,FALSE
0,0,5,0,1,9,213,0,1,FALSE
1,0,0,0,0,0,0,0,0,FALSE
1,0,10,386,1,29,382,0,4,FALSE
2,0,10,4,9,2,89,1,1,FALSE
1,0,2,0,1,0,0,0,0,FALSE
3,0,8,49,3,14,164,8,3,FALSE
3,0,6,28,3,13,123,2,1,FALSE
1,0,16,3,14,3,3,0,1,FALSE
1,3,8,46,6,8,102,0,2,FALSE
1,0,4,24,0,5,125,0,2,FALSE
1,0,116,153,116,18,18,0,1,FALSE
1,0,8,6,5,3,62,0,3,FALSE
1,0,7,6,6,4,4,0,1,FALSE
