@relation xercesA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F10-weka.filters.supervised.instance.Resample-B1.0-S1-Z154.1284404

@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute max_cc numeric
@attribute Faultiness {TRUE,FALSE}

@data
7,1,0,7,8,6,7,2,0.265306,0,0,1,TRUE
2,1,0,2,2,1,2,2,0.75,0,0,1,TRUE
1,1,0,0,1,0,1,2,1,0,0,1,TRUE
6,1,0,2,6,1,6,2,0.75,0,0,1,TRUE
3,1,0,0,3,0,3,2,1,0,0,1,TRUE
4,1,0,0,4,0,4,2,1,0,0,1,TRUE
31,2,0,13,58,12,24,0.814583,0.20303,1,4,5,TRUE
7,1,0,7,8,6,7,2,0.265306,0,0,1,TRUE
3,1,0,0,3,0,3,2,1,0,0,1,TRUE
47,1,0,23,111,17,18,0.944317,0.150725,0,0,2,TRUE
3,4,0,6,12,4,2,2,0.428571,1,7,1,TRUE
33,2,2,14,69,12,20,0.534722,0.1875,1,3,2,TRUE
31,2,0,13,58,12,24,0.814583,0.20303,1,4,5,TRUE
3,4,0,6,12,4,2,2,0.428571,1,7,1,TRUE
33,2,2,14,69,12,20,0.534722,0.1875,1,3,2,TRUE
33,2,2,14,69,12,20,0.534722,0.1875,1,3,2,TRUE
2,1,0,0,2,0,2,2,1,0,0,1,TRUE
8,2,0,2,17,1,6,0.666667,0.375,1,1,1,TRUE
31,2,0,13,58,12,24,0.814583,0.20303,1,4,5,TRUE
1,1,0,0,1,0,1,2,1,0,0,1,TRUE
12,2,0,6,75,4,9,2,0.25,2,7,30,TRUE
8,2,0,2,17,1,6,0.666667,0.375,1,1,1,TRUE
47,1,0,23,111,17,18,0.944317,0.150725,0,0,2,TRUE
86,1,0,46,255,44,51,0.943103,0.101329,0,0,17,TRUE
4,3,0,6,13,6,1,0.666667,0.5,2,7,2,TRUE
10,4,1,5,15,2,10,0.933333,0.4,2,6,2,TRUE
30,2,1,11,73,8,27,0.87931,0.34,1,13,6,TRUE
4,1,0,3,12,0,2,0.666667,0.5,0,0,1,TRUE
6,1,0,2,6,1,6,2,0.75,0,0,1,TRUE
86,1,0,46,255,44,51,0.943103,0.101329,0,0,17,TRUE
3,4,0,6,12,4,2,2,0.428571,1,7,1,TRUE
12,2,0,6,75,4,9,2,0.25,2,7,30,TRUE
8,2,0,2,32,2,7,1.040816,0.46875,1,1,6,TRUE
33,2,2,14,69,12,20,0.534722,0.1875,1,3,2,TRUE
33,2,2,14,69,12,20,0.534722,0.1875,1,3,2,TRUE
8,2,0,2,32,2,7,1.040816,0.46875,1,1,6,TRUE
7,1,0,7,8,6,7,2,0.265306,0,0,1,TRUE
8,2,0,2,17,1,6,0.666667,0.375,1,1,1,TRUE
8,2,0,2,17,1,6,0.666667,0.375,1,1,1,TRUE
20,1,0,1,29,0,14,0.547368,0.31,0,0,10,TRUE
2,1,0,0,2,0,2,2,1,0,0,1,TRUE
2,1,0,2,2,1,2,2,0.75,0,0,1,TRUE
30,2,1,11,73,8,27,0.87931,0.34,1,13,6,TRUE
