@relation synapseA-weka.filters.supervised.instance.Resample-B0.0-S1-Z75.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z156.1904762

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute dam numeric
@attribute avg_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
10,16,3,10,0,1.6667,FALSE
0,2,0,0,0,0,FALSE
4,31,0,0,1,2,FALSE
6,16,2,6,1,2,FALSE
9,32,0,7,1,2.625,FALSE
12,65,3,11,0.5,7,FALSE
12,30,7,12,0.666667,1,FALSE
9,23,3,9,0,2.3333,FALSE
2,22,231,0,0,1,FALSE
11,18,10,9,1,0.6,FALSE
16,24,8,7,0.5,1.2,FALSE
13,14,0,2,1,1.4286,FALSE
12,14,1,5,0,1.5,FALSE
6,33,2,5,1,1.6,FALSE
11,36,17,9,0.833333,1.9091,FALSE
10,30,2,10,1,4.25,FALSE
9,2,1,1,0,1,FALSE
12,31,0,12,0.25,0.6,FALSE
2,4,0,0,1,0.6667,FALSE
3,32,4,0,0.8,2,FALSE
10,23,4,10,1,4,FALSE
11,13,15,11,0,0.8333,FALSE
18,15,1,15,0,3.5,FALSE
2,8,3,1,0,0,FALSE
8,17,9,5,1,1.8571,FALSE
14,35,13,14,0.333333,1.5,FALSE
14,30,1,12,0,12.5,FALSE
15,8,1,4,0,2.5,FALSE
7,17,8,5,0.666667,1.6,FALSE
2,8,3,1,0,0,FALSE
15,22,8,8,0.5,1,FALSE
4,2,1,2,0,1,FALSE
2,12,22,1,1,1.2222,FALSE
9,13,6,9,0,0.75,FALSE
8,11,1,6,1,0.3333,FALSE
14,30,0,12,1,4.75,FALSE
10,23,1,8,0,5.5,FALSE
7,13,3,7,0,1.3333,FALSE
14,48,33,7,0.5,1.4,FALSE
9,12,26,3,0.428571,0.7778,FALSE
14,14,1,10,0,3.5,FALSE
11,13,15,11,0,0.8333,FALSE
10,8,28,3,0,1,FALSE
8,17,0,6,1,3,FALSE
9,28,6,9,0.666667,0.8,FALSE
