@relation camelA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N4-F4

@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute lcom numeric
@attribute ca numeric
@attribute npm numeric
@attribute loc numeric
@attribute cbm numeric
@attribute max_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
3,0,4,30,1,9,50,5,1,FALSE
3,0,9,3,2,3,43,0,1,FALSE
1,0,1,0,1,0,0,0,0,FALSE
2,1,27,972,11,37,855,1,4,FALSE
1,0,13,1436,0,45,634,0,6,FALSE
5,0,2,3,1,3,17,0,0,FALSE
2,0,24,339,3,23,311,2,2,FALSE
2,0,11,22,3,8,57,0,1,FALSE
3,0,14,0,1,2,129,1,5,FALSE
1,0,9,3,7,3,3,0,1,FALSE
2,0,18,475,6,28,600,1,2,FALSE
1,0,10,73,0,10,192,0,2,FALSE
3,0,6,0,1,3,29,0,1,FALSE
2,1,34,562,2,32,628,0,5,FALSE
3,0,3,3,0,2,30,0,1,FALSE
3,0,5,0,1,1,30,1,1,FALSE
1,0,0,0,0,1,4,0,0,FALSE
1,0,12,0,11,1,1,0,1,FALSE
3,0,5,71,1,13,113,6,2,FALSE
1,0,6,6,5,4,5,0,1,FALSE
0,0,5,3,2,3,65,0,4,FALSE
5,0,4,0,2,2,25,0,1,FALSE
1,0,16,43,1,1,248,4,10,FALSE
1,0,6,0,1,2,31,0,1,FALSE
5,2,6,1,4,2,13,0,0,FALSE
3,0,7,0,1,2,56,1,1,FALSE
3,0,7,3,4,2,32,0,1,FALSE
1,0,23,270,11,24,133,0,1,FALSE
5,0,2,0,1,1,7,0,0,FALSE
3,1,11,8,5,7,127,0,2,FALSE
1,0,262,0,261,1,1,0,1,FALSE
5,0,4,0,2,2,23,0,1,FALSE
0,0,10,2,1,3,71,0,1,FALSE
1,0,1,1,1,2,37,0,3,FALSE
0,0,6,0,4,1,9,0,0,FALSE
1,0,1,0,1,1,1,0,1,FALSE
1,2,4,0,2,4,28,0,1,FALSE
2,0,11,1,1,6,126,1,2,FALSE
2,0,18,252,8,20,273,1,5,FALSE
2,0,8,0,1,2,83,2,3,FALSE
