@relation 'Keymind - BA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N4-F4-weka.filters.supervised.instance.Resample-B1.0-S1-Z174.6835443'

@attribute NR numeric
@attribute NFIX numeric
@attribute CHURN_SUM numeric
@attribute CHURN_AVG numeric
@attribute AGE numeric
@attribute Violations numeric
@attribute Size.Next numeric
@attribute Faultiness {FALSE,TRUE}

@data
0,0,0,0,-1,0,23,FALSE
5,3,0,0,45,59,90,FALSE
2,1,0,0,21,0,36,FALSE
6,2,0,0,43,15,16,FALSE
3,3,0,0,27,78,44,FALSE
4,2,0,0,21,0,11,FALSE
4,4,0,0,27,0,35,FALSE
0,0,0,0,-23,0,128,FALSE
0,0,0,0,-19,0,128,FALSE
0,0,0,0,-1,16,16,FALSE
0,0,0,0,-23,0,30,FALSE
1,0,0,0,25,0,51,FALSE
3,2,0,0,22,0,24,FALSE
2,1,0,0,23,0,4,FALSE
2,1,0,0,21,0,36,FALSE
0,0,0,0,-23,0,466,FALSE
0,0,0,0,-45,19,12,FALSE
0,0,0,0,-23,0,57,FALSE
0,0,0,0,-19,15,27,FALSE
3,2,-5,-5,22,0,9,FALSE
5,3,0,0,29,59,90,FALSE
2,1,0,0,23,0,4,FALSE
0,0,0,0,-19,15,27,FALSE
0,0,0,0,-43,0,143,FALSE
0,0,0,0,-23,0,30,FALSE
0,0,0,0,-23,0,11,FALSE
0,0,0,0,-19,15,27,FALSE
0,0,0,0,-23,0,128,FALSE
0,0,0,0,-20,0,58,FALSE
0,0,0,0,-19,18,27,FALSE
0,0,0,0,-5,0,23,FALSE
8,4,0,0,28,0,26,FALSE
0,0,0,0,-23,0,11,FALSE
3,3,0,0,27,78,44,FALSE
1,0,2,2,21,65,140,FALSE
4,1,0,0,44,0,16,FALSE
0,0,0,0,-45,19,12,FALSE
6,2,0,0,43,15,16,FALSE
0,0,0,0,-47,3,9,FALSE
7,1,0,0,43,16,19,FALSE
1,0,0,0,23,41,16,FALSE
0,0,0,0,-19,0,11,FALSE
1,0,1,1,21,25,119,FALSE
0,0,0,0,-23,0,152,FALSE
0,0,0,0,-1,0,23,FALSE
1,0,1,1,21,25,119,FALSE
0,0,0,0,-23,0,466,FALSE
0,0,0,0,-19,15,27,FALSE
2,1,0,0,21,24,15,FALSE
2,0,0,0,27,6,23,FALSE
0,0,0,0,-1,16,16,FALSE
2,1,0,0,23,0,4,FALSE
0,0,0,0,-23,0,152,FALSE
3,3,0,0,27,78,44,FALSE
1,0,0,0,25,29,63,FALSE
6,1,45,9,24,0,11,FALSE
0,0,0,0,-20,0,58,FALSE
0,0,0,0,-5,0,23,FALSE
0,0,0,0,-23,15,20,FALSE
2,1,0,0,23,0,4,FALSE
0,0,0,0,-23,0,466,FALSE
0,0,0,0,-1,0,23,FALSE
0,0,0,0,-19,16,25,FALSE
8,4,0,0,28,0,26,FALSE
4,1,0,0,44,0,16,FALSE
5,3,0,0,45,59,90,FALSE
11,0,135,12,19,12,9,FALSE
0,0,0,0,-19,18,27,FALSE
4,4,0,0,25,5,35,TRUE
14,7,-176,-25,24,0,11,TRUE
1,0,0,0,43,17,10,TRUE
14,7,-176,-25,24,0,11,TRUE
8,1,2,2,26,213,24,TRUE
8,1,2,2,26,213,24,TRUE
8,1,2,2,26,213,24,TRUE
4,4,0,0,29,5,35,TRUE
4,4,0,0,29,5,35,TRUE
14,4,0,0,44,0,26,TRUE
9,8,0,0,22,0,9,TRUE
1,0,0,0,43,17,10,TRUE
10,5,92,18,22,0,12,TRUE
8,1,2,2,26,213,24,TRUE
4,4,0,0,25,5,35,TRUE
1,0,0,0,43,17,10,TRUE
14,7,-176,-25,24,0,11,TRUE
4,4,0,0,29,5,35,TRUE
1,0,0,0,26,17,10,TRUE
14,4,0,0,44,0,26,TRUE
1,0,0,0,26,17,10,TRUE
1,0,0,0,26,17,10,TRUE
4,4,0,0,25,5,35,TRUE
1,0,0,0,26,17,10,TRUE
1,0,0,0,43,17,10,TRUE
14,4,0,0,44,0,26,TRUE
1,0,0,0,43,17,10,TRUE
4,4,0,0,29,5,35,TRUE
1,0,0,0,43,17,10,TRUE
9,8,0,0,22,0,9,TRUE
9,3,0,0,27,0,20,TRUE
1,0,0,0,43,17,10,TRUE
9,3,0,0,27,0,20,TRUE
14,7,-176,-25,24,0,11,TRUE
9,3,0,0,27,0,20,TRUE
1,0,0,0,43,17,10,TRUE
1,0,0,0,26,17,10,TRUE
1,0,0,0,26,17,10,TRUE
9,8,0,0,22,0,9,TRUE
9,3,0,0,27,0,20,TRUE
10,5,92,18,22,0,12,TRUE
4,4,0,0,25,5,35,TRUE
1,0,0,0,43,17,10,TRUE
14,7,-176,-25,24,0,11,TRUE
14,7,-176,-25,24,0,11,TRUE
9,8,0,0,22,0,9,TRUE
1,0,0,0,43,17,10,TRUE
14,4,0,0,44,0,26,TRUE
10,5,92,18,22,0,12,TRUE
4,4,0,0,29,5,35,TRUE
14,4,0,0,44,0,26,TRUE
4,4,0,0,29,5,35,TRUE
1,0,0,0,26,17,10,TRUE
9,8,0,0,22,0,9,TRUE
8,1,2,2,26,213,24,TRUE
10,5,92,18,22,0,12,TRUE
4,4,0,0,25,5,35,TRUE
14,7,-176,-25,24,0,11,TRUE
4,4,0,0,25,5,35,TRUE
4,4,0,0,29,5,35,TRUE
9,8,0,0,22,0,9,TRUE
8,1,2,2,26,213,24,TRUE
10,5,92,18,22,0,12,TRUE
1,0,0,0,26,17,10,TRUE
9,3,0,0,27,0,20,TRUE
8,1,2,2,26,213,24,TRUE
8,1,2,2,26,213,24,TRUE
9,3,0,0,27,0,20,TRUE
