@relation antA-weka.filters.supervised.instance.Resample-B0.0-S1-Z5.0-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute moa numeric
@attribute cam numeric
@attribute amc numeric
@attribute Faultiness {FALSE,TRUE}

@data
20,13,7,3,3,0.4,56,1,0.433333,8,FALSE
1,18,0,0,3,0.5,96,0,0.533333,17.8,FALSE
6,4,6,1,4,2,4,0,0.5,0,FALSE
14,42,29,12,5,0.725,395,1,0.232323,34.545455,FALSE
1,11,0,1,1,0.222222,68,1,0.5,15.25,FALSE
7,26,0,6,6,0.65,185,3,0.305556,29.166667,FALSE
6,8,0,0,7,0,89,0,0.428571,11.571429,FALSE
4,13,0,3,4,0.333333,89,0,0.5,20.75,FALSE
1,0,0,0,0,2,48,0,0,0,FALSE
4,5,0,1,4,0.333333,24,0,0.875,4.75,FALSE
6,26,22,6,6,0.571429,95,0,0.40625,10.75,FALSE
15,7,4,3,3,0.666667,22,1,0.5,4.25,FALSE
9,20,1,8,2,2,132,0,1,65,FALSE
4,24,5,4,5,0.733333,153,0,0.5,24,FALSE
24,81,147,8,7,0.861111,560,1,0.171296,28.157895,FALSE
21,11,8,1,5,0.75,59,0,0.7,10.6,FALSE
6,26,0,5,5,0.571429,172,0,0.375,20.125,FALSE
12,38,1,7,11,0.84,394,0,0.215909,33.909091,FALSE
12,22,3,10,2,1.5,72,0,1,22.666667,FALSE
9,25,1,2,3,0,277,1,0.666667,91,FALSE
2,13,6,1,4,2,45,0,0.625,10.25,FALSE
10,5,10,0,5,2,5,0,0.533333,0,FALSE
4,20,0,4,4,0.333333,144,1,0.9,27.2,FALSE
5,21,18,3,4,0.714286,145,0,0.4375,16.875,FALSE
5,47,159,5,19,0.904762,365,1,0.361905,14.818182,FALSE
6,34,4,4,6,0.651515,367,0,0.3125,29.083333,FALSE
10,23,0,4,8,0.761905,197,0,0.35,22.875,FALSE
11,39,7,2,10,0.960606,605,1,0.25974,51,FALSE
4,15,0,3,4,0.333333,109,0,0.5,25.75,FALSE
10,26,6,9,2,1,195,0,0.5,47.5,FALSE
15,62,78,14,12,0.8125,416,1,0.205882,23.176471,FALSE
4,18,10,4,6,0.714286,172,0,0.75,20.125,FALSE
3,40,84,2,16,0.658333,604,2,0.291667,36.25,FALSE
7,40,129,7,16,0.936508,252,0,0.381579,11.526316,FALSE
3,19,8,1,9,0.53125,119,0,0.518519,11.777778,FALSE
6,25,0,1,7,0.6,169,0,0.416667,19.5,FALSE
7,14,3,2,3,2,52,0,0.555556,16.333333,FALSE
10,69,15,10,2,0.5,453,0,0.367347,63.571429,FALSE
6,10,0,2,4,0.333333,125,0,0.5,29.5,FALSE
15,56,86,12,6,0.8,375,2,0.226667,22.25,FALSE
4,9,3,3,3,2,27,0,0.555556,8,FALSE
13,73,128,13,14,0.85,737,3,0.301587,33.47619,FALSE
19,56,48,17,10,0.745455,757,4,0.19375,45.625,FALSE
12,64,52,11,13,0.793269,642,1,0.242647,36,FALSE
5,12,3,4,1,2,40,0,0.666667,12.333333,FALSE
3,38,6,3,8,0.619048,233,0,0.375,27.75,TRUE
13,97,116,13,16,0.868421,895,0,0.19,42.85,TRUE
10,33,0,8,5,0.466667,198,1,0.333333,31.5,TRUE
24,126,926,8,31,0.883333,1512,1,0.163462,29.44898,TRUE
2,35,38,0,17,0.631818,617,0,0.293651,27.857143,TRUE
31,169,453,28,22,0.869565,2236,2,0.144144,57.236842,TRUE
15,104,185,13,8,0.839286,1180,0,0.180272,52.272727,TRUE
37,119,1112,9,28,0.842657,1739,2,0.244505,31.396226,TRUE
9,36,1,9,7,0.708333,250,2,0.285714,34.142857,TRUE
6,36,58,5,13,0.633333,366,0,0.242188,21.5,TRUE
