@relation ivyA-weka.filters.supervised.instance.Resample-B0.0-S1-Z90.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z39.04761905-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute ce numeric
@attribute loc numeric
@attribute mfa numeric
@attribute cam numeric
@attribute Faultiness {FALSE,TRUE}

@data
5,9,4,40,0.875,0.5,FALSE
7,10,5,38,0.857143,0.466667,FALSE
5,6,1,20,0,0.5,FALSE
4,4,2,14,0.944444,0.75,FALSE
3,20,0,61,0.963768,0.833333,FALSE
9,18,3,77,0,0.333333,FALSE
4,18,0,53,0.933333,1,FALSE
6,38,4,180,0,0.666667,FALSE
5,14,4,56,0,0.314286,FALSE
10,4,0,32,0,0.75,FALSE
9,51,3,297,0,0.346154,FALSE
3,13,2,48,0,0.4,FALSE
11,60,9,1007,0,0.333333,FALSE
2,19,1,97,0,0.285714,FALSE
9,40,7,286,0.606061,0.5,FALSE
5,8,0,51,0,0.535714,FALSE
17,91,17,620,0.628866,0.412162,FALSE
6,17,2,112,0,0.25,FALSE
4,2,0,2,0,0.666667,FALSE
8,36,6,214,0,0.25,FALSE
23,83,5,638,0,0.194118,FALSE
15,138,0,1573,0.267606,0.205451,FALSE
20,83,0,926,0,0.226337,FALSE
22,72,9,469,0,0.166667,FALSE
14,20,4,127,0,0.26,FALSE
7,36,7,243,0.743902,0.363636,FALSE
5,17,1,121,0,0.34375,FALSE
9,11,4,46,0,0.2,FALSE
4,1,0,1,0,1,FALSE
6,1,1,1,0,1,FALSE
4,19,3,57,0.75,0.5,FALSE
7,31,0,303,0.5,0.393939,FALSE
11,51,8,349,0,0.383333,FALSE
9,2,1,2,0,0.75,FALSE
6,11,4,42,0,0.6,FALSE
28,80,0,508,0,0.107813,FALSE
8,30,0,169,0,0.5,FALSE
2,13,1,86,0,0.571429,FALSE
11,40,0,212,0,0.416667,FALSE
2,17,2,103,0,0.466667,FALSE
8,26,7,127,0,0.314286,FALSE
4,4,1,16,0,0.666667,FALSE
8,18,4,114,0.272727,0.444444,FALSE
9,20,6,89,0,0.533333,FALSE
3,6,2,26,0,0.666667,FALSE
3,3,2,14,0.923077,0.75,FALSE
28,13,9,13,0,0.185897,FALSE
3,8,0,51,0,0.535714,FALSE
2,8,0,21,1,0.666667,FALSE
3,7,0,17,0.98895,1,FALSE
7,45,4,311,0.513514,0.315789,FALSE
3,7,1,36,0,0.444444,FALSE
8,40,0,338,0.6,0.48,FALSE
27,123,23,1851,0,0.204545,FALSE
7,63,0,939,0,0.345238,FALSE
9,21,5,141,0,0.3125,FALSE
2,8,0,20,1,0.666667,FALSE
28,37,6,172,0,0.201923,FALSE
15,78,15,413,0.792208,0.254902,FALSE
6,13,3,55,0,0.458333,FALSE
12,17,1,121,0,0.34375,FALSE
47,229,0,2754,0.46988,0.119298,FALSE
4,3,1,8,0,1,FALSE
6,11,2,41,0,0.466667,FALSE
19,107,0,659,0.650485,0.32973,FALSE
2,18,1,102,0.983871,0.666667,FALSE
