@relation ivyA-weka.filters.supervised.instance.Resample-B0.0-S1-Z90.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z39.04761905-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute ce numeric
@attribute loc numeric
@attribute mfa numeric
@attribute cam numeric
@attribute Faultiness {FALSE,TRUE}

@data
5,5,0,12,0.991935,1,FALSE
17,28,8,127,0.3,0.25,FALSE
33,78,13,394,0,0.150997,FALSE
20,83,0,926,0,0.226337,FALSE
3,9,0,27,0.777778,0.833333,FALSE
28,7,2,7,0,1,FALSE
4,19,3,57,0.714286,0.5,FALSE
7,45,4,311,0.513514,0.315789,FALSE
15,2,0,2,0,1,FALSE
16,43,14,143,0,0.181818,FALSE
2,17,2,103,0,0.466667,FALSE
4,13,0,43,0,0.761905,FALSE
8,7,7,37,0.933333,0.6,FALSE
11,17,3,77,0,0.333333,FALSE
9,12,3,40,0,0.428571,FALSE
9,4,0,32,0,0.75,FALSE
4,2,3,9,1,1,FALSE
3,19,2,67,0,0.318182,FALSE
14,10,3,10,0,0.366667,FALSE
12,79,11,785,0.660714,0.227778,FALSE
3,5,3,12,0.987654,1,FALSE
9,39,7,228,0.826087,0.6,FALSE
6,13,3,55,0,0.458333,FALSE
9,37,9,190,0.953125,0.625,FALSE
10,51,9,205,0,0.28125,FALSE
6,18,0,65,0,0.407407,FALSE
27,123,23,1851,0,0.204545,FALSE
2,6,1,35,0,0.5,FALSE
6,24,0,88,0.963636,0.7,FALSE
3,11,1,60,0,0.361111,FALSE
13,12,2,20,0,0.52,FALSE
4,21,0,144,0.636364,0.533333,FALSE
11,51,8,349,0,0.383333,FALSE
9,20,6,89,0,0.533333,FALSE
6,19,2,67,0,0.318182,FALSE
5,24,5,140,0.880435,0.25,FALSE
28,13,9,13,0,0.185897,FALSE
26,8,3,8,0,1,FALSE
11,12,0,45,0,0.333333,FALSE
5,22,2,100,0,0.416667,FALSE
6,4,3,8,0,0.625,FALSE
6,10,5,27,0.5,0.5,FALSE
41,17,0,148,0,0.407407,FALSE
5,14,4,56,0,0.314286,FALSE
4,13,3,60,0,0.666667,FALSE
16,74,12,610,0,0.147826,FALSE
5,2,4,9,1,1,FALSE
22,1,0,1,0,1,FALSE
6,1,1,1,0,1,FALSE
8,31,8,108,0.956044,0.466667,FALSE
29,103,29,1168,0,0.285714,FALSE
8,15,6,67,0,0.65,FALSE
19,113,11,1006,0,0.141608,FALSE
11,39,0,217,0.735849,0.222222,FALSE
4,6,0,6,0,0.75,FALSE
8,1,0,1,0,1,FALSE
7,34,6,288,0,0.333333,FALSE
6,1,1,1,0,1,FALSE
8,7,3,28,0,0.444444,FALSE
3,8,0,51,0,0.535714,FALSE
7,36,7,243,0.743902,0.363636,FALSE
10,47,9,258,0,0.416667,FALSE
3,4,2,10,0.833333,0.666667,FALSE
3,25,0,67,0.938889,0.472222,FALSE
4,9,1,31,0.75,0.5,FALSE
6,1,2,1,0,1,FALSE
5,9,4,29,0,0.5,FALSE
16,81,0,504,0.683673,0.3,FALSE
8,2,1,2,0,0.666667,FALSE
8,30,0,169,0,0.5,FALSE
14,69,13,436,0.701149,0.296296,FALSE
5,31,0,223,0,0.555556,FALSE
10,4,0,32,0,0.75,FALSE
6,38,4,180,0,0.666667,FALSE
2,18,1,102,0.983871,0.666667,FALSE
2,13,0,69,0,0.625,FALSE
4,4,1,16,0,0.666667,FALSE
5,16,4,60,0.833333,0.666667,FALSE
52,8,3,8,0,1,FALSE
8,19,4,85,0,0.236111,FALSE
5,20,4,110,0.583333,0.333333,FALSE
10,41,10,214,0.5,0.4,FALSE
21,114,19,1472,0.472222,0.238889,TRUE
19,39,13,178,0.3,0.328125,TRUE
14,58,13,478,0,0.307692,TRUE
8,10,2,10,0,0.5,TRUE
4,14,3,89,0.714286,0.444444,TRUE
8,39,7,193,0.695652,0.375,TRUE
13,64,0,411,0.82716,0.306667,TRUE
6,33,0,179,0,0.444444,TRUE
37,153,37,1515,0.307692,0.122333,TRUE
30,20,7,21,0,0.225,TRUE
10,31,5,182,0,0.266667,TRUE
10,46,2,431,0,0.219048,TRUE
12,4,3,4,0,0.5,TRUE
12,29,0,99,0.142857,0.238095,TRUE
12,55,12,320,0.592593,0.212963,TRUE
13,6,3,6,0,1,TRUE
6,39,3,193,0,0.35,TRUE
8,51,8,255,0.777778,0.366667,TRUE
5,18,2,109,0,0.416667,TRUE
8,6,2,6,0,1,TRUE
154,583,98,8095,0,0.068627,TRUE
33,32,2,211,0,0.160714,TRUE
3,8,1,34,0,0.6,TRUE
12,52,12,288,0.753846,0.470588,TRUE
3,17,2,74,0,0.5,TRUE
11,34,11,184,0.571429,0.240385,TRUE
8,5,5,15,0,0.625,TRUE
40,190,30,1443,0,0.067568,TRUE
12,29,10,242,0.125,0.21875,TRUE
12,32,4,152,0,0.309524,TRUE
3,35,1,303,0,0.357143,TRUE
30,173,21,2020,0,0.122201,TRUE
29,96,0,669,0.861789,0.205882,TRUE
4,30,4,170,0.790323,0.357143,TRUE
18,73,0,666,0.736264,0.38,TRUE
10,4,1,4,0,0.55,TRUE
7,21,4,88,0,0.625,TRUE
10,36,10,159,0.454545,0.377778,TRUE
12,51,10,451,0.717647,0.35,TRUE
19,81,17,681,0,0.285714,TRUE
12,64,12,464,0.7,0.345455,TRUE
31,147,30,1429,0.347826,0.121442,TRUE
10,60,0,936,0,0.285714,TRUE
3,17,0,136,0,0.375,TRUE
14,4,0,4,0,1,TRUE
7,52,5,420,0,0.25,TRUE
18,52,18,489,0,0.25,TRUE
6,1,1,1,0,1,TRUE
16,65,0,877,0,0.416667,TRUE
13,13,2,47,0,0.333333,TRUE
5,3,0,3,0,0.666667,TRUE
7,31,6,166,0.64,0.363636,TRUE
7,21,4,108,0,0.5625,TRUE
8,42,7,329,0,0.263158,TRUE
10,44,7,305,0.833333,0.6,TRUE
11,17,4,103,0,0.241667,TRUE
9,44,9,230,0.777778,0.366667,TRUE
6,63,6,435,0.809524,0.4,TRUE
72,318,48,3982,0,0.087369,TRUE
8,43,8,226,0.765625,0.359375,TRUE
32,87,15,691,0.606557,0.285,TRUE
7,15,3,83,0.3,0.34375,TRUE
5,5,3,9,0,0.666667,TRUE
42,27,1,164,0,0.340909,TRUE
5,18,0,125,0.538462,0.464286,TRUE
16,49,7,255,0.755102,0.285714,TRUE
11,78,10,564,0.642105,0.371429,TRUE
13,88,13,531,0.597561,0.375,TRUE
14,44,7,255,0,0.177273,TRUE
14,65,13,402,0.671233,0.37,TRUE
6,33,4,229,0,0.48,TRUE
13,86,10,593,0,0.12406,TRUE
17,62,0,491,0,0.233333,TRUE
4,19,3,82,0,0.31746,TRUE
16,103,0,824,0.663366,0.314286,TRUE
6,14,1,105,0,0.311111,TRUE
10,44,9,432,0,0.357143,TRUE
15,68,14,472,0.676471,0.180124,TRUE
16,31,12,146,0,0.183824,TRUE
6,37,4,172,0,0.666667,TRUE
17,57,15,346,0.85,0.192308,TRUE
5,79,0,948,0,0.292857,TRUE
