@relation ivyA-weka.filters.supervised.instance.Resample-B0.0-S1-Z90.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z39.04761905-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute ce numeric
@attribute loc numeric
@attribute mfa numeric
@attribute cam numeric
@attribute Faultiness {FALSE,TRUE}

@data
5,8,0,51,0,0.535714,FALSE
16,29,3,149,0,0.193878,FALSE
5,5,3,12,0.987654,1,FALSE
5,41,3,173,0,0.466667,FALSE
4,2,1,4,0,0.666667,FALSE
19,113,11,1006,0,0.141608,FALSE
6,10,5,27,0.5,0.5,FALSE
2,13,1,86,0,0.571429,FALSE
4,3,1,8,0,1,FALSE
9,18,3,77,0,0.333333,FALSE
10,63,8,1034,0,0.285714,FALSE
6,7,3,28,0,0.444444,FALSE
3,34,3,191,0.835616,0.487179,FALSE
3,33,0,274,0,0.375,FALSE
9,9,9,27,0.961538,0.666667,FALSE
3,7,1,36,0,0.444444,FALSE
7,70,6,1102,0,0.320313,FALSE
27,123,23,1851,0,0.204545,FALSE
2,22,1,97,0,0.4,FALSE
4,25,1,215,0,0.242424,FALSE
27,19,2,138,0,0.233333,FALSE
22,2,0,2,0,0.75,FALSE
3,4,2,10,0.833333,0.666667,FALSE
10,8,3,8,0,1,FALSE
4,13,0,43,0,0.761905,FALSE
8,15,7,78,0.875,0.444444,FALSE
15,85,0,542,0.783019,0.192308,FALSE
7,12,2,74,0.285714,0.290909,FALSE
2,4,1,11,0.666667,0.666667,FALSE
3,5,3,12,0.987654,1,FALSE
4,4,0,20,0,0.666667,FALSE
6,1,1,1,0,1,FALSE
1,7,0,34,0,0.555556,FALSE
31,148,31,895,0,0.190862,FALSE
3,13,2,48,0,0.4,FALSE
17,28,8,127,0.3,0.25,FALSE
14,20,4,127,0,0.26,FALSE
6,15,3,48,1,0.5,FALSE
9,12,8,59,0,0.5,FALSE
3,4,1,14,0,0.75,FALSE
10,41,10,214,0.5,0.4,FALSE
5,5,0,12,0.991935,1,FALSE
6,5,3,12,0.994118,1,FALSE
7,23,0,148,0,0.4,FALSE
4,44,2,208,0,0.5625,FALSE
30,65,29,412,0,0.571429,FALSE
5,32,5,222,0.416667,0.4,FALSE
10,38,0,207,0.881579,0.65,FALSE
