@relation log4jA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N4-F4-weka.filters.supervised.instance.Resample-B1.0-S1-Z118.9189189

@attribute wmc numeric
@attribute rfc numeric
@attribute ce numeric
@attribute npm numeric
@attribute dam numeric
@attribute Faultiness {FALSE,TRUE}

@data
10,37,2,7,0,FALSE
5,16,0,2,0,FALSE
3,17,5,1,0,FALSE
4,9,1,2,0,FALSE
6,8,3,6,0,FALSE
3,10,1,1,0,FALSE
7,32,4,2,0,FALSE
3,3,0,3,0,FALSE
7,32,4,2,0,FALSE
7,32,4,2,0,FALSE
4,15,1,4,0,FALSE
2,6,4,1,0,FALSE
7,32,4,2,0,FALSE
2,4,2,1,0,FALSE
5,15,0,2,0,FALSE
13,40,4,2,0,FALSE
0,0,1,0,0,FALSE
5,16,0,2,0,FALSE
5,15,0,1,0,FALSE
1,1,1,1,0,FALSE
4,11,0,2,0,FALSE
6,10,2,2,0,FALSE
3,7,0,3,1,FALSE
4,10,0,3,0,FALSE
2,4,1,1,0,FALSE
4,9,1,2,0,FALSE
2,4,2,1,0,FALSE
3,14,0,2,0,FALSE
5,44,7,3,0,FALSE
4,9,1,2,0,FALSE
3,17,5,1,0,FALSE
13,35,1,11,0,FALSE
5,44,7,3,0,FALSE
6,10,2,2,0,FALSE
8,31,6,2,0,FALSE
0,0,1,0,0,FALSE
2,4,1,1,0,FALSE
4,10,2,3,0,FALSE
5,14,0,2,0,FALSE
3,3,0,3,0,FALSE
2,4,1,1,0,FALSE
2,2,1,2,0,FALSE
2,2,1,2,0,FALSE
16,40,7,13,0.6,TRUE
1,1,1,1,0,TRUE
8,30,3,2,0,TRUE
16,40,7,13,0.6,TRUE
10,16,3,0,1,TRUE
6,25,2,3,0.6,TRUE
7,13,1,7,0,TRUE
7,13,1,7,0,TRUE
7,13,1,7,0,TRUE
16,40,7,13,0.6,TRUE
10,42,8,5,0.2,TRUE
16,40,7,13,0.6,TRUE
7,13,1,7,0,TRUE
1,1,1,1,0,TRUE
8,38,4,2,0,TRUE
8,39,5,2,0,TRUE
5,16,0,2,0,TRUE
8,30,3,2,0,TRUE
15,44,10,13,0.5,TRUE
8,49,6,2,0,TRUE
8,39,5,2,0,TRUE
15,44,10,13,0.5,TRUE
4,7,4,4,0,TRUE
2,7,7,2,0,TRUE
5,16,0,2,0,TRUE
28,46,1,26,1,TRUE
16,41,5,13,0.375,TRUE
6,25,2,3,0.6,TRUE
2,7,7,2,0,TRUE
10,42,8,5,0.2,TRUE
8,39,5,2,0,TRUE
5,18,1,5,0.5,TRUE
4,25,4,3,0.5,TRUE
12,41,2,9,0,TRUE
14,36,11,10,0,TRUE
16,40,7,13,0.6,TRUE
7,13,1,7,0,TRUE
10,42,8,5,0.2,TRUE
27,80,10,22,0.055556,TRUE
6,25,2,3,0.6,TRUE
12,41,2,9,0,TRUE
4,7,4,4,0,TRUE
10,42,8,5,0.2,TRUE
