@relation log4jA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N4-F4-weka.filters.supervised.instance.Resample-B1.0-S1-Z118.9189189

@attribute wmc numeric
@attribute rfc numeric
@attribute ce numeric
@attribute npm numeric
@attribute dam numeric
@attribute Faultiness {FALSE,TRUE}

@data
10,37,2,7,0,FALSE
2,12,4,2,0,FALSE
4,8,3,4,0,FALSE
1,1,1,1,0,FALSE
10,37,2,7,0,FALSE
10,37,2,7,0,FALSE
7,32,2,1,0,FALSE
8,10,0,8,0,FALSE
1,1,0,1,0,FALSE
0,0,1,0,0,FALSE
8,25,5,8,0.571429,FALSE
6,32,5,2,0,FALSE
2,4,2,1,0,FALSE
1,1,1,1,0,FALSE
10,37,2,7,0,FALSE
4,25,4,2,0,FALSE
5,11,2,4,0,FALSE
4,8,3,4,0,FALSE
5,7,0,3,1,FALSE
10,37,2,7,0,FALSE
5,14,1,2,0,FALSE
7,32,2,1,0,FALSE
2,16,2,2,0,FALSE
4,25,4,2,0,FALSE
5,9,2,5,1,FALSE
5,41,7,5,0,FALSE
4,8,3,4,0,FALSE
10,35,5,7,0,FALSE
4,10,2,3,0,FALSE
5,6,2,5,0,FALSE
5,41,7,5,0,FALSE
5,11,2,4,0,FALSE
5,18,1,5,0.5,FALSE
9,37,4,7,0,FALSE
2,2,1,2,0,FALSE
7,32,2,1,0,FALSE
1,1,1,1,0,FALSE
5,9,2,5,1,FALSE
2,11,3,1,0,FALSE
4,10,0,3,0,FALSE
5,41,7,5,0,FALSE
5,11,2,4,0,FALSE
4,12,2,2,0,FALSE
9,23,3,9,1,TRUE
15,44,10,13,0.5,TRUE
5,17,0,4,0.4,TRUE
7,35,5,2,0,TRUE
17,30,7,13,1,TRUE
18,42,8,17,0.064516,TRUE
2,4,0,2,0,TRUE
6,30,4,2,0,TRUE
12,35,10,11,0.064516,TRUE
13,62,9,8,0,TRUE
16,48,10,16,0,TRUE
17,30,7,13,1,TRUE
9,23,3,9,1,TRUE
5,20,3,3,1,TRUE
16,48,10,16,0,TRUE
16,48,10,16,0,TRUE
22,35,9,21,0.875,TRUE
9,23,3,9,1,TRUE
7,35,5,2,0,TRUE
5,20,3,3,1,TRUE
5,17,1,4,0,TRUE
9,23,3,9,1,TRUE
18,42,8,17,0.064516,TRUE
22,35,9,21,0.875,TRUE
18,42,8,17,0.064516,TRUE
5,20,3,3,1,TRUE
5,20,3,3,1,TRUE
6,25,2,3,0.6,TRUE
5,17,1,4,0,TRUE
22,51,7,18,0.133333,TRUE
15,44,10,13,0.5,TRUE
5,17,0,4,0.4,TRUE
6,8,3,6,0,TRUE
4,25,4,2,0,TRUE
13,62,9,8,0,TRUE
5,17,0,4,0.4,TRUE
5,20,3,3,1,TRUE
1,1,1,1,0,TRUE
5,17,0,4,0.4,TRUE
6,30,4,2,0,TRUE
5,17,0,4,0.4,TRUE
1,1,1,1,0,TRUE
5,20,3,3,1,TRUE
