@relation synapseA-weka.filters.supervised.instance.Resample-B1.0-S1-Z155.924171

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute dam numeric
@attribute avg_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
8,19,3,8,0,3,FALSE
6,31,13,5,1,2.1667,FALSE
6,8,1,4,0,1.5,FALSE
7,17,8,5,0.666667,1.6,FALSE
11,26,4,11,1,2.75,FALSE
14,30,1,12,0,12.5,FALSE
12,73,67,12,1,2.4,FALSE
10,25,3,10,0,3.6667,FALSE
7,12,1,2,0,0.8333,FALSE
6,16,2,6,1,2,FALSE
10,33,28,10,0.666667,1.2222,FALSE
43,7,21,1,0,1,FALSE
8,18,0,6,1,3,FALSE
20,37,13,19,0.5,1.8333,FALSE
13,31,4,9,0.5,3,FALSE
10,20,0,7,1,0.8333,FALSE
10,23,4,10,1,4,FALSE
7,17,8,5,0.666667,1.8,FALSE
16,49,6,14,0.666667,3.4167,FALSE
6,8,1,4,0,1.5,FALSE
6,16,2,6,1,2,FALSE
7,2,1,2,0,1,FALSE
8,14,3,8,0,1.3333,FALSE
14,33,6,14,0.8,1.4,FALSE
12,14,0,12,1,2,FALSE
11,13,15,11,0,0.8333,FALSE
6,22,0,3,1,3,FALSE
11,27,6,10,0.8,1.2,FALSE
10,33,28,10,0.666667,1.2222,FALSE
7,15,3,7,0,1.3333,FALSE
2,4,0,1,1,0.6667,FALSE
5,28,1,3,0,2.5,FALSE
14,30,1,12,0,12.5,FALSE
10,33,28,10,0.666667,1.2222,FALSE
8,11,1,6,1,0.3333,FALSE
10,67,52,10,0.666667,2.25,FALSE
13,34,2,13,1,4.5,FALSE
17,79,1,15,0.857143,2.7273,FALSE
4,3,3,2,0,1,FALSE
4,3,3,2,0,1,FALSE
9,32,0,7,1,2.625,FALSE
16,49,6,14,0.666667,3.4167,FALSE
10,18,8,10,0.666667,1,FALSE
10,20,0,7,1,0.8333,FALSE
8,24,3,8,0,2.6667,FALSE
14,16,0,14,1,3,FALSE
14,1,0,3,0,1,FALSE
25,79,66,24,0.5,2.7692,FALSE
11,25,3,11,0,4.3333,FALSE
8,24,3,8,0,2.6667,FALSE
2,22,231,0,0,1,FALSE
10,23,13,10,0.333333,1.1667,FALSE
7,14,0,5,0,3,FALSE
11,18,10,9,1,0.6,FALSE
7,22,11,4,1,1.9,FALSE
13,35,7,13,0.857143,1.8571,FALSE
31,48,37,11,1,2.9286,FALSE
2,8,3,1,0,0,FALSE
13,34,2,13,1,4.5,FALSE
10,27,4,10,1,2.75,FALSE
12,28,3,12,0,3,FALSE
2,12,22,1,1,1.2222,FALSE
20,59,2,20,0.75,0.6,FALSE
11,24,6,11,1,1.75,FALSE
15,59,203,12,0.916667,1.6957,FALSE
