@relation synapseA-weka.filters.supervised.instance.Resample-B1.0-S1-Z155.924171

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute dam numeric
@attribute avg_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
11,8,0,10,1,1.5,FALSE
11,32,13,10,0.5,1.6667,FALSE
17,42,28,17,0.666667,1.5556,FALSE
22,21,4,9,1,2.25,FALSE
4,31,0,0,1,2,FALSE
11,24,4,8,0,4.25,FALSE
18,15,1,15,0,3.5,FALSE
11,26,4,11,1,2.75,FALSE
11,24,3,11,0,3,FALSE
16,49,6,14,0.666667,3.4167,FALSE
7,14,0,5,0,3,FALSE
10,28,9,9,0.5,0.6667,FALSE
6,26,0,3,1,4.2,FALSE
5,1,0,2,0,1,FALSE
15,32,9,14,0.777778,2.8333,FALSE
11,27,6,10,0.8,1.2,FALSE
12,73,67,12,1,2.4,FALSE
14,35,13,14,0.333333,1.5,FALSE
8,4,6,2,0,1,FALSE
14,17,10,2,0,2,FALSE
10,8,28,3,0,1,FALSE
4,8,4,4,1,0.5,FALSE
9,26,3,9,0,3.6667,FALSE
9,2,1,1,0,1,FALSE
11,24,6,11,1,1.75,FALSE
6,26,0,3,1,4.2,FALSE
7,4,1,2,0,0.5,FALSE
10,8,28,3,0,1,FALSE
9,23,3,9,0,2.3333,FALSE
11,31,3,11,0,3.6667,FALSE
14,22,15,9,0,2.3333,FALSE
9,44,5,9,0.75,3.4286,FALSE
14,22,15,9,0,2.3333,FALSE
9,32,0,7,1,2.625,FALSE
31,48,37,11,1,2.9286,FALSE
10,3,3,1,0,1,FALSE
11,18,10,9,1,0.6,FALSE
5,15,1,3,0,1,FALSE
10,18,8,10,0.666667,1,FALSE
5,1,0,2,0,1,FALSE
16,50,59,15,0.875,1.0667,FALSE
12,30,7,12,0.666667,1,FALSE
13,14,0,2,1,1.4286,FALSE
5,28,1,3,0,2.5,FALSE
24,61,30,24,0.75,0.8889,FALSE
22,66,4,20,1,0.6,FALSE
5,9,4,5,1,0.5,FALSE
4,71,1025,3,1,1.2157,FALSE
7,13,3,7,0,1.3333,FALSE
2,4,0,0,1,0.6667,FALSE
9,13,6,9,0,0.75,FALSE
2,7,1,1,0,1.3333,FALSE
13,14,0,2,1,1.4286,FALSE
9,29,4,9,1,1.75,FALSE
17,34,1,13,0.75,2.5,FALSE
11,28,1,11,1,2.6667,FALSE
12,31,13,12,0.333333,1.6667,FALSE
8,19,9,1,1,1.2,FALSE
71,48,1128,10,0,1,FALSE
7,4,1,2,0,0.5,FALSE
15,26,29,7,1,1.5714,FALSE
15,32,9,14,0.777778,2.8333,FALSE
10,18,8,10,0.666667,1,FALSE
10,16,3,10,0,1.6667,FALSE
2,4,0,0,1,0.6667,FALSE
10,23,13,10,0.333333,1.1667,FALSE
11,36,17,9,0.833333,1.9091,FALSE
10,27,0,8,1,2.6667,FALSE
9,29,4,9,1,1.75,FALSE
12,30,322,0,1,0.9655,FALSE
18,15,1,15,0,3.5,FALSE
6,5,1,4,0,0.5,FALSE
7,15,3,7,0,1.3333,FALSE
7,14,0,5,0,3,FALSE
10,20,0,7,1,0.8333,FALSE
10,38,13,9,1,3.4286,FALSE
8,14,3,8,0,1.3333,FALSE
14,22,15,9,0,2.3333,FALSE
5,5,1,4,0,0.5,FALSE
17,31,245,4,0.666667,1.3462,FALSE
14,14,1,10,0,3.5,FALSE
31,48,37,11,1,2.9286,FALSE
10,67,52,10,0.666667,2.25,FALSE
3,32,4,0,0.8,2,FALSE
11,92,349,11,1,1.6296,FALSE
8,11,1,6,1,0.3333,FALSE
16,49,6,14,0.666667,3.4167,FALSE
10,27,4,10,1,2.75,FALSE
10,35,3,9,1,1,FALSE
6,33,2,5,1,1.6,FALSE
3,30,26,3,1,1.625,FALSE
18,44,781,0,1,0.9767,FALSE
7,15,3,7,0,1.3333,FALSE
2,12,22,1,1,1.2222,FALSE
16,34,257,4,0.615385,1.2692,FALSE
13,28,2,13,1,1.5,FALSE
11,65,41,11,1,2.7273,FALSE
12,30,322,0,1,0.9655,FALSE
12,32,0,10,1,2,FALSE
14,67,0,13,1,10.4,FALSE
12,39,6,12,0.666667,3,FALSE
2,1,0,0,0,1,FALSE
7,23,16,4,0.75,1,FALSE
13,60,34,9,0.375,2.4375,FALSE
10,30,2,10,1,4.25,FALSE
12,22,3,10,1,3.3333,FALSE
2,22,231,0,0,1,FALSE
20,37,13,19,0.5,1.8333,FALSE
5,1,0,2,0,1,FALSE
7,4,1,2,0,0.5,FALSE
14,22,15,9,0,2.3333,FALSE
4,8,4,4,1,0.5,FALSE
10,2,1,2,0,1,FALSE
16,50,105,12,0.888889,1.4737,FALSE
4,1,0,2,0,1,FALSE
10,13,1,6,0.666667,0.6667,FALSE
8,17,0,6,1,3,FALSE
4,8,4,4,1,0.5,FALSE
10,21,0,9,1,1.6,FALSE
2,1,0,0,0,1,FALSE
10,3,3,1,0,1,FALSE
6,7,0,3,1,1.6667,FALSE
6,34,19,5,0.5,2,FALSE
88,6,3,0,1,0,FALSE
8,21,16,5,0.875,1.75,FALSE
2,3,1,0,0,0,FALSE
22,33,7,5,1,2.3333,FALSE
7,17,8,5,0.666667,1.8,FALSE
16,49,6,14,0.666667,3.4167,FALSE
6,5,1,4,0,0.5,FALSE
10,2,1,2,0,1,FALSE
12,14,1,5,0,1.5,FALSE
7,16,3,5,0,3.3333,FALSE
7,14,0,5,0,3,FALSE
22,66,4,20,1,0.6,FALSE
12,73,67,12,1,2.4,FALSE
12,73,67,12,1,2.4,FALSE
15,21,4,8,0.5,1,FALSE
13,39,28,13,0.666667,1.4444,FALSE
5,9,4,5,1,0.5,FALSE
10,20,0,7,1,0.8333,FALSE
19,32,9,4,1,2.8571,FALSE
6,8,1,4,0,1.5,FALSE
1,8,0,0,1,1.4286,FALSE
13,22,2,12,1,1.75,FALSE
10,37,14,8,0.714286,3.3333,FALSE
7,22,11,4,1,1.9,FALSE
8,4,6,2,0,1,FALSE
7,42,9,4,1,3.2857,FALSE
7,2,1,2,0,1,FALSE
11,45,22,11,1,0.7778,FALSE
55,154,540,30,1,1.5574,FALSE
43,7,21,1,0,1,FALSE
8,17,9,5,1,1.8571,FALSE
11,27,1,9,1,3.6667,FALSE
88,6,3,0,1,0,FALSE
11,31,3,11,0,3.6667,FALSE
12,30,7,12,0.666667,1,FALSE
10,8,28,3,0,1,FALSE
12,34,13,12,0.333333,2.3333,FALSE
6,8,1,4,0,1.5,FALSE
7,16,3,5,0,3.3333,FALSE
2,4,0,1,1,0.6667,FALSE
11,6,15,1,0,1,FALSE
13,28,3,13,0,3.3333,FALSE
13,26,6,12,0.8,1.6,FALSE
14,30,0,12,1,4.75,FALSE
20,37,13,19,0.5,1.8333,FALSE
4,3,3,2,0,1,FALSE
13,14,5,10,0.75,0.6667,FALSE
14,46,0,9,1,3.2857,FALSE
9,21,20,8,0.666667,0.875,FALSE
2,22,231,0,0,1,FALSE
11,65,41,11,1,2.7273,FALSE
11,65,41,11,1,2.7273,FALSE
7,11,6,6,0.5,0.5,FALSE
14,35,13,14,0.333333,1.5,FALSE
7,42,9,4,1,3.2857,FALSE
11,6,15,1,0,1,FALSE
10,20,13,10,0.8,0.6667,FALSE
10,23,13,10,0.333333,1.1667,FALSE
25,79,66,24,0.5,2.7692,FALSE
11,27,1,9,1,3.6667,FALSE
29,76,172,17,0.714286,1.875,FALSE
20,59,2,20,0.75,0.6,FALSE
23,54,76,13,0.888889,2.2353,FALSE
9,22,5,9,1,1.4286,FALSE
9,44,5,9,0.75,3.4286,FALSE
8,17,0,6,1,3,FALSE
14,17,10,2,0,2,FALSE
4,18,13,4,1,0.6667,FALSE
8,21,16,5,0.875,1.75,FALSE
4,8,28,0,0,1,FALSE
13,32,0,6,0.666667,0.9,FALSE
14,1,0,3,0,1,FALSE
9,32,30,6,0.857143,1.4615,FALSE
14,46,0,9,1,3.2857,FALSE
16,50,105,12,0.888889,1.4737,FALSE
11,24,4,8,0,4.25,FALSE
15,35,13,15,0.333333,2,FALSE
15,59,203,12,0.916667,1.6957,FALSE
6,16,2,6,1,2,FALSE
10,18,8,10,0.666667,1,FALSE
8,8,4,7,1,0.75,FALSE
16,55,14,12,1,3,FALSE
1,8,0,0,1,1.4286,FALSE
12,30,13,12,0.333333,2.1667,FALSE
14,48,33,7,0.5,1.4,FALSE
8,18,0,6,1,3,FALSE
17,62,103,15,0.909091,2.0556,FALSE
7,12,1,2,0,0.8333,FALSE
9,32,30,6,0.857143,1.4615,FALSE
2,8,3,1,0,0,FALSE
5,1,0,2,0,1,FALSE
12,29,2,12,1,2.25,FALSE
10,41,20,9,0.666667,2.375,FALSE
8,18,0,6,1,3,FALSE
4,8,4,4,1,0.5,FALSE
11,65,41,11,1,2.7273,FALSE
1,1,0,0,0,1,FALSE
22,66,4,20,1,0.6,FALSE
55,4,6,1,0,1,FALSE
11,29,3,11,0,4,FALSE
4,3,3,2,0,1,FALSE
21,64,0,21,1,1.625,FALSE
5,11,3,2,1,1.1429,FALSE
13,14,5,10,0.75,0.6667,FALSE
7,15,3,7,0,1.3333,FALSE
12,30,7,12,0.666667,1,FALSE
4,2,1,2,0,1,FALSE
2,22,231,0,0,1,FALSE
7,22,11,4,1,1.9,FALSE
10,12,66,3,0,1,FALSE
1,8,0,0,1,1.4286,FALSE
8,14,1,8,0,0.5,FALSE
17,34,1,13,0.75,2.5,FALSE
14,45,10,12,1,1.4615,FALSE
9,32,30,6,0.857143,1.4615,FALSE
14,14,1,10,0,3.5,FALSE
16,50,105,12,0.888889,1.4737,FALSE
13,34,2,13,1,4.5,FALSE
2,4,0,1,1,0.6667,FALSE
15,35,13,15,0.333333,2,FALSE
6,26,0,3,1,4.2,FALSE
1,8,0,0,1,1.4286,FALSE
17,31,245,4,0.666667,1.3462,FALSE
8,4,6,2,0,1,FALSE
5,9,4,5,1,0.5,FALSE
1,13,0,0,0,0.5,FALSE
11,27,13,11,0.333333,2,FALSE
4,8,4,4,1,0.5,FALSE
21,44,24,21,0.8,1.125,FALSE
10,8,28,3,0,1,FALSE
11,24,4,8,0,4.25,FALSE
4,31,0,0,1,2,FALSE
12,73,67,12,1,2.4,FALSE
5,9,4,5,1,0.5,FALSE
2,4,0,1,1,0.6667,FALSE
11,38,0,9,1,1.3636,FALSE
8,2,1,2,0,1,FALSE
14,35,0,7,1,1.5,FALSE
17,42,28,17,0.666667,1.5556,FALSE
18,70,143,17,0,2.2174,FALSE
7,9,1,7,0,0.5,FALSE
4,71,1025,3,1,1.2157,FALSE
6,26,0,3,1,4.2,FALSE
17,88,56,15,0.909091,2.125,FALSE
4,3,3,2,0,1,FALSE
10,35,3,9,1,1,FALSE
8,14,3,8,0,1.3333,FALSE
12,14,0,12,1,2,FALSE
14,35,0,7,1,1.5,FALSE
4,71,1025,3,1,1.2157,FALSE
10,12,26,3,0.428571,0.7778,FALSE
4,3,3,2,0,1,FALSE
12,31,13,12,0.333333,1.6667,FALSE
12,65,3,11,0.5,7,FALSE
10,27,0,8,1,2.6667,FALSE
14,46,0,9,1,3.2857,FALSE
7,4,1,2,0,0.5,FALSE
7,42,9,4,1,3.2857,FALSE
11,3,0,3,0,0,FALSE
56,47,1081,9,0,1,FALSE
17,62,103,15,0.909091,2.0556,FALSE
10,2,1,2,0,1,FALSE
10,13,1,6,0.666667,0.6667,FALSE
5,12,3,4,0,1,FALSE
11,32,13,10,0.5,1.6667,FALSE
5,9,4,5,1,0.5,FALSE
6,7,0,3,1,1.6667,FALSE
4,8,28,0,0,1,FALSE
13,60,12,10,0,5.125,FALSE
12,1,0,2,0,1,FALSE
8,8,4,7,1,0.75,FALSE
2,3,1,0,0,0,FALSE
11,31,3,11,0,3.6667,FALSE
10,23,13,10,0.333333,1.1667,FALSE
11,28,1,11,1,2.6667,FALSE
5,2,1,2,0,1,FALSE
8,24,3,8,0,2.6667,FALSE
2,8,3,1,0,0,FALSE
25,35,20,14,0.8,1.75,FALSE
15,21,4,8,0.5,1,FALSE
8,17,0,6,1,3,FALSE
14,46,0,9,1,3.2857,FALSE
14,41,0,10,1,1.7,FALSE
2,4,0,0,1,0.6667,FALSE
16,24,8,7,0.5,1.2,FALSE
14,33,6,14,0.8,1.4,FALSE
9,28,6,9,0.666667,0.8,FALSE
11,48,7,9,0.666667,1.8,FALSE
11,26,13,11,0.333333,1.3333,FALSE
12,31,13,12,0.333333,1.6667,FALSE
13,14,5,10,0.75,0.6667,FALSE
4,3,3,2,0,1,FALSE
46,7,21,1,0,1,FALSE
12,39,6,12,0.666667,3,FALSE
4,3,3,2,0,1,FALSE
14,30,0,12,1,4.75,FALSE
8,8,4,7,1,0.75,FALSE
14,68,28,13,0.666667,5.2222,FALSE
6,8,1,4,0,1.5,FALSE
