@relation synapseA-weka.filters.supervised.instance.Resample-B1.0-S1-Z155.924171

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute dam numeric
@attribute avg_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
6,4,1,0,0,0,FALSE
5,1,0,2,0,1,FALSE
4,8,28,0,0,1,FALSE
1,1,0,0,0,1,FALSE
24,18,10,7,1,1.4,FALSE
11,41,6,11,0.923077,3.8,FALSE
7,15,3,7,0,1.3333,FALSE
10,29,2,10,1,5,FALSE
17,62,103,15,0.909091,2.0556,FALSE
12,31,0,12,0.25,0.6,FALSE
7,4,6,1,0,1,FALSE
9,26,3,9,0,3.6667,FALSE
7,4,6,1,0,1,FALSE
7,16,3,5,0,3,FALSE
9,29,4,9,1,1.75,FALSE
21,44,24,21,0.8,1.125,FALSE
4,1,0,2,0,1,FALSE
13,60,34,9,0.375,2.4375,FALSE
7,14,0,5,0,3,FALSE
8,14,1,8,0,0.5,FALSE
9,32,30,6,0.857143,1.4615,FALSE
16,49,6,14,0.666667,3.4167,FALSE
12,65,3,11,0.5,7,FALSE
24,61,30,24,0.75,0.8889,FALSE
12,22,3,10,1,3.3333,FALSE
17,62,103,15,0.909091,2.0556,FALSE
9,22,3,9,0,4,FALSE
11,34,2,11,1,3.5,FALSE
1,1,0,0,0,1,FALSE
12,30,322,0,1,0.9655,FALSE
71,48,1128,10,0,1,FALSE
12,30,7,12,0.666667,1,FALSE
13,32,0,6,0.666667,0.9,FALSE
11,18,10,9,1,0.6,FALSE
7,42,9,4,1,3.2857,FALSE
15,22,8,8,0.5,1,FALSE
13,44,7,10,0.181818,1.5455,FALSE
7,15,3,7,0,1.3333,FALSE
8,18,8,7,0.5,0.8,FALSE
18,40,4,16,0.5,0.5,FALSE
12,32,0,10,1,2,FALSE
15,59,203,12,0.916667,1.6957,FALSE
7,9,1,7,0,0.5,FALSE
7,17,8,5,0.666667,1.6,FALSE
55,154,540,30,1,1.5574,FALSE
16,24,8,7,0.5,1.2,FALSE
9,38,4,9,1,5.4,FALSE
5,5,1,4,0,0.5,FALSE
13,28,3,13,0,3.3333,FALSE
4,3,3,2,0,1,FALSE
31,48,37,11,1,2.9286,FALSE
11,18,10,9,1,0.6,FALSE
9,38,4,9,1,5.4,FALSE
9,29,0,6,1,1.1429,FALSE
10,37,14,8,0.714286,3.3333,FALSE
6,5,1,4,0,0.5,FALSE
8,18,4,6,0.666667,1.5,FALSE
14,30,1,12,0,12.5,FALSE
9,44,5,9,0.75,3.4286,FALSE
10,28,9,9,0.5,0.6667,FALSE
11,16,1,6,0,2.5,FALSE
11,23,2,10,1,1.25,FALSE
6,10,22,3,0.666667,0.8889,FALSE
31,48,37,11,1,2.9286,FALSE
10,30,2,10,1,4.25,FALSE
13,24,13,13,0.333333,1.3333,FALSE
11,13,15,11,0,0.8333,FALSE
10,2,1,2,0,1,FALSE
0,2,0,0,0,0,FALSE
11,27,1,9,1,3.6667,FALSE
1,8,0,0,1,1.4286,FALSE
8,11,1,6,1,0.3333,FALSE
5,9,4,5,1,0.5,FALSE
8,24,3,8,0,2.6667,FALSE
10,27,0,8,1,2.6667,FALSE
7,9,1,7,0,0.5,FALSE
15,32,9,14,0.777778,2.8333,FALSE
7,17,8,5,0.666667,1.8,FALSE
11,13,15,11,0,0.8333,FALSE
24,61,30,24,0.75,0.8889,FALSE
11,16,1,6,0,2.5,FALSE
2,7,1,1,0,1.3333,FALSE
8,4,6,2,0,1,FALSE
16,30,1,14,0,12.5,FALSE
1,13,0,0,0,0.5,FALSE
8,31,3,6,0.181818,1.1429,FALSE
2,25,87,1,1,0.9444,FALSE
4,8,28,0,0,1,FALSE
13,40,13,13,0.6,2.6667,FALSE
12,30,322,0,1,0.9655,FALSE
2,3,1,0,0,0,FALSE
5,8,1,5,1,0.3333,FALSE
12,30,7,12,0.666667,1,FALSE
8,18,8,7,0.5,0.8,FALSE
7,4,6,1,0,1,FALSE
9,22,3,9,0,3.3333,FALSE
13,32,0,6,0.666667,0.9,FALSE
11,32,13,10,0.5,1.6667,FALSE
8,19,3,8,0,3,FALSE
82,6,3,0,1,0,FALSE
4,2,0,0,0,0,FALSE
2,4,0,1,1,0.6667,FALSE
8,18,0,6,1,3,FALSE
11,34,2,11,1,3.5,FALSE
10,23,13,10,0.333333,1.1667,FALSE
0,2,0,0,0,0,FALSE
6,34,19,5,0.5,2,FALSE
10,18,8,10,0.666667,1,FALSE
17,61,6,16,0.8,6.4,FALSE
7,14,0,5,0,3,FALSE
4,8,28,0,0,1,FALSE
10,21,0,9,1,1.6,FALSE
9,36,11,7,0.833333,1.9,FALSE
7,17,8,5,0.666667,1.8,FALSE
7,4,1,2,0,0.5,FALSE
18,40,4,16,0.5,0.5,FALSE
3,30,26,3,1,1.625,FALSE
7,15,3,7,0,1.3333,FALSE
5,8,1,5,1,0.3333,FALSE
8,14,3,8,0,1.3333,FALSE
17,79,1,15,0.857143,2.7273,FALSE
14,48,33,7,0.5,1.4,FALSE
5,9,4,5,1,0.5,FALSE
12,14,0,12,1,2,FALSE
10,28,9,9,0.5,0.6667,FALSE
13,40,13,13,0.6,2.6667,FALSE
14,30,0,12,1,4.75,FALSE
13,44,7,10,0.181818,1.5455,FALSE
10,12,66,3,0,1,FALSE
11,29,3,11,0,4,FALSE
11,27,1,9,1,3.6667,FALSE
12,30,13,12,0.333333,2.1667,FALSE
25,35,20,14,0.8,1.75,FALSE
14,14,1,10,0,3.5,FALSE
15,39,7,14,0.666667,4.1667,FALSE
4,8,4,4,1,0.5,FALSE
11,27,13,11,0.333333,2,FALSE
9,28,6,9,0.666667,0.8,FALSE
17,61,6,16,0.8,6.4,FALSE
