@relation log4jA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N20-F20-weka.filters.supervised.instance.Resample-B1.0-S1-Z85.71428571-no-replacement

@attribute wmc numeric
@attribute rfc numeric
@attribute ce numeric
@attribute npm numeric
@attribute dam numeric
@attribute Faultiness {FALSE,TRUE}

@data
7,25,3,2,0,FALSE
4,27,7,2,0,FALSE
8,14,1,8,0,FALSE
2,2,1,2,0,FALSE
4,20,5,4,0,FALSE
14,42,11,9,0,TRUE
19,43,7,13,0.666667,TRUE
10,33,6,9,0.6,TRUE
49,96,12,42,0.473684,TRUE
13,40,4,2,0,TRUE
