@relation synapseA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N4-F4-weka.filters.supervised.instance.Resample-B1.0-S1-Z43.80952381-no-replacement

@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ce numeric
@attribute dam numeric
@attribute avg_cc numeric
@attribute Faultiness {FALSE,TRUE}

@data
7,9,1,7,0,0.5,FALSE
14,15,1,7,0,1.5,FALSE
11,27,6,10,0.8,1.2,FALSE
24,18,10,7,1,1.4,FALSE
10,21,0,9,1,1.6,FALSE
10,1,0,1,0,1,FALSE
12,31,13,12,0.333333,1.6667,FALSE
9,29,4,9,1,1.75,FALSE
12,19,6,8,1,3.2,FALSE
15,22,8,8,0.5,1,FALSE
11,38,0,11,0.75,5.2857,FALSE
14,30,0,12,1,4.75,FALSE
6,26,0,3,1,4.2,FALSE
20,59,2,20,0.75,0.6,FALSE
13,26,6,12,0.8,1.6,FALSE
15,39,7,14,0.666667,4.1667,FALSE
11,13,15,11,0,0.8333,FALSE
8,17,0,6,1,3,FALSE
3,32,4,0,0.8,2,FALSE
10,3,3,1,0,1,FALSE
12,1,0,2,0,1,FALSE
11,45,22,11,1,0.7778,FALSE
13,40,13,13,0.6,2.6667,FALSE
13,48,63,10,0.875,2,TRUE
14,74,299,12,1,2.0333,TRUE
14,58,100,12,1,2.0588,TRUE
23,33,7,5,1,2.3333,TRUE
10,30,4,10,1,1.75,TRUE
12,14,0,12,1,2,TRUE
37,144,1172,30,0.961538,1.8302,TRUE
9,17,13,8,1,0.8571,TRUE
15,1,0,3,0,1,TRUE
15,38,2,14,1,5.6,TRUE
15,61,234,11,1,2.08,TRUE
31,36,22,14,1,1.75,TRUE
13,5,10,3,0,1,TRUE
38,108,39,37,0.5,2.2,TRUE
28,84,99,28,1,2.6,TRUE
26,63,20,26,1,1,TRUE
45,147,490,29,0.909091,1.4667,TRUE
15,58,100,13,1,2.0588,TRUE
8,47,13,8,0.5,1.5,TRUE
11,58,28,10,0.666667,4.5556,TRUE
71,45,13,21,1,2.1667,TRUE
13,36,493,0,1,0.9714,TRUE
15,37,2,14,1,5.4,TRUE
