@relation velocityA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F2-weka.filters.supervised.instance.Resample-B1.0-S1-Z62.26415094-no-replacement

@attribute dit numeric
@attribute cbo numeric
@attribute lcom3 numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute Faultiness {TRUE,FALSE}

@data
1,5,2,0,1,0,0,TRUE
2,2,0,0.666667,0.555556,0,0,TRUE
1,2,0.504348,0,0.3125,0,0,TRUE
1,4,0.703297,0,0.346154,0,0,TRUE
2,5,0,0.973684,0.625,0,0,TRUE
1,7,0.6875,0,0.351852,0,0,TRUE
1,3,0.882353,0,0.333333,0,0,TRUE
3,4,0.555556,0.769231,0.458333,1,1,TRUE
1,46,2,0,1,0,0,TRUE
1,10,2,0,0.133333,0,0,TRUE
1,6,0.4,0,0.458333,0,0,TRUE
2,10,2,0.941176,1,1,1,TRUE
1,2,0,0,0.464286,0,0,TRUE
1,7,0.75,0,0.257576,0,0,TRUE
2,14,0.75,0.47619,0.461538,0,0,TRUE
1,2,0.866667,0,0.466667,0,0,TRUE
2,8,2,0.931034,0.416667,1,1,TRUE
2,9,2,0.933333,0.416667,1,1,TRUE
2,3,2,0.964286,0.533333,0,0,TRUE
2,9,0.3125,0.9,0.433333,1,1,TRUE
1,0,2,0,0.5,0,0,TRUE
1,12,2,0,0.68,0,0,TRUE
2,11,0.955128,0.5,0.276923,2,3,TRUE
1,21,2,0,0.295455,0,0,TRUE
2,3,2,0.964286,0.533333,0,0,TRUE
2,2,2,0.947368,0.833333,1,2,TRUE
2,8,2,0.931034,0.416667,1,1,TRUE
2,16,0.792857,0.333333,0.237037,0,0,TRUE
2,8,2,0.933333,0.416667,1,1,TRUE
2,3,2,0.964286,0.533333,0,0,TRUE
1,67,2,0,0.238095,0,0,TRUE
1,12,0.956522,0,0.168478,0,0,TRUE
1,6,2,0,1,0,0,TRUE
2,10,2,0.941176,1,1,1,TRUE
1,6,0.25,0,0.433333,0,0,TRUE
2,4,0.875,0.9,0.4,0,0,TRUE
2,2,2,0.714286,0.666667,1,2,TRUE
2,5,2,0.931034,0.392857,0,0,TRUE
1,8,2,0,1,0,0,TRUE
2,5,2,0.964286,0.533333,0,0,TRUE
1,58,2,0,0,0,0,TRUE
2,10,2,0.931034,0.416667,1,1,TRUE
1,3,2,0,0.666667,0,0,TRUE
1,1,0.444444,0,0.625,0,0,TRUE
1,4,2,0,0.666667,0,0,TRUE
2,4,0.791444,0.375,0.226891,1,2,TRUE
