@relation xalanA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N100-F100-weka.filters.supervised.instance.Resample-B1.0-S1-Z72.72727273-no-replacement

@attribute lcom numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute amc numeric
@attribute Faultiness {FALSE,TRUE}

@data
1,2,10,4,FALSE
1,1,67,19,FALSE
66,1.090909,13,0,FALSE
0,0.111111,58,4.7,FALSE
0,0,143,19.285714,FALSE
0,0,104,50.5,FALSE
27,0.666667,290,19.5,FALSE
3,2,25,7.333333,FALSE
3,0.329412,830,44.833333,TRUE
329,0.897059,1673,46.171429,TRUE
53,0.9,90,7.090909,TRUE
0,0.083333,562,138.5,TRUE
0,0.485714,183,21.25,TRUE
470,0.956012,371,10.25,TRUE
15,2,160,25.666667,TRUE
1,0.5,599,198.333333,TRUE
